accepted_name	IUCN_category_old	IUCN_category_new	TS_category_old	TS_category_new	IUCN_old	IUCN_new	TS_global_old	TS_global_new
Dypsis nodifera	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis nossibensis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis occidentalis	NE	VU	NE	Threatened	0	1	0	1
Dypsis onilahensis	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis oreophila	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis oropedionis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis ovobontsira	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis pachyramea	NE	LC	Threatened	Not Threatened	0	1	1	1
Dypsis paludosa	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis pembana	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis perrieri	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis pervillei	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis pilulifera	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis pinnatifrons	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis plumosa	NE	DD	NE	Data Deficient	0	1	0	1
Dypsis plurisecta	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis poivreana	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis prestoniana	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis procera	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis procumbens	NE	NT	NE	Possibly Threatened	0	1	0	1
Dypsis psammophila	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis pulchella	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis pumila	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis pusilla	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis pustulata	NE	NE	NE	NE	0	0	0	0
Dypsis rakotonasoloi	NE	CR	NE	Threatened	0	1	0	1
Dypsis ramentacea	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis reflexa	NE	CR	NE	Threatened	0	1	0	1
Dypsis remotiflora	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis rivularis	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis robusta	NE	CR	NE	Threatened	0	1	0	1
Dypsis rosea	NE	NE	NE	NE	0	0	0	0
Dypsis sahanofensis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis saintelucei	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis sancta	NE	NE	NE	Threatened	0	1	1	1
Dypsis sanctaemariae	NE	CR	Threatened	Threatened	0	2	2	2
Dypsis scandens	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis schatzii	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis scottiana	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis serpentina	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis simianensis	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis singularis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis soanieranae	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis spicata	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Dypsis subacaulis	NE	NE	NE	NE	0	0	0	0
Dypsis tanalensis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis tenuissima	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis thermarum	NE	VU	Possibly Threatened	Threatened	0	1	1	1
Dypsis thiryana	NE	VU	Possibly Threatened	Threatened	0	1	1	1
Dypsis thouarsiana	NE	DD	NE	Data Deficient	0	1	0	1
Dypsis tokoravina	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis trapezoidea	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis tsaratananensis	NE	DD	Possibly Threatened	Data Deficient	0	1	1	1
Dypsis tsaravoasira	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis turkii	NE	EN	NE	Threatened	0	1	0	1
Dypsis utilis	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis viridis	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis vonitrandambo	NE	CR	NE	Threatened	0	1	0	1
Elaeis guineensis	NE	LC	NE	Not Threatened	0	1	0	1
Elaeis oleifera	NE	NE	NE	NE	0	0	0	0
Eleiodoxa conferta	NE	NE	NE	NE	0	0	0	0
Eremospatha barendii	NE	CR	NE	Threatened	0	1	0	1
Eremospatha cabrae	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha cuspidata	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha dransfieldii	NE	EN	NE	Threatened	0	1	0	1
Eremospatha haullevilleana	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha hookeri	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha laurentii	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha macrocarpa	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha quinquecostulata	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha tessmanniana	NE	LC	NE	Not Threatened	0	1	0	1
Eremospatha wendlandiana	NE	LC	NE	Not Threatened	0	1	0	1
Eugeissona ambigua	NE	NE	NE	NE	0	0	0	0
Eugeissona brachystachys	NE	NE	Possibly Threatened	NE	0	0	1	0
Eugeissona insignis	NE	NE	NE	NE	0	0	0	0
Eugeissona minor	NE	NE	NE	NE	0	0	0	0
Eugeissona tristis	NE	NE	NE	NE	0	0	0	0
Eugeissona utilis	NE	NE	NE	NE	0	0	0	0
Euterpe broadwayi	NE	NE	NE	NE	0	0	0	0
Euterpe catinga	NE	NE	Possibly Threatened	NE	0	0	1	0
Euterpe edulis	NE	NE	Possibly Threatened	NE	0	0	1	0
Euterpe longibracteata	NE	NE	NE	NE	0	0	0	0
Euterpe luminosa	VU	NE	Threatened	NE	1	0	1	0
Euterpe oleracea	NE	NE	NE	NE	0	0	0	0
Euterpe precatoria	NE	NE	NE	NE	0	0	0	0
Gaussia attenuata	VU	NE	Threatened	Threatened	1	0	1	1
Gaussia gomez-pompae	VU	NE	Threatened	Threatened	1	0	1	1
Gaussia maya	VU	NE	Threatened	NE	1	0	1	0
Gaussia princeps	NE	NE	Not Threatened	NE	0	0	1	0
Gaussia spirituana	EN	NE	Threatened	NE	1	0	1	0
Geonoma aspidiifolia	NE	NE	NE	NE	0	0	0	0
Geonoma baculifera	NE	LC	NE	Not Threatened	0	1	0	1
Geonoma bernalii	NE	NE	NE	NE	0	0	0	0
Geonoma braunii	NE	NE	NE	NE	0	0	0	0
Geonoma brenesii	NE	NE	NE	NE	0	0	0	0
Geonoma brongniartii	NE	NE	NE	NE	0	0	0	0
Geonoma calyptrogynoidea	NE	NE	NE	NE	0	0	0	0
Geonoma camana	NE	NE	NE	NE	0	0	0	0
Geonoma chlamydostachys	NE	NE	Threatened	NE	0	0	1	0
Geonoma chococola	NE	NE	NE	NE	0	0	0	0
Geonoma concinna	NE	NE	NE	NE	0	0	0	0
Geonoma concinnoidea	NE	NE	NE	NE	0	0	0	0
Geonoma congesta	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma cuneata	EN	NE	Threatened	NE	1	0	1	0
Geonoma deneversii	NE	NE	NE	NE	0	0	0	0
Geonoma deversa	NE	NE	Threatened	NE	0	0	1	0
Geonoma dindoensis	NE	NE	NE	NE	0	0	0	0
Geonoma divisa	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma elegans	NE	NE	Threatened	Not Threatened	0	0	1	1
Geonoma epetiolata	NE	NE	NE	NE	0	0	0	0
Geonoma euspatha	NE	NE	NE	NE	0	0	0	0
Geonoma ferruginea	NE	NE	NE	NE	0	0	0	0
Geonoma fosteri	NE	NE	NE	NE	0	0	0	0
Geonoma frontinensis	NE	NE	NE	NE	0	0	0	0
Geonoma galeanoae	NE	NE	NE	NE	0	0	0	0
Geonoma gentryi	NE	NE	NE	NE	0	0	0	0
Geonoma hollinensis	NE	NE	NE	NE	0	0	0	0
Geonoma hugonis	NE	NE	NE	NE	0	0	0	0
Geonoma interrupta	NE	NE	NE	NE	0	0	0	0
Geonoma lanata	NE	NE	NE	NE	0	0	0	0
Geonoma laxiflora	NE	NE	NE	NE	0	0	0	0
Geonoma lehmannii	NE	NE	NE	NE	0	0	0	0
Geonoma leptospadix	NE	NE	NE	NE	0	0	0	0
Geonoma longepedunculata	NE	NE	NE	NE	0	0	0	0
Geonoma longivaginata	NE	NE	NE	NE	0	0	0	0
Geonoma macrostachys	NE	NE	NE	NE	0	0	0	0
Geonoma maxima	NE	NE	NE	NE	0	0	0	0
Geonoma monospatha	NE	NE	NE	NE	0	0	0	0
Geonoma mooreana	NE	NE	NE	NE	0	0	0	0
Geonoma multisecta	NE	NE	Threatened	NE	0	0	1	0
Geonoma occidentalis	NE	NE	NE	NE	0	0	0	0
Geonoma oldemanii	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma oligoclona	NE	NE	NE	NE	0	0	0	0
Geonoma operculata	NE	NE	NE	NE	0	0	0	0
Geonoma orbignyana	NE	NE	Possibly Threatened	NE	0	0	3	0
Geonoma paradoxa	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma pauciflora	NE	NE	Threatened	NE	0	0	1	0
Geonoma peruviana	NE	NE	NE	NE	0	0	0	0
Geonoma pinnatifrons	NE	NE	Threatened,Possibly Threatened	Near Threatened	0	0	2	1
Geonoma poeppigiana	NE	NE	NE	NE	0	0	0	0
Geonoma pohliana	NE	NE	Possibly Threatened,Threatened	NE	0	0	3	0
Geonoma poiteauana	NE	NE	NE	NE	0	0	0	0
Geonoma sanmartinensis	NE	NE	NE	NE	0	0	0	0
Geonoma santanderensis	NE	NE	Threatened	NE	0	0	1	0
Geonoma schizocarpa	NE	NE	NE	NE	0	0	0	0
Geonoma schottiana	NE	NE	NE	Not Threatened	0	0	0	1
Geonoma scoparia	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma simplicifrons	NE	NE	NE	NE	0	0	0	0
Geonoma spinescens	NE	NE	NE	NE	0	0	0	0
Geonoma stricta	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma talamancana	NE	NE	NE	NE	0	0	0	0
Geonoma tenuissima	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma triandra	NE	NE	NE	NE	0	0	0	0
Geonoma triglochin	NE	NE	NE	NE	0	0	0	0
Geonoma trigona	NE	NE	Data Deficient	NE	0	0	1	0
Geonoma umbraculiformis	NE	NE	Possibly Threatened	NE	0	0	1	0
Geonoma undata	NE	NE	Threatened,Possibly Threatened	Threatened	0	0	3	1
Geonoma venosa	NE	NE	NE	NE	0	0	0	0
Guihaia argyrata	NE	NE	Threatened	NE	0	0	1	0
Guihaia grossifibrosa	NE	NE	Threatened	NE	0	0	1	0
Guihaia lancifolia	NE	NE	NE	NE	0	0	0	0
Hedyscepe canterburyana	VU	NE	Threatened	NE	1	0	1	0
Hemithrinax compacta	NE	NE	Threatened	NE	0	0	1	0
Hemithrinax ekmaniana	CR	NE	Threatened	NE	1	0	2	0
Hemithrinax rivularis	VU	NE	Threatened	NE	1	0	2	0
Heterospathe annectens	NE	NE	NE	NE	0	0	0	0
Heterospathe arfakiana	NE	NE	NE	NE	0	0	0	0
Heterospathe barfodii	NE	NE	NE	NE	0	0	0	0
Heterospathe brevicaulis	NE	NE	NE	Threatened	0	0	0	1
Heterospathe cagayanensis	NE	NE	NE	NE	0	0	0	0
Heterospathe califrons	NE	NE	NE	Threatened	0	0	0	1
Heterospathe clemensiae	NE	NE	NE	NE	0	0	0	0
Heterospathe compsoclada	NE	NE	NE	NE	0	0	0	0
Heterospathe delicatula	NE	NE	NE	NE	0	0	0	0
Heterospathe dransfieldii	NE	NE	NE	Threatened	0	0	0	1
Heterospathe elata	NE	NE	NE	NE	0	0	0	0
Heterospathe elegans	NE	NE	NE	NE	0	0	0	0
Heterospathe elmeri	NE	NE	Possibly Threatened	NE	0	0	1	0
Heterospathe glabra	NE	NE	NE	NE	0	0	0	0
Heterospathe glauca	NE	NE	NE	NE	0	0	0	0
Heterospathe intermedia	NE	NE	NE	NE	0	0	0	0
Heterospathe kajewskii	NE	NE	NE	NE	0	0	0	0
Heterospathe ledermanniana	NE	NE	NE	NE	0	0	0	0
Heterospathe lepidota	NE	NE	NE	NE	0	0	0	0
Heterospathe longipes	NE	EN	Threatened	Threatened	0	1	1	1
Heterospathe macgregorii	NE	NE	NE	NE	0	0	0	0
Heterospathe minor	NE	NE	Possibly Threatened	NE	0	0	1	0
Heterospathe muelleriana	NE	NE	NE	NE	0	0	0	0
Heterospathe negrosensis	NE	NE	NE	NE	0	0	0	0
Heterospathe obriensis	NE	NE	NE	NE	0	0	0	0
Heterospathe parviflora	NE	NE	NE	NE	0	0	0	0
Heterospathe philippinensis	NE	NE	NE	NE	0	0	0	0
Heterospathe phillipsii	NE	EN	NE	Threatened	0	1	0	1
Heterospathe pilosa	NE	NE	NE	NE	0	0	0	0
Heterospathe porcata	NE	NE	NE	Data Deficient	0	0	0	1
Heterospathe pulchra	NE	NE	NE	NE	0	0	0	0
Heterospathe pullenii	NE	NE	NE	NE	0	0	0	0
Heterospathe ramulosa	NE	NE	NE	NE	0	0	0	0
Heterospathe salomonensis	NE	NE	NE	NE	0	0	0	0
Heterospathe scitula	NE	NE	NE	Threatened	0	0	0	1
Heterospathe sensisi	NE	NE	NE	NE	0	0	0	0
Heterospathe sibuyanensis	NE	NE	NE	Threatened	0	0	0	1
Heterospathe sphaerocarpa	NE	NE	NE	NE	0	0	0	0
Heterospathe trispatha	NE	NE	NE	Threatened	0	0	0	1
Heterospathe uniformis	NE	NE	NE	NE	0	0	0	0
Heterospathe woodfordiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Howea belmoreana	VU	NE	Threatened	NE	1	0	1	0
Howea forsteriana	VU	NE	Threatened	NE	1	0	1	0
Hydriastele affinis	NE	NE	NE	NE	0	0	0	0
Hydriastele aprica	NE	NE	NE	NE	0	0	0	0
Hydriastele beccariana	NE	NE	NE	NE	0	0	0	0
Hydriastele beguinii	NE	NE	NE	NE	0	0	0	0
Hydriastele biakensis	NE	NE	NE	Threatened	0	0	0	1
Hydriastele boumae	NE	LC	Data Deficient	Not Threatened	0	1	1	1
Hydriastele brassii	NE	NE	NE	NE	0	0	0	0
Hydriastele cariosa	NE	NE	NE	NE	0	0	0	0
Hydriastele carrii	NE	NE	NE	NE	0	0	0	0
Hydriastele chaunostachys	NE	NE	NE	NE	0	0	0	0
Hydriastele costata	NE	NE	NE	NE	0	0	0	0
Hydriastele cyclopensis	NE	NE	NE	NE	0	0	0	0
Hydriastele cylindrocarpa	NE	NE	NE	NE	0	0	0	0
Hydriastele dransfieldii	NE	NE	NE	NE	0	0	0	0
Hydriastele flabellata	NE	NE	NE	NE	0	0	0	0
Hydriastele geelvinkiana	NE	NE	NE	NE	0	0	0	0
Hydriastele gibbsiana	NE	NE	NE	NE	0	0	0	0
Hydriastele gracilis	NE	NE	NE	NE	0	0	0	0
Hydriastele hombronii	DD	NE	Data Deficient	NE	1	0	1	0
Hydriastele kasesa	NE	NE	NE	NE	0	0	0	0
Hydriastele kjellbergii	NE	NE	NE	NE	0	0	0	0
Hydriastele ledermanniana	NE	NE	NE	NE	0	0	0	0
Hydriastele lepidota	NE	NE	NE	NE	0	0	0	0
Hydriastele longispatha	NE	NE	NE	NE	0	0	0	0
Hydriastele lurida	NE	NE	NE	NE	0	0	0	0
Hydriastele macrospadix	NE	NE	NE	NE	0	0	0	0
Hydriastele manusii	NE	NE	NE	NE	0	0	0	0
Hydriastele mayrii	NE	NE	NE	NE	0	0	0	0
Hydriastele micrantha	NE	NE	NE	NE	0	0	0	0
Hydriastele microcarpa	NE	NE	NE	NE	0	0	0	0
Hydriastele microspadix	NE	NE	NE	NE	0	0	0	0
Hydriastele moluccana	NE	NE	NE	NE	0	0	0	0
Hydriastele montana	NE	NE	NE	NE	0	0	0	0
Hydriastele nannostachys	NE	NE	NE	NE	0	0	0	0
Hydriastele oxypetala	NE	NE	NE	NE	0	0	0	0
Hydriastele palauensis	NE	NE	NE	NE	0	0	0	0
Hydriastele pinangoides	NE	NE	NE	NE	0	0	0	0
Hydriastele pleurocarpa	NE	NE	NE	NE	0	0	0	0
Hydriastele procera	NE	NE	NE	NE	0	0	0	0
Hydriastele ramsayi	NE	NE	NE	NE	0	0	0	0
Hydriastele rheophytica	NE	NE	NE	NE	0	0	0	0
Hydriastele rhopalocarpa	NE	NE	NE	NE	0	0	0	0
Hydriastele rostrata	NE	NE	NE	NE	0	0	0	0
Hydriastele sarasinorum	NE	NE	NE	NE	0	0	0	0
Hydriastele selebica	NE	NE	NE	NE	0	0	0	0
Hydriastele valida	NE	NE	NE	NE	0	0	0	0
Hydriastele variabilis	NE	NE	NE	NE	0	0	0	0
Hydriastele vitiensis	NE	VU	Threatened	Threatened	0	1	1	1
Hydriastele wendlandiana	NE	NE	NE	NE	0	0	0	0
Hyophorbe amaricaulis	CR	NE	Threatened	NE	1	0	1	0
Hyophorbe indica	EN	NE	Threatened	NE	1	0	1	0
Hyophorbe lagenicaulis	CR	NE	Threatened	NE	1	0	1	0
Hyophorbe vaughanii	CR	NE	Threatened	NE	1	0	1	0
Hyophorbe verschaffeltii	CR	NE	Threatened	NE	1	0	1	0
Hyospathe chiriqui	NE	NE	NE	NE	0	0	0	0
Hyospathe elegans	NE	NE	Threatened	NE	0	0	1	0
Hyospathe frontinensis	NE	NE	Threatened	NE	0	0	1	0
Hyospathe macrorhachis	NT	NE	Possibly Threatened	NE	1	0	1	0
Hyospathe peruviana	NE	NE	NE	NE	0	0	0	0
Hyospathe pittieri	NE	NE	NE	NE	0	0	0	0
Hyospathe wendlandiana	NE	NE	Threatened	NE	0	0	1	0
Hyphaene compressa	NE	LC	NE	Not Threatened	0	1	0	1
Hyphaene coriacea	NE	LC	NE	Not Threatened	0	1	0	1
Hyphaene dichotoma	NT	NE	Possibly Threatened	NE	1	0	1	0
Hyphaene guineensis	NE	LC	NE	Not Threatened	0	1	0	1
Hyphaene macrosperma	NE	DD	NE	Data Deficient	0	1	0	1
Hyphaene petersiana	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Hyphaene reptans	NE	DD	NE	Data Deficient	0	1	0	1
Hyphaene thebaica	NE	LC	NE	Not Threatened	0	1	0	1
Iguanura ambigua	NE	NE	Threatened	NE	0	0	1	0
Iguanura asli	NE	NE	NE	NE	0	0	0	0
Iguanura belumensis	NE	NE	NE	NE	0	0	0	0
Iguanura bicornis	NE	NE	Possibly Threatened	NE	0	0	1	0
Iguanura borneensis	NE	NE	NE	NE	0	0	0	0
Iguanura cemurung	NE	NE	NE	NE	0	0	0	0
Iguanura chaiana	NE	NE	Threatened	NE	0	0	1	0
Iguanura corniculata	NE	NE	Threatened	NE	0	0	1	0
Iguanura curvata	NE	NE	Possibly Threatened	NE	0	0	1	0
Iguanura diffusa	NE	NE	NE	NE	0	0	0	0
Iguanura divergens	NE	NE	NE	NE	0	0	0	0
Iguanura elegans	NE	NE	Threatened	NE	0	0	1	0
Iguanura geonomiformis	NE	NE	NE	NE	0	0	0	0
Iguanura humilis	NE	NE	NE	NE	0	0	0	0
Iguanura kelantanensis	NE	NE	NE	NE	0	0	0	0
Iguanura leucocarpa	NE	NE	Threatened	NE	0	0	1	0
Iguanura macrostachya	NE	NE	NE	NE	0	0	0	0
Iguanura melinauensis	NE	NE	Threatened	NE	0	0	1	0
Iguanura minor	NE	NE	Threatened	NE	0	0	1	0
Iguanura mirabilis	NE	NE	NE	NE	0	0	0	0
Iguanura myochodoides	NE	NE	Threatened	NE	0	0	1	0
Iguanura palmuncula	NE	NE	Threatened	NE	0	0	1	0
Iguanura parvula	NE	NE	NE	NE	0	0	0	0
Iguanura perdana	NE	NE	NE	NE	0	0	0	0
Iguanura piahensis	NE	NE	NE	NE	0	0	0	0
Iguanura polymorpha	NE	NE	Possibly Threatened	NE	0	0	1	0
Iguanura prolifera	NE	NE	NE	NE	0	0	0	0
Iguanura remotiflora	NE	NE	Threatened	NE	0	0	1	0
Iguanura sanderiana	NE	NE	Threatened	NE	0	0	1	0
Iguanura speciosa	NE	NE	NE	NE	0	0	0	0
Iguanura tenuis	NE	NE	NE	NE	0	0	0	0
Iguanura thalangensis	NE	NE	NE	NE	0	0	0	0
Iguanura wallichiana	NE	NE	NE	NE	0	0	0	0
Iriartea deltoidea	NE	LC	NE	Not Threatened	0	1	0	1
Iriartella setigera	NE	NE	NE	NE	0	0	0	0
Iriartella stenocarpa	NE	NE	NE	NE	0	0	0	0
Itaya amicorum	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Jailoloa halmaherensis	NE	NE	NE	NE	0	0	0	0
Johannesteijsmannia altifrons	NE	NE	Threatened	NE	0	0	1	0
Johannesteijsmannia lanceolata	NE	NE	Threatened	NE	0	0	1	0
Johannesteijsmannia magnifica	NE	NE	Threatened	NE	0	0	1	0
Johannesteijsmannia perakensis	NE	NE	Threatened	NE	0	0	1	0
Juania australis	VU	NE	Threatened	NE	1	0	1	0
Jubaea chilensis	VU	NE	Threatened	NE	1	0	1	0
Jubaeopsis caffra	VU	NE	Threatened	NE	1	0	1	0
Kentiopsis magnifica	NE	EN	NE	Threatened	0	1	0	1
Kentiopsis oliviformis	NE	EN	Threatened	Threatened	0	1	1	1
Kentiopsis piersoniorum	NE	VU	NE	Threatened	0	1	0	1
Kentiopsis pyriformis	NE	EN	NE	Threatened	0	1	0	1
Kerriodoxa elegans	NE	NE	Possibly Threatened	NE	0	0	1	0
Korthalsia angustifolia	NE	NE	NE	NE	0	0	0	0
Korthalsia bejaudii	NE	NE	Data Deficient	NE	0	0	1	0
Korthalsia brassii	NE	NE	NE	NE	0	0	0	0
Korthalsia celebica	NE	NE	NE	NE	0	0	0	0
Korthalsia cheb	NE	NE	NE	NE	0	0	0	0
Korthalsia concolor	NE	NE	NE	NE	0	0	0	0
Korthalsia debilis	NE	NE	NE	NE	0	0	0	0
Korthalsia echinometra	NE	NE	NE	NE	0	0	0	0
Korthalsia ferox	NE	NE	NE	NE	0	0	0	0
Korthalsia flagellaris	NE	NE	NE	NE	0	0	0	0
Korthalsia furcata	NE	NE	NE	NE	0	0	0	0
Korthalsia furtadoana	NE	NE	NE	NE	0	0	0	0
Korthalsia hispida	NE	NE	NE	NE	0	0	0	0
Korthalsia jala	NE	NE	NE	NE	0	0	0	0
Korthalsia junghuhnii	NE	NE	Threatened	NE	0	0	1	0
Korthalsia laciniosa	NE	NE	Not Threatened	NE	0	0	1	0
Korthalsia lanceolata	NE	NE	Threatened	NE	0	0	1	0
Korthalsia merrillii	NE	NE	Possibly Threatened	NE	0	0	1	0
Korthalsia minor	NE	NE	NE	NE	0	0	0	0
Korthalsia paucijuga	NE	NE	NE	NE	0	0	0	0
Korthalsia rigida	NE	NE	NE	NE	0	0	0	0
Korthalsia robusta	NE	NE	NE	NE	0	0	0	0
Korthalsia rogersii	NE	NE	Possibly Threatened	NE	0	0	1	0
Korthalsia rostrata	NE	NE	NE	NE	0	0	0	0
Korthalsia scaphigeroides	NE	NE	NE	NE	0	0	0	0
Korthalsia scortechinii	NE	NE	NE	NE	0	0	0	0
Korthalsia tenuissima	NE	NE	Threatened	NE	0	0	1	0
Korthalsia zippelii	NE	NE	NE	NE	0	0	0	0
Laccospadix australasicus	NE	NE	NE	NE	0	0	0	0
Laccosperma acutiflorum	NE	LC	NE	Not Threatened	0	1	0	1
Laccosperma cristalensis	NE	DD	NE	Data Deficient	0	1	0	1
Laccosperma korupense	NE	NE	NE	NE	0	0	0	0
Laccosperma laeve	NE	LC	NE	Not Threatened	0	1	0	1
Laccosperma opacum	NE	LC	NE	Not Threatened	0	1	0	1
Laccosperma robustum	NE	LC	NE	Not Threatened	0	1	0	1
Laccosperma secundiflorum	NE	LC	NE	Not Threatened	0	1	0	1
Lanonia acaulis	NE	NE	NE	NE	0	0	0	0
Lanonia calciphila	NE	NE	Threatened,Possibly Threatened	NE	0	0	3	0
Lanonia centralis	NE	NE	NE	NE	0	0	0	0
Lanonia dasyantha	VU	NE	Threatened	NE	1	0	1	0
Lanonia gracilis	NE	NE	Possibly Threatened	NE	0	0	1	0
Lanonia hainanensis	NE	NE	NE	NE	0	0	0	0
Lanonia hexasepala	NE	NE	Threatened	NE	0	0	1	0
Lanonia magalonii	NE	NE	NE	NE	0	0	0	0
Latania loddigesii	EN	NE	Threatened	NE	1	0	1	0
Latania lontaroides	EN	NE	Threatened	NE	1	0	1	0
Latania verschaffeltii	EN	NE	Threatened	NE	1	0	1	0
Lemurophoenix halleuxii	NE	EN	Threatened	Threatened	0	1	1	1
Leopoldinia piassaba	NE	NE	Possibly Threatened	NE	0	0	1	0
Leopoldinia pulchra	NE	NE	Possibly Threatened	NE	0	0	1	0
Lepidocaryum tenue	NE	NE	Possibly Threatened	NE	0	0	1	0
Lepidorrhachis mooreana	NE	NE	Threatened	NE	0	0	1	0
Leucothrinax morrisii	NE	NE	Not Threatened	Not Threatened	0	0	1	1
Licuala acuminata	NE	NE	NE	NE	0	0	0	0
Licuala acutifida	NE	NE	Possibly Threatened	NE	0	0	1	0
Licuala adscendens	NE	NE	NE	NE	0	0	0	0
Licuala ahlidurii	NE	NE	NE	NE	0	0	0	0
Licuala angustiloba	NE	NE	NE	NE	0	0	0	0
Licuala anomala	NE	NE	NE	NE	0	0	0	0
Licuala aruensis	NE	NE	NE	NE	0	0	0	0
Licuala atrovirens	NE	NE	NE	Data Deficient	0	0	0	1
Licuala atroviridis	NE	NE	NE	NE	0	0	0	0
Licuala averyanovii	NE	NE	NE	NE	0	0	0	0
Licuala bachmaensis	NE	NE	NE	NE	0	0	0	0
Licuala bacularia	NE	NE	NE	NE	0	0	0	0
Licuala bayana	NE	NE	NE	NE	0	0	0	0
Licuala beccariana	NE	NE	NE	NE	0	0	0	0
Licuala bellatula	NE	NE	NE	NE	0	0	0	0
Licuala bidentata	NE	NE	NE	Not Threatened	0	0	0	1
Licuala bidoupensis	NE	NE	NE	NE	0	0	0	0
Licuala bifida	NE	NE	NE	NE	0	0	0	0
Licuala bintulensis	NE	NE	NE	Possibly Threatened	0	0	0	1
Licuala bissula	NE	NE	NE	NE	0	0	0	0
Licuala borneensis	NE	EN	NE	Threatened	0	1	0	1
Licuala bracteata	NE	NE	NE	NE	0	0	0	0
Licuala brevicalyx	NE	NE	NE	NE	0	0	0	0
Licuala bruneiana	NE	NE	NE	Threatened	0	0	0	1
Licuala burretii	NE	NE	NE	Threatened	0	0	0	1
Licuala cabalionii	NE	NE	Possibly Threatened	NE	0	0	1	0
Licuala cameronensis	NE	NE	NE	NE	0	0	0	0
Licuala campestris	NE	NE	NE	Not Threatened	0	0	0	1
Licuala cattienensis	NE	NE	NE	NE	0	0	0	0
Licuala celebica	NE	NE	NE	NE	0	0	0	0
Licuala chaiana	NE	NE	NE	Data Deficient	0	0	0	1
Licuala collina	NE	NE	NE	Threatened	0	0	0	1
Licuala concinna	NE	NE	NE	NE	0	0	0	0
Licuala cordata	NE	NE	NE	Threatened	0	0	0	1
Licuala corneri	NE	NE	Threatened	NE	0	0	1	0
Licuala crassiflora	NE	NE	NE	NE	0	0	0	0
Licuala dakrongensis	NE	NE	NE	NE	0	0	0	0
Licuala debilis	NE	NE	NE	NE	0	0	0	0
Licuala densiflora	NE	NE	NE	Threatened	0	0	0	1
Licuala distans	NE	NE	NE	NE	0	0	0	0
Licuala egregia	NE	NE	NE	NE	0	0	0	0
Licuala elegans	NE	NE	NE	NE	0	0	0	0
Licuala ellipsoidalis	NE	NE	NE	NE	0	0	0	0
Licuala elliptica	NE	NE	NE	Threatened	0	0	0	1
Licuala exigua	NE	NE	NE	Data Deficient	0	0	0	1
Licuala ferruginea	NE	NE	NE	NE	0	0	0	0
