"accepted_name"	"EOO"	"AOO"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"EOO2"	"NOP"	"MER"	"EOOkm2"	"AOO2km"	"EOOcat"	"AOOcat"	"EOO_rCAT_conR2"	"HFI"	"HPD"	"FLO"	"bio1"	"bio2"	"bio3"	"bio4"	"bio5"	"bio6"	"bio7"	"bio8"	"bio9"	"bio10"	"bio11"	"bio12"	"bio13"	"bio14"	"bio15"	"bio16"	"bio17"	"bio18"	"bio19"	"bio1_sd"	"bio2_sd"	"bio3_sd"	"bio4_sd"	"bio5_sd"	"bio6_sd"	"bio7_sd"	"bio8_sd"	"bio9_sd"	"bio10_sd"	"bio11_sd"	"bio12_sd"	"bio13_sd"	"bio14_sd"	"bio15_sd"	"bio16_sd"	"bio17_sd"	"bio18_sd"	"bio19_sd"	"bio5max"	"bio6min"	"bio13max"	"bio14min"	"Tflex_ext"	"Pflex_ext"	"Tflex_mean"	"Pflex_mean"	"ECO"	"TDWG3"
"Adonidia dransfieldii"	NA	4	1	1	1	NA	1	0	0	4	"CR"	"CR"	"NA"	37.6747970581055	204.897018432617	0.272148996591568	27.0268020629883	7.56850481033325	84.4061965942383	50.4258155822754	31.9005870819092	22.9338226318359	8.96676445007324	26.5080394744873	27.3743629455566	27.598087310791	26.33034324646	2724	357	115	31.940710067749	968	435	458	960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.9005870819092	22.9338226318359	357	115	0.851461463328445	0.322128851540616	0.851461463328445	0.322128851540616	1	1
"Adonidia merrillii"	197064	12	3	3	3	197064	3	2018730.36321882	183896.735481535	12	"LC"	"EN"	"183896.735481535"	40.6273384094238	1341.01700846354	0.0897866437832514	26.978084564209	7.84713061650594	79.4599126180013	56.7573623657227	32.2135893503825	22.3625481923421	9.85104115804037	26.5740000406901	27.0361086527507	27.7877165476481	26.433464050293	2337	409	50	59.5497093200684	1074	184.666666666667	381.333333333333	364	0.397995377712872	1.30948694322312	10.267785043598	20.5677232160209	0.372394443503842	0.343416886296091	0.498842665520044	0.517321105583163	0.561575127512536	0.049276021817618	0.43383047073923	732.018442390627	227.11891158598	60.7536007163361	32.0280530428099	613.687216748076	197.525525776628	151.226100040083	287.756841795291	32.6349983215332	22.0576000213623	671	11	0.82688665227386	0.0163934426229508	0.837654780991275	0.122249388753056	2	2
"Aiphanes acaulis"	4113	20	5	3	3	4113	5	26102.497583622	4119.5531563086	20	"EN"	"EN"	"4119.5531563086"	29.9751659393311	30.3479034423828	0.0176526591181755	25.9858337402344	9.08296680450439	91.5166854858398	26.2567001342773	30.9971496582031	21.0891002655029	9.9080493927002	25.8634670257568	26.13805809021	26.3120250701904	25.6411003112793	5909.4	614.2	350.2	19.0217910766602	1698.2	1180.2	1359.6	1582	1.70893498578741	1.01521340910827	2.49919632323535	2.28624499070922	2.13571005674216	1.29110748910961	0.894387462444265	1.77504931543935	1.7977849557398	1.65083213302624	1.68992808696098	1978.0628908101	170.26215081456	169.20460986628	12.9417848545925	485.224896310979	539.139314092378	492.500558375318	538.822326931615	32.1534996032715	18.7794990539551	702	52	0.779377910996123	0.0740740740740741	0.833374963893487	0.570172582220775	2	1
"Aiphanes bicornis"	8	8	3	1	1	0	3	16.0443191977227	0.0588528803706393	8	"CR"	"CR"	"0.0588528803706393"	30.003210067749	21.6242841084798	0.0693799356619517	22.766881942749	8.20722262064616	85.6043599446615	45.5692100524902	27.8339996337891	18.2430833180745	9.59091631571452	23.3159020741781	22.3931109110514	23.396068572998	22.3067226409912	2032.33333333333	336	50	66.4047673543294	942	181.666666666667	884	204	1.14324907382293	0.0560514997515716	1.75147171620579	5.81390382004725	1.32328671126663	1.06463381709868	0.258652894167954	1.22718206516999	1.02763432122141	1.20163403384903	1.0847451833062	115.470053837925	31.1769145362398	3.46410161513775	2.96030324715455	72.7461339178928	7.50555349946513	76.2102355330306	22.5166604983954	28.5979995727539	17.0137500762939	354	46	0.796995484653537	0.129943502824859	0.829646244304011	0.148809523809524	1	1
"Aiphanes buenaventurae"	NA	4	1	1	1	NA	1	0	0	4	"CR"	"CR"	"NA"	24.1966724395752	9.14694023132324	0.0455791242420673	25.1787700653076	7.07742691040039	88.1525955200195	30.3736896514893	29.2314434051514	21.2028350830078	8.02860832214355	24.913402557373	25.4247417449951	25.6271915435791	24.8730659484863	2459	307	52	38.8465042114258	845	259	434	728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.2314434051514	21.2028350830078	307	52	0.860849841803708	0.169381107491857	0.860849841803708	0.169381107491857	1	1
"Aiphanes chiribogensis"	4213	60	27	7	10	4213	27	8606.67671262549	4212.58405223245	60	"EN"	"EN"	"4212.58405223245"	24.8172445650454	81.9201494852702	0.0276135847800308	16.6612273322211	9.16451715540003	90.2116088867188	23.3440156159578	21.7598488419144	11.6030329951534	10.1568158467611	16.8537002846047	16.5757742987739	16.9951285609493	16.4364663936474	1744.03703703704	250.074074074074	48.4444444444444	49.9644008212619	712.518518518518	195.296296296296	657.259259259259	362.185185185185	4.49405787339603	0.557028206776832	1.15795339574093	5.44630567241124	4.38659723416042	4.80033282754861	0.568371599866918	4.55860089508006	4.43875595203536	4.56386832149699	4.45802540264926	537.368623048496	65.4310711453287	43.335305675035	11.8620289071115	182.281770549454	125.656679645776	174.279084890297	125.565195152233	30.4229221343994	4.45924997329712	419	17	0.559107699801991	0.0405727923627685	0.797777117536488	0.193720379146919	2	1
"Aiphanes concinna"	72467	44	12	8	9	72467	12	241972.838123134	72501.3993286784	48	"LC"	"EN"	"72501.3993286784"	32.715295791626	327.348213354747	0.0283994889468886	15.2065012454987	9.1549011071523	88.0131613413493	33.6950265566508	20.4042914708455	9.96904182434082	10.4352497259776	14.9940936565399	15.2916909853617	15.5549930731455	14.7617916266123	2021.16666666667	258.333333333333	90.25	32.0728675524394	688.75	320.083333333333	556.75	622	2.02565205107853	0.410311993198838	4.19237407580211	6.26271706425978	1.86234670941676	2.30483355987596	0.866735552958424	1.90785241593046	2.05351106649227	1.98247797072674	2.02645463571758	423.272281448271	53.7728105227461	31.4096829308763	8.03943431598412	153.782091994425	88.8926403880069	122.318604100484	186.699077272882	22.7689990997314	5.90799999237061	318	24	0.670908567694127	0.0754716981132075	0.786470483045036	0.349354838709678	4	1
"Aiphanes deltoidea"	63877	48	15	9	11	63877	15	109292.683265184	63918.6136152754	56	"LC"	"EN"	"63918.6136152754"	6.84142034200534	2.66581349770228	0.0179231201201522	26.2284206390381	9.35355269114176	83.8669881184896	43.6085866292318	31.7015164693197	20.5571336110433	11.1443828582764	26.2196470896403	25.8298192342122	26.6550196329753	25.6239723205566	2940.26666666667	291.4	182.933333333333	14.5678866068522	843.866666666667	593.333333333333	730.933333333333	633.4	0.144957630191095	0.809377171217147	1.29857270418057	2.71210277501753	0.294843252392758	0.571385844287885	0.847087666975303	0.141579745907801	0.256441249270241	0.165318230791048	0.174905195800501	166.887672516862	32.8955055549278	17.2894132209225	5.68456295088928	83.4949670567605	54.4461289017039	22.9143332145334	73.8036003767528	31.9737491607666	19.9809989929199	336	154	0.801575115497792	0.458333333333333	0.814777415028553	0.627773964767787	4	3
"Aiphanes duquei"	NA	8	2	2	2	12	2	7.8716462149632	0	8	"CR"	"CR"	"12"	55.7996730804443	1687.31240844727	0.0225063068792224	19.8835105895996	9.83822965621948	89.7293853759766	22.7526931762695	25.5064992904663	14.5413751602173	10.965124130249	19.5786037445068	19.903416633606	20.1080837249756	19.5786037445068	1791.5	232	72.5	32.1131086349487	585.5	285.5	485	585.5	0.467912289119217	0.176688355502158	0.539717031990257	0.302372955159949	0.719127736731431	0.456260877142077	0.262866859589353	0.44120534850441	0.545474628671633	0.420610712448047	0.44120534850441	57.2756492761104	0	2.12132034355964	1.06872674141002	4.94974746830583	6.36396103067893	21.2132034355964	4.94974746830583	26.0149993896484	14.21875	232	71	0.783479568882696	0.306034482758621	0.796838679790658	0.3125	1	1
"Aiphanes eggersii"	13908	28	12	7	7	13908	12	30490.6504593388	13898.3308592379	32	"VU"	"EN"	"13898.3308592379"	33.3120069503784	50.0940426190694	0.0570231783203781	24.3846429189046	9.1003045241038	76.1672744750977	96.4110247294108	30.2705014546712	18.3252983093262	11.9452031453451	25.4047546386719	23.4111177126567	25.5816473960876	23.2708961168925	910.5	240.583333333333	3.58333333333333	113.501047770182	603.416666666667	19.9166666666667	574.333333333333	22	0.564263005174919	0.779828177867939	3.54276092080109	20.3414674956722	0.343014437653862	1.05193050783846	0.786795564399569	0.450082010466033	0.673769861686187	0.516311992457934	0.726421367165896	311.052027217897	84.1745570858918	1.62135371797393	5.66127090859471	191.910707614165	6.40253264282379	205.53758043165	6.22312403277267	30.8187484741211	16.6652507781982	350	1	0.761262413100813	0.00285714285714286	0.796630665255984	0.0148943540006928	4	1
"Aiphanes erinacea"	24533	136	59	16	23	24533	59	39341.4057977889	24531.6938574647	140	"NT"	"EN"	"24531.6938574647"	26.1424209465415	29.5142797211469	0.0193347088889992	18.0102792594392	8.70721613350561	89.3370036755578	30.7038441350905	22.9456526707795	13.1919829441329	9.75366972260556	18.1659320895955	17.9118841543036	18.4105628223742	17.6695539264356	2008.16949152542	281.796610169492	61.8983050847458	47.9350140781726	798.966101694915	233.559322033898	701.016949152542	444.983050847458	3.19431053838707	0.630907248784895	2.3403450846362	9.30113624085507	3.16472862841897	3.42993078231738	0.759382947384604	3.42770284974677	3.11289553722636	3.29363136846389	3.17655633309486	478.279501047401	87.1510341128068	34.2766105611464	17.9810891966029	259.974399674786	108.159089593068	249.853163190001	184.686172916095	27.8535003662109	2.05599999427795	419	28	0.541943724892591	0.0668257756563246	0.810282897062821	0.219655960543726	3	2
"Aiphanes gelatinosa"	8	8	4	2	2	2	4	815.711268957212	2.41874170273149	8	"CR"	"CR"	"2.41874170273149"	27.7650327682495	13.0791349411011	0.0207430543377995	18.622688293457	8.2594792842865	91.6511363983154	25.5939788818359	23.1175007820129	14.1056249141693	9.01187586784363	18.9528851509094	18.6661353111267	18.9528851509094	18.3268756866455	1947.25	217.25	57.75	33.99098777771	607.5	255.75	607.5	587.5	0.751583099365234	0.0190415382385254	0.0405235290527344	0.271942138671875	0.779500007629395	0.804250240325928	0.0247502326965332	0.758271217346191	0.67493724822998	0.758271217346191	0.761333465576172	556.5	54.5	35.5	6.41029739379883	141	137.5	141	137	24.286750793457	13.7034997940063	299	40	0.799380109665201	0.133779264214047	0.82529537932609	0.265822784810127	1	2
"Aiphanes graminifolia"	NA	4	2	1	1	0	2	1.52923582652802	0	8	"CR"	"CR"	"NA"	36.9151229858398	31.411584854126	0.0161088705062866	20.6487598419189	10.6471462249756	80.5275039672852	51.2779769897461	27.425500869751	14.2037496566772	13.2217512130737	20.2772083282471	20.5303344726562	21.0368328094482	20.2496242523193	2150	304	64	42.8993263244629	731	278	618	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.425500869751	14.2037496566772	304	64	0.763438964758951	0.210526315789474	0.763438964758951	0.210526315789474	1	1
"Aiphanes grandis"	1975	28	15	4	5	1975	15	79357.9198137846	1985.72565597658	24	"EN"	"EN"	"1985.72565597658"	27.2721181233724	57.0219193776449	0.0226637097696463	19.7959260304769	10.340052986145	90.4875289916992	25.9561401367188	25.4468339284261	14.0181001663208	11.4287337621053	20.1115244547526	19.6257471720378	20.1562366485596	19.5153414408366	1035.33333333333	223.533333333333	10.6	93.7333730061849	578.666666666667	48.4666666666667	490.933333333333	85.7333333333333	2.98630975122584	1.00373148621341	1.57168388639004	4.23445662578737	3.28425736571819	2.76668115942358	1.10442420628849	2.99618479278744	3.05024495657914	2.98335164763788	3.01948034955437	281.922143930013	20.4864647534717	14.1360734091392	24.9656871243668	25.3705866441174	59.3258154680775	76.5081383781833	154.507728270265	28.2737503051758	7.22550010681152	261	2	0.629038720961464	0.00766283524904215	0.788014596647274	0.0474202206978826	2	1
"Aiphanes hirsuta"	548048	264	89	42	49	548048	89	1102933.29162426	549846.618321424	272	"LC"	"EN"	"549846.618321424"	28.1650218106388	45.5152286130391	0.0240700553194881	21.6937051837364	8.58710055404834	86.8490060527673	37.2970033924231	26.7842559385835	16.8934030961455	9.89085284243809	21.4722372762273	21.7494039214059	22.1656293118938	21.2574480035332	2966.41573033708	373.865168539326	114.988764044944	37.3665690047018	999.426966292135	410.415730337079	728.280898876405	865.247191011236	2.86388844396336	0.954004341223667	4.40016591355119	13.5553563195459	2.80948022627348	3.07724512021301	1.04949945321949	2.81525696313875	2.92022116773836	2.97195691584801	2.82011550954386	1202.63390682313	119.04937774371	104.043641890186	13.2989560744194	334.371727261484	321.064451508528	295.51368945233	329.342778082311	32.1543159484863	9.22449970245361	731	16	0.621746999544152	0.0218878248974008	0.820980867048748	0.307567470096773	8	4
"Aiphanes horrida"	4571615	412	133	78	87	4571615	133	10805253.1034372	4714204.10323872	440	"LC"	"EN"	"4714204.10323872"	21.6125597093338	101.048616738024	0.0787538893212725	23.275259799527	10.6152118309996	79.3365639134457	79.7505652635617	29.8232932413431	16.2346972845551	13.58859598547	23.5171582358224	22.5850405585497	24.0480490662998	22.1704530931057	1969.5037593985	280.751879699248	57.2556390977444	48.5783770855208	761.12030075188	212.368421052632	511.082706766917	416.233082706767	2.98248558564393	0.961967846048916	8.56381106262754	51.5819056594426	3.13140827990234	3.46788615770888	2.238200584275	2.99650117624488	3.20061572790254	3.01692890752285	3.09916912754575	528.727039390582	74.0077192958907	32.7459583754907	12.3063258995809	210.425040190807	105.54601708491	152.409737078227	343.885174793415	34.2994995117188	4.52299976348877	510	12	0.525591285529688	0.0235294117647059	0.766876637309497	0.203936797000536	22	6
"Aiphanes killipii"	NA	4	1	1	1	NA	1	0	0	4	"CR"	"CR"	"NA"	33.7287940979004	41.971866607666	0.0385702177882195	19.7557716369629	10.8048753738403	86.0414810180664	34.2540016174316	26.0027503967285	13.4449996948242	12.5577507019043	19.4757919311523	19.6774997711182	20.0619583129883	19.462833404541	2305	321	72	41.0803031921387	779	282	514	716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.0027503967285	13.4449996948242	321	72	0.769450360033885	0.224299065420561	0.769450360033885	0.224299065420561	1	1
"Aiphanes leiostachys"	NA	4	2	1	1	0	2	0.481683087779983	0	8	"CR"	"CR"	"NA"	31.1706562042236	54.2258071899414	0.023083271458745	19.9541149139404	8.90152072906494	88.3021697998047	39.8599662780762	25.1599998474121	15.0792503356934	10.0807495117188	19.8267498016357	19.6572074890137	20.3732490539551	19.4050006866455	2820	329	141	27.5722846984863	885	454	778	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1599998474121	15.0792503356934	329	141	0.812017498695025	0.428571428571429	0.812017498695025	0.428571428571429	1	1
"Aiphanes lindeniana"	82329	84	24	15	17	82329	24	201882.92009871	82312.0591615872	92	"LC"	"EN"	"82312.0591615872"	40.6413259506226	656.471915721893	0.032779233782397	16.095139503479	9.15688447157542	87.4197174708049	29.8285284042358	21.3293124039968	10.8343020876249	10.4950102965037	15.9500139156977	16.0178160270055	16.4208731651306	15.7261091868083	1795.58333333333	237.416666666667	72.8333333333333	35.9212313493093	593.125	266.958333333333	496.416666666667	484.916666666667	3.9464762235475	0.723703034145842	4.12861568361207	4.44213496140534	4.11949317227446	4.09796017386151	0.948817282744659	3.78275907266511	3.97068369663214	3.92128725389899	3.90097165046951	523.040601688332	56.3374280305859	39.6151778847525	7.10492158802944	143.88017735179	110.254834919782	141.809399537201	207.152730185215	28.5104999542236	4.42700004577637	329	21	0.577308186787703	0.0638297872340425	0.789236980484428	0.306774306774306	4	2
"Aiphanes linearis"	115189	44	14	11	10	115189	14	271219.30529874	115321.92683608	48	"LC"	"EN"	"115321.92683608"	33.5609730311802	365.736028943743	0.0213179769260543	18.9615089552743	9.15219920022147	87.2196230207171	33.0627427782331	24.367714200701	13.8482143538339	10.5194998468672	18.6401578358241	19.0339582306998	19.3448777198792	18.5488063267299	2315.57142857143	308.642857142857	79.5	39.0355719157628	784.357142857143	290.142857142857	624.571428571429	698.428571428571	3.31485480262452	0.506416832366062	3.79094133139412	8.15288333073842	3.81204616668632	2.97595968727675	0.874103769028033	3.26232748297978	3.39320547012011	3.37658038694915	3.26138830326966	416.014369996946	49.9701559284788	32.6537782005273	9.58198474536234	120.704092813699	93.3511626089336	124.860361564869	117.659688074558	34.838249206543	10.3190002441406	386	15	0.612676093257724	0.038860103626943	0.800894181206013	0.257579264059246	4	1
"Aiphanes macroloba"	56244	56	20	8	9	56244	20	165978.920136542	56197.0955964913	56	"LC"	"EN"	"56197.0955964913"	21.024870967865	12.7203336238861	0.0140954964794219	22.078263759613	8.64863314628601	89.8655288696289	28.1609794616699	27.0205377578735	17.3837874889374	9.63675026893616	22.1699979782104	22.0600439071655	22.4416416168213	21.7500000953674	3561.55	410.2	188.15	28.9485362529755	1119	633.75	947.8	934.75	2.88134127437272	0.416300633884705	2.51967300151325	2.95642290619045	2.97554150803013	2.90677899807809	0.642087638019231	2.84969955453081	2.91343233457567	2.85839251041655	2.88552322389982	1918.03988419647	177.252006150031	155.279806868287	10.470395628603	509.829589692787	475.447254808841	396.018021918461	530.960685926934	31.402250289917	13.0080003738403	731	65	0.692754507624759	0.0889192886456908	0.826322731111992	0.458678693320332	2	2
