"taxa"	"EOO"	"AOO"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"EOO2"	"NOP"	"MER"	"EOOkm2"	"AOO2km"	"EOOcat"	"AOOcat"	"EOO_rCAT_conR2"
"Dypsis jumelleana"	12933	60	23	8	8	12933	"23"	"60829.2079300988"	"12832.9241804695"	"68"	"VU"	"EN"	"12832.9241804695"
"Dypsis laevis"	NA	4	2	1	1	0	"2"	"0"	"0"	"8"	"CR"	"CR"	"0"
"Dypsis lanceolata"	385	24	13	2	5	385	"13"	"2392.7980877456"	"384.424044135719"	"24"	"EN"	"EN"	"384.424044135719"
"Dypsis lantzeana"	34376	72	21	14	16	34376	"21"	"99990.4631933066"	"34173.560185069"	"76"	"LC"	"EN"	"34173.560185069"
"Dypsis lanuginosa"	8	8	3	1	2	3	"3"	"48.2423348843484"	"3.14556404883623"	"12"	"CR"	"EN"	"3.14556404883623"
"Dypsis lastelliana"	176329	148	43	21	25	176329	"43"	"341293.344725751"	"177037.357615909"	"148"	"LC"	"EN"	"177037.357615909"
"Dypsis leptocheilos"	35541	40	12	7	8	35541	"12"	"175825.088253121"	"36267.0642918267"	"48"	"LC"	"EN"	"36267.0642918267"
"Dypsis lilacina"	351.8	4	3	1	1	351.8	"3"	"0.0242419094676901"	"1.54285006225109e-06"	"8"	"CR"	"CR"	"1.54285006225109e-06"
"Dypsis lokohoensis"	17302	48	20	7	9	17302	"20"	"33182.6322208594"	"17278.6037650535"	"60"	"VU"	"EN"	"17278.6037650535"
"Dypsis louvelii"	10986	72	25	9	11	10986	"25"	"48880.3747268777"	"10838.2629226032"	"76"	"VU"	"EN"	"10838.2629226032"
"Dypsis lutea"	14	8	3	2	2	14	"3"	"287.71086226279"	"13.6926561033773"	"12"	"CR"	"EN"	"13.6926561033773"
"Dypsis lutescens"	63699	96	28	19	21	63699	"28"	"293055.334918523"	"66543.6961684545"	"100"	"LC"	"EN"	"66543.6961684545"
"Dypsis madagascariensis"	308991	260	82	35	46	308991	"82"	"535414.525372239"	"309252.163656575"	"260"	"LC"	"EN"	"309252.163656575"
"Dypsis mahia"	12	12	5	1	1	3	"5"	"4.8208786189245"	"2.56413476304412"	"16"	"CR"	"EN"	"2.56413476304412"
"Dypsis makirae"	8	8	4	1	1	7	"4"	"41.5887425985518"	"6.60104112617791"	"12"	"CR"	"EN"	"6.60104112617791"
"Dypsis malcomberi"	1124	28	7	3	5	1124	"7"	"4055.82626043543"	"1123.11968741537"	"28"	"EN"	"EN"	"1123.11968741537"
"Dypsis mananjarensis"	41176	64	21	12	14	41176	"21"	"149626.136305294"	"40856.5477997582"	"72"	"LC"	"EN"	"40856.5477997582"
"Dypsis mangorensis"	21	8	3	2	2	21	"3"	"2725.81436495426"	"20.9474795423613"	"12"	"CR"	"EN"	"20.9474795423613"
"Dypsis marojejyi"	1208	36	14	4	5	1208	"14"	"2310.22286251502"	"1207.52189638955"	"32"	"EN"	"EN"	"1207.52189638955"
"Dypsis mcdonaldiana"	2738	20	5	4	4	2738	"5"	"10184.0960474037"	"2763.54103053264"	"20"	"EN"	"EN"	"2763.54103053264"
"Dypsis metallica"	1529	24	10	3	3	1529	"10"	"9612.56072525472"	"1530.41181331927"	"28"	"EN"	"EN"	"1530.41181331927"
"Dypsis minuta"	11843	24	11	5	5	11843	"11"	"74284.6008676318"	"11812.5744317278"	"24"	"VU"	"EN"	"11812.5744317278"
"Dypsis mirabilis"	139	16	6	3	4	139	"6"	"981.648875237713"	"139.409802756748"	"20"	"EN"	"EN"	"139.409802756748"
"Dypsis mocquerysiana"	43706	76	23	10	12	43706	"23"	"321822.873170435"	"43142.6964373717"	"76"	"LC"	"EN"	"43142.6964373717"
"Dypsis montana"	12	12	6	1	1	5	"6"	"12.9492784650695"	"4.74881062233913"	"12"	"CR"	"EN"	"4.74881062233913"
"Dypsis moorei"	610	12	3	2	2	610	"3"	"48680.2697640946"	"615.504532575012"	"12"	"EN"	"EN"	"615.504532575012"
"Dypsis nauseosa"	7308	20	8	4	4	7308	"8"	"13044.272226878"	"7308.09508371538"	"20"	"VU"	"EN"	"7308.09508371538"
"Dypsis nodifera"	226746	452	157	58	75	226746	"157"	"638524.569519328"	"234631.955357481"	"480"	"LC"	"EN"	"234631.955357481"
"Dypsis nossibensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Dypsis occidentalis"	16553	52	13	9	10	16553	"13"	"23699.8816329008"	"16554.0974962614"	"52"	"VU"	"EN"	"16554.0974962614"
"Dypsis onilahensis"	202184	60	18	11	12	202184	"18"	"572307.827835951"	"201354.331690532"	"64"	"LC"	"EN"	"201354.331690532"
"Dypsis oreophila"	14149	60	21	7	9	14149	"21"	"37140.7401680723"	"14181.9811824116"	"72"	"VU"	"EN"	"14181.9811824116"
"Dypsis oropedionis"	5856	20	5	4	4	5856	"5"	"16504.3740239003"	"5834.62354507611"	"20"	"VU"	"EN"	"5834.62354507611"
"Dypsis ovobontsira"	373.1	4	3	1	1	373.1	"3"	"0"	"0"	"8"	"CR"	"CR"	"0"
"Dypsis pachyramea"	12482	36	11	6	8	12482	"11"	"60051.5298903733"	"12388.5873325458"	"36"	"VU"	"EN"	"12388.5873325458"
"Dypsis paludosa"	31714	76	25	12	13	31714	"25"	"63296.25477633"	"31815.2135197643"	"88"	"LC"	"EN"	"31815.2135197643"
"Dypsis pembana"	NA	4	2	1	1	0	"2"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Dypsis perrieri"	35479	76	25	13	15	35479	"25"	"68282.8591195951"	"35495.163340796"	"84"	"LC"	"EN"	"35495.163340796"
"Dypsis pervillei"	8	8	3	2	2	4	"3"	"30.3552538431072"	"4.28781385567474"	"12"	"CR"	"EN"	"4.28781385567474"
"Dypsis pilulifera"	84596	76	20	15	15	84596	"20"	"117907.584882762"	"84426.9884627075"	"80"	"LC"	"EN"	"84426.9884627075"
"Dypsis pinnatifrons"	222355	352	118	55	64	222355	"118"	"516620.254590146"	"223805.811461426"	"356"	"LC"	"EN"	"223805.811461426"
"Dypsis poivreana"	355	28	14	3	4	355	"14"	"549.921987937274"	"354.590590678059"	"40"	"EN"	"EN"	"354.590590678059"
"Dypsis prestoniana"	209	12	6	2	2	209	"6"	"2058.45771327024"	"208.850524888098"	"16"	"EN"	"EN"	"208.850524888098"
"Dypsis procera"	23626	64	19	10	12	23626	"19"	"56517.7434743229"	"23507.0572233948"	"72"	"NT"	"EN"	"23507.0572233948"
"Dypsis procumbens"	137978	168	51	26	33	137978	"51"	"412276.99180641"	"138263.161070079"	"172"	"LC"	"EN"	"138263.161070079"
"Dypsis psammophila"	113198	48	15	8	10	113198	"15"	"431002.763950937"	"111813.668527167"	"52"	"LC"	"EN"	"111813.668527167"
"Dypsis pulchella"	4466	16	5	3	3	4466	"5"	"8680.370718188"	"4452.40222036456"	"20"	"EN"	"EN"	"4452.40222036456"
"Dypsis pumila"	2319	28	8	3	4	2319	"8"	"31496.2310218116"	"2306.93976703956"	"28"	"EN"	"EN"	"2306.93976703956"
"Dypsis pusilla"	1739	32	9	5	6	1739	"9"	"8110.42526715334"	"1733.38367004435"	"32"	"EN"	"EN"	"1733.38367004435"
"Dypsis pustulata"	4	4	3	1	1	0	"3"	"0.0935034050940792"	"0.0467517025470585"	"12"	"CR"	"EN"	"0.0467517025470585"
"Dypsis rakotonasoloi"	8	8	3	2	2	5	"3"	"46.8616051070358"	"5.47733018251884"	"8"	"CR"	"CR"	"5.47733018251884"
"Dypsis ramentacea"	NA	4	2	1	1	0	"2"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Dypsis reflexa"	316	12	4	2	2	316	"4"	"7094.03119767913"	"316.422364472792"	"12"	"EN"	"EN"	"316.422364472792"
"Dypsis remotiflora"	4745	16	5	3	3	4745	"5"	"246221.661124686"	"7099.70541297141"	"16"	"VU"	"EN"	"7099.70541297141"
"Dypsis rivularis"	22893	32	13	5	5	22893	"13"	"86560.8014773835"	"22899.1603027518"	"32"	"NT"	"EN"	"22899.1603027518"
"Dypsis sahanofensis"	9707	32	10	5	5	9707	"10"	"36706.0202972516"	"9601.85968023513"	"32"	"VU"	"EN"	"9601.85968023513"
"Dypsis saintelucei"	23325	20	14	5	5	23325	"14"	"148298.932733714"	"22430.8652069116"	"20"	"NT"	"EN"	"22430.8652069116"
"Dypsis sanctaemariae"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Dypsis scandens"	12	12	6	1	2	8	"6"	"52.2905627239026"	"8.01314093850613"	"12"	"CR"	"EN"	"8.01314093850613"
"Dypsis schatzii"	105	20	10	2	2	105	"10"	"1160.94311873201"	"105.202388830122"	"28"	"EN"	"EN"	"105.202388830122"
"Dypsis scottiana"	8006	112	48	7	15	8006	"48"	"20238.2020450784"	"7991.81064991315"	"120"	"VU"	"EN"	"7991.81064991315"
"Dypsis serpentina"	8230	36	13	6	7	8230	"13"	"16215.2604796858"	"8259.67982588215"	"36"	"VU"	"EN"	"8259.67982588215"
"Dypsis simianensis"	33653	36	11	6	7	33653	"11"	"247975.620786545"	"33224.524464674"	"40"	"LC"	"EN"	"33224.524464674"
"Dypsis singularis"	27	12	5	2	2	27	"5"	"1060.63958722298"	"27.4849816814976"	"12"	"CR"	"EN"	"27.4849816814976"
"Dypsis spicata"	36697	104	41	15	20	36697	"41"	"76571.9218010864"	"36644.228728784"	"124"	"LC"	"EN"	"36644.228728784"
"Dypsis subacaulis"	NA	4	2	1	1	0	"2"	"1.3576913880587e-10"	"0"	"8"	"CR"	"CR"	"0"
"Dypsis tanalensis"	8	8	3	2	2	1	"3"	"32.7518223561716"	"0.715840612754822"	"12"	"CR"	"EN"	"0.715840612754822"
"Dypsis tenuissima"	2803	20	11	4	4	2803	"11"	"12951.2458344648"	"2801.17654657095"	"32"	"EN"	"EN"	"2801.17654657095"
"Dypsis thermarum"	775	56	24	3	6	775	"24"	"1530.92917830763"	"773.775943415837"	"68"	"EN"	"EN"	"773.775943415837"
"Dypsis thiryana"	82863	132	38	20	25	82863	"38"	"356339.316630937"	"79303.8894459133"	"136"	"LC"	"EN"	"79303.8894459133"
"Dypsis tokoravina"	65461	32	11	6	7	65461	"11"	"115144.750212639"	"65161.7336082187"	"40"	"LC"	"EN"	"65161.7336082187"
"Dypsis trapezoidea"	4	4	6	1	1	0	"6"	"0.860980343523789"	"0.430490171762049"	"8"	"CR"	"CR"	"0.430490171762049"
"Dypsis tsaratananensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Dypsis tsaravoasira"	91680	88	25	13	16	91680	"25"	"471317.442275779"	"92995.4615871281"	"88"	"LC"	"EN"	"92995.4615871281"
"Dypsis turkii"	3555	32	10	6	6	3555	"10"	"7689.89991358622"	"3550.24597450169"	"32"	"EN"	"EN"	"3550.24597450169"
"Dypsis utilis"	47117	44	17	8	9	47117	"17"	"152141.944416535"	"46823.2106781072"	"52"	"LC"	"EN"	"46823.2106781072"
"Dypsis viridis"	6417	52	17	6	9	6417	"17"	"16128.531401335"	"6407.56327504626"	"56"	"VU"	"EN"	"6407.56327504626"
"Dypsis vonitrandambo"	NA	4	2	1	1	0	"2"	"0.0658799724865381"	"0"	"8"	"CR"	"CR"	"0"
"Elaeis guineensis"	4144611	24	6	6	6	4144611	"6"	"19299720.2089894"	"3586580.51022835"	"24"	"LC"	"EN"	"3586580.51022835"
"Elaeis oleifera"	4242275	348	100	72	75	4242275	"100"	"8913359.3226292"	"4215710.31353909"	"336"	"LC"	"EN"	"4215710.31353909"
"Eleiodoxa conferta"	1409786	72	18	18	18	1409786	"18"	"2466592.01639999"	"1396144.81547853"	"72"	"LC"	"EN"	"1396144.81547853"
"Eremospatha cabrae"	127376	28	7	6	7	127376	"7"	"458883.068525826"	"127297.384305918"	"28"	"LC"	"EN"	"127297.384305918"
"Eremospatha cuspidata"	757920	36	11	9	9	757920	"11"	"1795263.92195128"	"757658.515880187"	"44"	"LC"	"EN"	"757658.515880187"
"Eremospatha dransfieldii"	NA	8	2	2	2	884	"2"	"416.851149267088"	"0"	"8"	"CR"	"CR"	"884"
"Eremospatha haullevilleana"	470473	80	23	12	15	470473	"23"	"797239.21349308"	"469909.139923317"	"76"	"LC"	"EN"	"469909.139923317"
"Eremospatha hookeri"	631514	64	16	15	15	631514	"16"	"2115464.5139644"	"640610.872785676"	"64"	"LC"	"EN"	"640610.872785676"
"Eremospatha laurentii"	306185	60	17	12	12	306185	"17"	"636538.277505602"	"305644.75075585"	"56"	"LC"	"EN"	"305644.75075585"
"Eremospatha macrocarpa"	529591	116	30	26	27	529591	"30"	"968084.064933358"	"528424.374924551"	"120"	"LC"	"EN"	"528424.374924551"
"Eremospatha quinquecostulata"	31104	12	3	3	3	31104	"3"	"111262.979303735"	"31047.6295841958"	"12"	"LC"	"EN"	"31047.6295841958"
"Eremospatha tessmanniana"	NA	4	2	1	1	0	"2"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Eremospatha wendlandiana"	381474	60	20	14	15	381474	"20"	"794177.257557961"	"380713.869345452"	"76"	"LC"	"EN"	"380713.869345452"
"Eugeissona minor"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Eugeissona tristis"	NA	8	2	2	2	NA	"2"	"5050.17702599328"	"0"	"8"	"CR"	"CR"	NA
"Euterpe broadwayi"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Euterpe catinga"	2280736	376	117	65	80	2280736	"117"	"3534318.76648137"	"2269078.87557985"	"388"	"LC"	"EN"	"2269078.87557985"
"Euterpe edulis"	3381387	528	148	109	118	3381387	"148"	"5366640.67325626"	"3379152.51245481"	"540"	"LC"	"VU"	"3379152.51245481"
"Euterpe longibracteata"	1488416	32	8	8	8	1488416	"8"	"3150185.30926562"	"1487766.55279274"	"32"	"LC"	"EN"	"1487766.55279274"
"Euterpe luminosa"	191	20	7	4	3	191	"7"	"575.317040895712"	"190.561925939416"	"20"	"EN"	"EN"	"190.561925939416"
"Euterpe precatoria"	8091912	3356	1053	418	574	8091912	"1053"	"13662774.4366253"	"8007504.70446586"	"3344"	"LC"	"LC"	"8007504.70446586"
"Gaussia attenuata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Gaussia gomez-pompae"	32715	12	3	3	3	32715	"3"	"77695.4676625426"	"32946.9352337015"	"12"	"LC"	"EN"	"32946.9352337015"
"Gaussia maya"	48553	116	33	14	18	48553	"33"	"106951.361530769"	"48242.6014079005"	"124"	"LC"	"EN"	"48242.6014079005"
"Geonoma aspidiifolia"	1052297	100	37	15	19	1052297	"37"	"2414536.33719316"	"1050688.27118361"	"100"	"LC"	"EN"	"1050688.27118361"
"Geonoma baculifera"	2227236	56	14	14	14	2227236	"14"	"3632829.16665275"	"2220390.8081934"	"56"	"LC"	"EN"	"2220390.8081934"
"Geonoma bernalii"	NA	4	2	1	1	0	"2"	"0.135969476039461"	"0"	"8"	"CR"	"CR"	"0"
"Geonoma braunii"	55	20	5	1	2	55	"5"	"87.8605340796504"	"54.6305818590527"	"20"	"CR"	"EN"	"54.6305818590527"
"Geonoma brenesii"	2010	40	15	5	6	2010	"15"	"3542.75020702173"	"2011.70349656772"	"52"	"EN"	"EN"	"2011.70349656772"
"Geonoma brongniartii"	3938762	1272	412	166	213	3938762	"412"	"6375913.67805791"	"3911678.58638727"	"1280"	"LC"	"VU"	"3911678.58638727"
"Geonoma calyptrogynoidea"	134568	68	17	14	16	134568	"17"	"334592.706965049"	"135319.61351923"	"68"	"LC"	"EN"	"135319.61351923"
"Geonoma camana"	1297671	640	189	109	129	1297671	"189"	"2201798.17957487"	"1294342.81763179"	"656"	"LC"	"VU"	"1294342.81763179"
"Geonoma chlamydostachys"	11700	44	12	9	9	11700	"12"	"20399.4337648668"	"11710.7948551998"	"44"	"VU"	"EN"	"11710.7948551998"
"Geonoma chococola"	37024	92	26	13	17	37024	"26"	"144442.258365571"	"36929.4520179145"	"96"	"LC"	"EN"	"36929.4520179145"
"Geonoma concinna"	11214	20	7	5	5	11214	"7"	"111373.482541618"	"11323.3455687196"	"20"	"VU"	"EN"	"11323.3455687196"
"Geonoma concinnoidea"	12799	84	30	10	14	12799	"30"	"23443.9676968984"	"12820.1546656616"	"88"	"VU"	"EN"	"12820.1546656616"
"Geonoma congesta"	279272	700	229	76	116	279272	"229"	"540407.546108742"	"277643.784978071"	"724"	"LC"	"VU"	"277643.784978071"
"Geonoma cuneata"	281087	72	20	11	13	281087	"20"	"484788.125535955"	"281398.011295448"	"76"	"LC"	"EN"	"281398.011295448"
"Geonoma deneversii"	NA	4	2	1	1	0	"2"	"0.13513044802937"	"0"	"8"	"CR"	"CR"	"0"
"Geonoma deversa"	8443247	3056	925	443	559	8443247	"925"	"16910747.5485187"	"8363985.79073795"	"3044"	"LC"	"LC"	"8363985.79073795"
"Geonoma dindoensis"	NA	4	2	1	1	0	"2"	"0.136418874794887"	"0"	"8"	"CR"	"CR"	"0"
"Geonoma divisa"	6683	52	14	9	10	6683	"14"	"9275.85761626431"	"6682.1644448574"	"56"	"VU"	"EN"	"6682.1644448574"
"Geonoma elegans"	716693	816	220	126	169	716693	"220"	"4575952.79258188"	"764537.086853954"	"824"	"LC"	"VU"	"764537.086853954"
"Geonoma epetiolata"	42679	124	50	9	14	42679	"50"	"107904.730910429"	"42510.2636800876"	"128"	"LC"	"EN"	"42510.2636800876"
"Geonoma euspatha"	4857635	188	53	38	41	4857635	"53"	"7642010.84403892"	"4841428.14455917"	"196"	"LC"	"EN"	"4841428.14455917"
"Geonoma ferruginea"	141202	480	188	42	64	141202	"188"	"474635.430242957"	"141637.62041913"	"484"	"LC"	"EN"	"141637.62041913"
"Geonoma fosteri"	12	8	4	2	2	12	"4"	"168.30015271499"	"11.5181227238159"	"12"	"CR"	"EN"	"11.5181227238159"
"Geonoma frontinensis"	187613	36	11	9	9	187613	"11"	"323644.658855372"	"187532.363327968"	"40"	"LC"	"EN"	"187532.363327968"
"Geonoma galeanoae"	329	16	5	4	4	329	"5"	"764.078094739229"	"328.610631005499"	"16"	"EN"	"EN"	"328.610631005499"
"Geonoma gentryi"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Geonoma hollinensis"	NA	4	2	1	1	3	"2"	"10.1328859707934"	"0"	"8"	"CR"	"CR"	"3"
"Geonoma hugonis"	5212	80	25	8	10	5212	"25"	"11355.5761776912"	"5220.6687272399"	"84"	"VU"	"EN"	"5220.6687272399"
"Geonoma interrupta"	5386740	1312	391	236	273	5386740	"391"	"13434819.1287728"	"5423472.72443456"	"1340"	"LC"	"VU"	"5423472.72443456"
"Geonoma lanata"	16908	60	15	11	13	16908	"15"	"87675.8105476384"	"16904.7025411237"	"60"	"VU"	"EN"	"16904.7025411237"
"Geonoma laxiflora"	1081242	204	61	39	45	1081242	"61"	"1549609.4825738"	"1080984.87552026"	"208"	"LC"	"EN"	"1080984.87552026"
"Geonoma lehmannii"	NA	4	2	1	1	0	"2"	"0"	"0"	"8"	"CR"	"CR"	"0"
"Geonoma leptospadix"	5070917	516	147	92	107	5070917	"147"	"7556372.75276482"	"5037653.93085103"	"528"	"LC"	"VU"	"5037653.93085103"
"Geonoma longepedunculata"	306000	24	6	6	6	306000	"6"	"530236.223078503"	"305709.910175582"	"24"	"LC"	"EN"	"305709.910175582"
"Geonoma longivaginata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Geonoma macrostachys"	4425492	3224	1043	352	528	4425492	"1043"	"6138513.57175625"	"4406444.82149407"	"3192"	"LC"	"LC"	"4406444.82149407"
"Geonoma maxima"	6170767	2120	651	313	405	6170767	"651"	"8067297.56925044"	"6151004.34617142"	"2188"	"LC"	"NT"	"6151004.34617142"
"Geonoma monospatha"	11946	64	18	5	10	11946	"18"	"62918.2200657217"	"11866.4799601921"	"64"	"VU"	"EN"	"11866.4799601921"
"Geonoma mooreana"	5793	48	16	6	7	5793	"16"	"21550.7497373928"	"5785.224256474"	"52"	"VU"	"EN"	"5785.224256474"
"Geonoma multisecta"	99520	80	24	16	17	99520	"24"	"176465.23103873"	"99491.1013166269"	"84"	"LC"	"EN"	"99491.1013166269"
"Geonoma occidentalis"	216098	72	22	17	17	216098	"22"	"1413894.86800782"	"230871.594304906"	"76"	"LC"	"EN"	"230871.594304906"
"Geonoma oldemanii"	NA	8	2	2	2	18166	"2"	"105740.994826488"	"0"	"8"	"CR"	"CR"	"18166"
"Geonoma oligoclona"	375338	40	10	7	8	375338	"10"	"651296.050132476"	"374760.788171894"	"40"	"LC"	"EN"	"374760.788171894"
"Geonoma orbignyana"	4446988	1332	430	171	233	4446988	"430"	"7938025.06771489"	"4438590.33091145"	"1372"	"LC"	"VU"	"4438590.33091145"
"Geonoma paradoxa"	73337	48	13	11	11	73337	"13"	"147901.627625646"	"73316.1687292752"	"48"	"LC"	"EN"	"73316.1687292752"
"Geonoma pauciflora"	3040433	264	83	50	56	3040433	"83"	"5091055.05197605"	"3043241.17593598"	"272"	"LC"	"EN"	"3043241.17593598"
"Geonoma peruviana"	NA	4	2	1	1	0	"2"	"5.0348561521733"	"0"	"8"	"CR"	"CR"	"0"
"Geonoma pinnatifrons"	3332290	724	201	132	151	3332290	"201"	"6049477.28784671"	"3175044.97459338"	"720"	"LC"	"VU"	"3175044.97459338"
"Geonoma poeppigiana"	1487868	604	176	83	114	1487868	"176"	"2155403.56422889"	"1486185.76566776"	"636"	"LC"	"VU"	"1486185.76566776"
"Geonoma pohliana"	7155567	1372	409	224	264	7155567	"409"	"11566579.6158997"	"7175794.00370478"	"1396"	"LC"	"VU"	"7175794.00370478"
"Geonoma poiteauana"	2495161	92	29	19	19	2495161	"29"	"5043664.9133562"	"2459793.13055116"	"100"	"LC"	"EN"	"2459793.13055116"
"Geonoma sanmartinensis"	477	24	7	5	5	477	"7"	"734.831997353307"	"477.235164556622"	"28"	"EN"	"EN"	"477.235164556622"
"Geonoma santanderensis"	128	12	5	2	2	128	"5"	"5514.62525971439"	"127.813718572307"	"12"	"EN"	"EN"	"127.813718572307"
"Geonoma schizocarpa"	129	24	8	3	3	129	"8"	"390.242559001697"	"129.403426089451"	"32"	"EN"	"EN"	"129.403426089451"
"Geonoma schottiana"	1191084	1032	293	167	216	1191084	"293"	"2704148.09373861"	"1193271.90497631"	"1056"	"LC"	"VU"	"1193271.90497631"
"Geonoma scoparia"	594	64	28	3	7	594	"28"	"1299.89379901187"	"593.880045236897"	"68"	"EN"	"EN"	"593.880045236897"
"Geonoma simplicifrons"	7060	36	9	7	7	7060	"9"	"11626.9306830641"	"7095.08462733524"	"36"	"VU"	"EN"	"7095.08462733524"
"Geonoma spinescens"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Geonoma stricta"	8029468	2824	892	360	503	8029468	"892"	"11817819.3322564"	"7975644.08632063"	"2856"	"LC"	"NT"	"7975644.08632063"
"Geonoma talamancana"	NA	8	2	2	2	87	"2"	"247.710631448228"	"0"	"8"	"CR"	"CR"	"87"
"Geonoma tenuissima"	6676	12	4	3	3	6676	"4"	"19674.5137154425"	"6676.33523656167"	"12"	"VU"	"EN"	"6676.33523656167"
"Geonoma triandra"	87313	72	21	15	17	87313	"21"	"215183.421219592"	"87054.4127645141"	"72"	"LC"	"EN"	"87054.4127645141"
"Geonoma triglochin"	697940	164	56	26	32	697940	"56"	"1401916.01555487"	"697920.217106982"	"168"	"LC"	"EN"	"697920.217106982"
"Geonoma trigona"	62671	24	7	5	5	62671	"7"	"288294.498928718"	"62805.0950338498"	"24"	"LC"	"EN"	"62805.0950338498"
"Geonoma umbraculiformis"	284682	12	3	3	3	284682	"3"	"567250.694922531"	"283503.833405319"	"12"	"LC"	"EN"	"283503.833405319"
"Geonoma undata"	7984053	1896	634	252	335	7984053	"634"	"16701202.3553737"	"7945060.64900669"	"1908"	"LC"	"VU"	"7945060.64900669"
"Geonoma venosa"	8	8	4	1	1	0	"4"	"1.21502462541749"	"0.00389268700414896"	"8"	"CR"	"CR"	"0.00389268700414896"
"Guihaia argyrata"	73150	40	10	10	10	73150	"10"	"222991.290427341"	"73016.4515761586"	"40"	"LC"	"EN"	"73016.4515761586"
"Guihaia grossifibrosa"	NA	8	2	2	2	NA	"2"	"15919.651576765"	"0"	"8"	"CR"	"CR"	NA
"Hemithrinax ekmaniana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe annectens"	NA	4	2	1	1	NA	"2"	"0"	"0"	"4"	"CR"	"CR"	NA
"Heterospathe arfakiana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe brevicaulis"	NA	8	2	2	2	NA	"2"	"17644.6599158013"	"0"	"8"	"CR"	"CR"	NA
"Heterospathe cagayanensis"	NA	8	2	2	2	NA	"2"	"14657.6855057185"	"0"	"8"	"CR"	"CR"	NA
"Heterospathe clemensiae"	NA	8	2	2	2	NA	"2"	"30294.5332214976"	"0"	"8"	"CR"	"CR"	NA
"Heterospathe compsoclada"	NA	8	2	2	2	NA	"2"	"9852.40144910884"	"0"	"8"	"CR"	"CR"	NA
"Heterospathe delicatula"	NA	8	2	2	2	NA	"2"	"4901.48528403336"	"0"	"8"	"CR"	"CR"	NA
"Heterospathe dransfieldii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe elata"	NA	20	5	5	5	NA	"5"	"14077528.1027773"	"3614626.13949794"	"20"	"LC"	"EN"	"3614626.13949794"
"Heterospathe elegans"	207872	216	68	40	48	207872	"68"	"474201.924404003"	"207985.463113129"	"236"	"LC"	"EN"	"207985.463113129"
"Heterospathe elmeri"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe glabra"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe intermedia"	24954	16	4	4	4	24954	"4"	"181663.227001439"	"24860.6020713606"	"16"	"NT"	"EN"	"24860.6020713606"
"Heterospathe lepidota"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe longipes"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe macgregorii"	11397	24	9	5	5	11397	"9"	"39968.330064484"	"11422.7157575892"	"28"	"VU"	"EN"	"11422.7157575892"
"Heterospathe minor"	10914	20	7	4	4	10914	"7"	"20707.0583762099"	"10916.3338028957"	"24"	"VU"	"EN"	"10916.3338028957"
"Heterospathe muelleriana"	185880	36	10	9	9	185880	"10"	"712036.797091638"	"183579.361654389"	"40"	"LC"	"EN"	"183579.361654389"
"Heterospathe negrosensis"	3301	16	4	4	4	3301	"4"	"13166.6780488708"	"3311.20908948858"	"16"	"EN"	"EN"	"3311.20908948858"
"Heterospathe obriensis"	15588	28	7	6	6	15588	"7"	"93558.3776229541"	"15782.3870926278"	"28"	"VU"	"EN"	"15782.3870926278"
"Heterospathe parviflora"	532	12	4	3	3	532	"4"	"1268.03782662133"	"532.32891087659"	"16"	"EN"	"EN"	"532.32891087659"
"Heterospathe philippinensis"	56216	40	10	8	9	56216	"10"	"363076.718121136"	"56511.1390740788"	"40"	"LC"	"EN"	"56511.1390740788"
"Heterospathe phillipsii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe porcata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
