Tree_name	Acc_name	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Calyptrocalyx multifidus	Calyptrocalyx multifidus	non-LC	non-LC	0	0	1	0	0	1	2	0	0	2	4	understorey	7	1.04	NA	0.17	1.3	1	1.6	1.1	1	1.2	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrocalyx pachystachys	Calyptrocalyx pachystachys	LC	LC	0	0	1	0	0	1	2	0	0	5	4	understorey	10	1.15	NA	NA	1.7	1.6	1.8	0.75	0.7	0.8	small	NA	pinkish orange to red	orange; red	conspicuous	0	0	0	0	0	0	1	0	0	0
Calyptrocalyx pauciflorus	Calyptrocalyx pauciflorus	non-LC	NA	0	0	1	0	0	1	2	0	0	2	5	understorey	9	1	NA	NA	1.3	NA	NA	1	NA	NA	small	NA	red	red	conspicuous	0	0	0	0	0	0	1	0	0	0
Calyptrocalyx polyphyllus	Calyptrocalyx polyphyllus	non-LC	NA	0	0	1	0	0	1	2	0	0	4	2	understorey	10	1	NA	NA	1	0.9	1.1	0.6	NA	NA	small	ovoid	red	red	conspicuous	0	0	0	0	0	0	1	0	0	0
Calyptrocalyx pusillus	Calyptrocalyx pusillus	non-LC	NA	0	0	1	0	0	1	2	0	0	1	0.6	understorey	7	0.32	NA	NA	0.95	0.8	1.1	0.4	0.3	0.5	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrocalyx sessiliflorus	Calyptrocalyx sessiliflorus	LC	LC	0	0	1	0	0	1	1	0	0	3	8	understorey	10	0.9	NA	0.17	0.9	NA	NA	0.5	NA	NA	small	globose	bright crimson	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrocalyx spicatus	Calyptrocalyx spicatus	non-LC	NA	0	0	1	0	0	1	1	0	0	14	25	canopy	12	3.7	NA	NA	5	4	6	5	2	3	large	ovoid	orange to bright red	orange; red	conspicuous	0	1	0	0	0	0	1	0	0	1
Calyptrocalyx yamutumene	Calyptrocalyx yamutumene	non-LC	NA	0	0	1	0	0	1	0	0	0	2.5	3	understorey	14	1.2	NA	NA	1.7	1.6	1.8	1.1	1	1.2	small	NA	red	red	conspicuous	0	0	0	0	1	0	0	0	0	0
Calyptrogyne allenii	Calyptrogyne allenii	non-LC	LC	1	0	0	0	0	1	1	0	0	2.5	2.6	understorey	17	NA	0.335	NA	1.15	1.04	1.57	0.72	0.55	0.95	small	NA	green to black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne anomala	Calyptrogyne anomala	LC	LC	1	0	0	0	1	0	1	0	0	0.5	5	understorey	16	1.16	0.7	0.51	1.08	0.98	1.22	0.53	0.48	0.6	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne baudensis	Calyptrogyne baudensis	non-LC	NA	1	0	0	0	0	1	1	0	0	3.2	6	understorey	14	1.21	1.21	NA	1.68	1.55	1.86	1.05	0.97	1.15	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne coloradensis	Calyptrogyne coloradensis	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne condensata	Calyptrogyne condensata	LC	LC	1	0	0	0	1	0	1	0	0	0	8	understorey	NA	NA	NA	NA	1.25	1	1.5	NA	NA	NA	small	NA	brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne costatifrons	Calyptrogyne costatifrons	LC	LC	1	0	0	0	0	1	1	0	0	5.43	4	understorey	21	0.95	1.13	NA	1.56	1.2	1.96	0.96	0.82	1.18	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne deneversii	Calyptrogyne deneversii	non-LC	LC	1	0	0	0	0	1	1	0	0	1	NA	understorey	12	0.495	0.5	NA	1.003	0.91	1.16	7.24	6.5	8.4	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne fortunensis	Calyptrogyne fortunensis	non-LC	NA	1	0	0	0	0	1	1	0	0	1	3	understorey	21	0.405	0.405	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne ghiesbreghtiana	Calyptrogyne ghiesbreghtiana	non-LC	LC	1	0	0	0	1	0	1	0	0	5	4	understorey	21	1.4	1.18	0.75	1.16	0.88	1.48	0.7	0.45	0.89	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne herrerae	Calyptrogyne herrerae	non-LC	non-LC	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	0.895	0.895	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne kunorum	Calyptrogyne kunorum	non-LC	NA	1	0	0	0	0	1	1	0	0	1.75	7	understorey	22	0.707	0.71	NA	2.07	1.87	2.41	1.233	1.15	1.38	small	NA	brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne osensis	Calyptrogyne osensis	non-LC	LC	1	0	0	0	0	1	1	0	0	0.5	NA	understorey	19	0.85	0.85	NA	1.75	1.48	2.01	1.04	0.87	1.2	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne panamensis	Calyptrogyne panamensis	LC	LC	1	0	0	0	0	1	1	0	0	1	5	understorey	12	0.767	0.77	NA	1.12	0.88	1.52	0.63	0.5	0.79	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne pubescens	Calyptrogyne pubescens	non-LC	non-LC	1	0	0	0	1	0	1	0	0	0	5	understorey	10	2	0.875	NA	1.22	1.02	1.42	0.74	0.7	0.78	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne sanblasensis	Calyptrogyne sanblasensis	non-LC	NA	1	0	0	0	0	1	1	0	0	1.7	6	understorey	16	1.52	1.52	NA	1.05	0.9	1.26	0.66	0.58	0.72	small	globose	yellow	yellow	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne trichostachys	Calyptrogyne trichostachys	LC	LC	1	0	0	0	1	0	1	0	0	1	11.5	understorey	19	1.17	1.17	NA	0.98	0.83	1.18	0.64	0.55	NA	small	globose	purple black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptrogyne tutensis	Calyptrogyne tutensis	non-LC	NA	1	0	0	0	0	1	1	0	0	0.7	4.4	understorey	18	0.77	0.77	NA	1.35	1.28	1.4	0.6	0.57	0.65	small	globose	purple; shiny	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptronoma occidentalis	Calyptronoma occidentalis	non-LC	NA	1	0	0	0	0	1	1	0	0	12	29	canopy	10	4.3	3	1.35	1.28	0.98	1.58	0.72	0.59	0.85	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptronoma plumeriana	Calyptronoma plumeriana	LC	LC	1	0	0	0	0	1	1	0	0	10	20.3	canopy	16	4.78	4	0.83	2.5	NA	NA	NA	NA	NA	small	globose	purple red	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calyptronoma rivalis	Calyptronoma rivalis	non-LC	non-LC	1	0	0	0	0	1	1	0	0	15	30	canopy	14	5	4	0.95	0.58	0.46	0.7	0.41	0.36	0.46	small	ovoid	bright red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Carpentaria acuminata	Carpentaria acuminata	LC	LC	0	0	1	0	0	1	1	0	0	30	25	canopy	14	4	3.4	0.65	2	NA	NA	1.8	NA	NA	small	ovoid	red; bright scarlet	red	conspicuous	0	1	0	0	0	0	0	0	0	0
Carpoxylon macrospermum	Carpoxylon macrospermum	non-LC	NA	0	0	1	0	0	1	1	0	0	25	35	canopy	NA	4.25	4	0.28	6	NA	NA	3.5	NA	NA	large	ovoid	bright orange	orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota alberti	Caryota alberti	LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	2.75	2	3.5	1.59	NA	NA	small	NA	dark red to blackish when mature	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota angustifolia	Caryota angustifolia	non-LC	NA	0	0	1	0	0	1	1	0	0	30	45	canopy	NA	5	NA	0.5	1.75	1.6	1.9	1.5	1.4	1.6	small	globose	pink to dull red	pink; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota cumingii	Caryota cumingii	LC	LC	0	0	1	0	0	1	1	0	0	20	30	canopy	15	8	8	NA	1.5	NA	NA	1.2	NA	NA	small	ovoid	yellow green brown or brownish; yellow turning reddish-orange; purple-black at maturity	purple; black	cryptic	0	1	0	0	1	0	1	0	0	1
Caryota kiriwongensis	Caryota kiriwongensis	non-LC	LC	0	0	1	0	0	1	1	0	0	35	85	canopy	10	8	8	NA	3.3	NA	NA	2.6	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota maxima	Caryota maxima	LC	LC	0	0	1	0	0	1	1	0	0	33	65	canopy	20	5	5	NA	2.1	1.7	2.5	2.15	1.8	2.5	small	NA	dull reddish; bright pinky-red; dark red	red	conspicuous	0	1	0	0	1	0	1	1	1	0
Caryota mitis	Caryota mitis	LC	LC	0	0	1	0	0	1	0	0	0	10	20	canopy	12	4	NA	NA	1.4	0.8	2	1.5	1	2	small	NA	purple-black or reddish; red to dark purple	purple; black; red	conspicuous	0	1	1	1	1	0	1	1	1	1
Caryota monostachya	Caryota monostachya	LC	LC	0	0	1	0	0	1	0	0	0	3	4	understorey	8	5	5	NA	3.5	NA	NA	3.5	NA	NA	small	NA	brownish purple	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota no	Caryota no	non-LC	NA	0	0	1	0	0	1	1	0	0	20	80	canopy	18	5	4.5	0.55	2.2	NA	NA	2	NA	NA	small	globose	black	black	cryptic	0	0	0	0	1	0	0	0	0	0
Caryota obtusa	Caryota obtusa	non-LC	non-LC	0	0	1	0	0	1	1	0	0	40	90	canopy	15	6	6	NA	3.2	2.9	3.5	2.25	2	2.5	small	NA	reddish; red to orange	red; orange	conspicuous	0	0	0	0	1	0	1	0	0	0
Caryota ophiopellis	Caryota ophiopellis	non-LC	NA	0	0	1	0	0	1	1	0	0	8	NA	canopy	NA	NA	NA	NA	1.4	NA	NA	1.22	NA	NA	small	NA	dark crimson	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota rumphiana	Caryota rumphiana	LC	LC	0	0	1	0	0	1	1	0	0	20	50	canopy	15	7	5.5	1.55	2.2	NA	NA	2.8	NA	NA	small	globose	dull crimson to black at maturity	black	cryptic	1	1	1	0	1	1	1	1	1	1
Caryota sympetala	Caryota sympetala	LC	LC	0	0	1	0	0	1	0	0	0	6	6	canopy	10	3	NA	2.6	3	NA	NA	3	NA	NA	small	elongate	purple	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caryota urens	Caryota urens	LC	LC	0	0	1	0	0	1	1	0	0	20	65	canopy	20	6.6	6	0.65	2	NA	NA	1.75	1.5	2	small	globose	purple; reddish to blackish	purple	cryptic	1	1	1	0	1	0	1	1	1	1
Caryota zebrina	Caryota zebrina	non-LC	NA	0	0	1	0	0	1	1	0	0	20	40	canopy	NA	9	7	2.1	2.5	NA	NA	1.5	NA	NA	small	globose	young green	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ceratolobus concolor	Calamus concolor	LC	LC	0	0	1	1	0	0	0	0	1	15	0.7	canopy	NA	1.26	1.26	0.09	2	NA	NA	2	NA	NA	small	NA	orange-brown	brown	cryptic	0	0	0	0	0	0	1	0	0	0
Ceratolobus discolor	Calamus hallierianus	LC	LC	0	0	1	1	0	0	0	0	1	20	3	canopy	NA	2	NA	NA	2.1	NA	NA	1.75	1.5	2	small	globose	orange-brown	brown	cryptic	0	0	0	0	0	0	1	0	0	0
Ceratolobus glaucescens	Calamus glaucescens	non-LC	NA	0	0	1	1	0	0	0	0	1	10	0.8	canopy	NA	1.1	1.1	NA	1.2	NA	NA	0.5	NA	NA	small	globose	brownish	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ceratolobus kingianus	Calamus georgei	NA	NA	0	0	1	1	0	0	0	0	1	15	3	canopy	NA	2	2	0.55	1.1	NA	NA	0.8	NA	NA	small	elongate	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Ceratolobus pseudoconcolor	Calamus pseudoconcolor	non-LC	NA	0	0	1	1	0	0	0	0	1	10	0.5	canopy	NA	1	1	NA	1.4	NA	NA	0.7	NA	NA	small	NA	greenish-brown at maturity	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ceratolobus subangulatus	Calamus subangulatus	LC	LC	0	0	1	1	0	0	0	0	1	20	1.7	canopy	NA	1.1	1.1	0.01	1.75	1.5	2	1.5	NA	1.2	small	NA	brown	brown	cryptic	0	0	0	0	0	0	1	0	0	0
Ceroxylon alpinum	Ceroxylon alpinum	LC	LC	1	0	0	0	0	1	1	0	0	21	30	canopy	25	5	2.7	2.4	1.8	NA	NA	1.8	1	2	small	ovoid	orange-red; red at maturity	red	conspicuous	0	0	0	0	0	0	0	1	0	0
Ceroxylon amazonicum	Ceroxylon amazonicum	non-LC	non-LC	1	0	0	0	0	1	1	0	0	12	25	canopy	22	5	2.9	2.2	1.85	NA	NA	1.85	1.7	2	small	ovoid	orange-red; red at maturity	red	conspicuous	0	0	0	0	1	0	0	0	0	1
Ceroxylon ceriferum	Ceroxylon ceriferum	non-LC	LC	1	0	0	0	0	1	1	0	0	25	30	canopy	23	NA	3.35	0.95	1.65	NA	NA	1.65	1.5	1.8	small	globose	orange-red	orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ceroxylon echinulatum	Ceroxylon echinulatum	non-LC	NA	1	0	0	0	0	1	1	0	0	20	30	canopy	23	4.2	3.35	0.97	2	NA	NA	2	1	2	small	NA	orange-red	orange; red	conspicuous	1	1	1	0	1	0	1	0	0	1
Ceroxylon parvifrons	Ceroxylon parvifrons	non-LC	non-LC	1	0	0	0	0	1	1	0	0	15	35	canopy	17	3.6	2.7	NA	2	NA	NA	2	1.5	2.5	small	NA	orange-red to bright red	orange; red	conspicuous	0	0	1	0	1	0	1	0	0	1
Ceroxylon parvum	Ceroxylon parvum	non-LC	non-LC	1	0	0	0	0	1	1	0	0	10	17	canopy	20	2.5	1.68	0.94	1.5	NA	NA	1.5	1.2	2	small	ovoid	orange-red	orange; red	conspicuous	1	0	0	0	0	0	1	1	0	1
Ceroxylon peruvianum	Ceroxylon peruvianum	non-LC	NA	1	0	0	0	0	1	1	0	0	12	26	canopy	21	NA	3.62	0.6	2.15	2	2.3	2.1	2	2.2	small	globose	green to red	green; red	conspicuous	1	1	0	0	0	0	1	0	0	0
Ceroxylon pityrophyllum	Ceroxylon pityrophyllum	non-LC	NA	1	0	0	0	0	1	1	0	0	22	40	canopy	25	NA	2.9	1.05	1.9	NA	NA	1.7	NA	NA	small	globose	orange-red	orange; red	conspicuous	0	0	0	0	0	0	0	0	0	1
Ceroxylon quindiuense	Ceroxylon quindiuense	non-LC	NA	1	0	0	0	0	1	1	0	0	61	40	canopy	30	6.2	5.4	0.92	1.8	NA	NA	1.8	1.7	1.9	small	ovoid	orange-red to bright red	orange; red	conspicuous	0	0	1	0	1	0	0	1	0	1
Ceroxylon sasaimae	Ceroxylon sasaimae	non-LC	NA	1	0	0	0	0	1	1	0	0	15	30	canopy	15	3.15	3	NA	1.65	NA	NA	1.65	1.5	1.8	small	pyramidal	orange-red	orange; red	conspicuous	0	0	0	0	0	0	0	0	0	1
Ceroxylon ventricosum	Ceroxylon ventricosum	non-LC	LC	1	0	0	0	0	1	1	0	0	35	60	canopy	20	3.93	3.34	0.64	1.65	NA	NA	1.65	1	1.8	small	globose	orange-red	orange; red	conspicuous	1	1	1	0	1	0	1	0	0	1
Ceroxylon vogelianum	Ceroxylon vogelianum	non-LC	NA	1	0	0	0	0	1	1	0	0	17	25	canopy	18	4	2.7	1.35	1.65	NA	NA	1.65	1.3	1.8	small	globose	red to orange-red; bluish green; often becomming dull orange just before droppping	red; orange; green	conspicuous	0	1	0	0	1	0	1	1	0	1
Chamaedorea adscendens	Chamaedorea adscendens	non-LC	non-LC	1	0	0	0	0	1	1	0	0	2.5	2	understorey	7	0.4	0.16	0.26	0.8	NA	NA	0.8	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea allenii	Chamaedorea allenii	LC	LC	1	0	0	0	0	1	1	0	0	2	2	understorey	6	0.7	0.45	0.4	1.425	1.35	1.5	1	0.7	1.3	small	globose	orange ripening black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea alternans	Chamaedorea alternans	LC	LC	1	0	0	0	0	1	1	0	0	6	4	canopy	5	2	1.5	0.55	2	NA	NA	1	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea amabilis	Chamaedorea amabilis	LC	LC	1	0	0	0	0	1	1	0	0	2	1	understorey	5	0.5	0.2	0.33	1.2	NA	NA	0.9	NA	NA	small	ovoid	black; glossy	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea anemophila	Chamaedorea anemophila	LC	LC	1	0	0	0	0	1	1	0	0	4	1.3	understorey	6	0.3	0.3	NA	1.1	NA	NA	0.7	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea angustisecta	Chamaedorea angustisecta	LC	LC	1	0	0	0	0	1	1	0	0	4	3	understorey	8	2.56	1.56	0.95	1.55	1.3	1.8	0.65	0.5	0.8	small	globose	black	black	cryptic	0	1	0	0	1	0	1	1	0	1
Chamaedorea arenbergiana	Chamaedorea arenbergiana	LC	LC	1	0	0	0	0	1	1	0	0	4	3	understorey	6	2	1.25	0.8	1.2	NA	NA	1.9	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea atrovirens	Chamaedorea atrovirens	non-LC	NA	1	0	0	0	0	1	1	0	0	2	1.5	understorey	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	red?	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea benziei	Chamaedorea benziei	non-LC	non-LC	1	0	0	0	0	1	1	0	0	5	3.5	understorey	6	1.3	1.3	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea binderi	Chamaedorea binderi	non-LC	NA	1	0	0	0	1	0	1	0	0	0.5	NA	understorey	4	0.28	0.28	NA	0.7	NA	NA	0.7	0.6	0.8	small	pyramidal	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea brachyclada	Chamaedorea brachyclada	non-LC	NA	1	0	0	0	0	1	1	0	0	0	3	understorey	5	2	NA	NA	0.4	NA	NA	0.4	0.3	0.5	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea brachypoda	Chamaedorea brachypoda	non-LC	NA	1	0	0	0	0	1	0	0	0	2.5	0.7	understorey	8	0.3	0.12	0.2	0.75	0.5	1	NA	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea carchensis	Chamaedorea carchensis	LC	NA	1	0	0	0	0	1	1	0	0	5	5	understorey	6	2.7	1.7	NA	1	NA	NA	0.9	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea castillo-montii	Chamaedorea castillo-montii	non-LC	NA	1	0	0	0	0	1	1	0	0	0.5	2.5	understorey	15	NA	NA	NA	1.3	NA	NA	0.7	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea cataractarum	Chamaedorea cataractarum	LC	LC	1	0	0	0	0	1	0	0	0	2	4	understorey	5	2	1	NA	1	NA	NA	0.7	0.6	0.8	small	globose	black	black	cryptic	0	1	0	0	0	0	0	0	0	0
Chamaedorea christinae	Chamaedorea christinae	non-LC	non-LC	1	0	0	0	0	1	1	0	0	4	2.5	understorey	5	1.3	1.3	NA	1.5	NA	NA	1	NA	NA	small	globose	green (immature); possibly black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea correae	Chamaedorea correae	LC	LC	1	0	0	0	0	1	1	0	0	1	1	understorey	5	0.25	0.15	NA	0.65	0.5	0.8	NA	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea costaricana	Chamaedorea costaricana	LC	LC	1	0	0	0	0	1	0	0	0	8	6	canopy	6	2	1.25	0.8	1.25	1.2	1.3	0.85	0.7	1	small	globose	black or purplish black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea crucensis	Chamaedorea crucensis	non-LC	LC	1	0	0	0	0	1	1	0	0	2	2	understorey	5	0.8	0.8	0.22	1.3	NA	NA	0.9	NA	NA	small	ovoid	ripen through red to black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea dammeriana	Chamaedorea dammeriana	LC	LC	1	0	0	0	0	1	1	0	0	1	0.8	understorey	15	0.5	0.3	0.22	1.15	0.8	1.5	0.75	0.5	1	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea deckeriana	Chamaedorea deckeriana	non-LC	LC	1	0	0	0	0	1	1	0	0	2	3	understorey	5	0.7	0.35	0.4	1.25	1	1.5	0.75	0.5	1	small	NA	red-orange ripening black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea deneversiana	Chamaedorea deneversiana	LC	LC	1	0	0	0	0	1	1	0	0	2	1.6	understorey	4	1.05	0.6	0.6	0.75	1	1.5	0.55	0.5	0.6	small	ovoid	black	black	cryptic	0	0	0	0	0	0	0	0	0	0
Chamaedorea elatior	Chamaedorea elatior	LC	LC	1	0	0	2	0	2	2	0	0	20	2	canopy	15	3.3	3	0.33	1.5	NA	NA	0.95	0.8	1.1	small	ovoid	black	black	cryptic	0	1	0	0	0	0	1	1	0	0
Chamaedorea elegans	Chamaedorea elegans	LC	LC	1	0	0	0	0	1	1	0	0	2	2	understorey	8	1	0.6	0.45	0.55	0.4	0.7	0.55	0.4	0.7	small	ovoid	black	black	cryptic	0	1	0	0	0	0	0	0	0	0
Chamaedorea ernesti-augusti	Chamaedorea ernesti-augusti	LC	NA	1	0	0	0	0	1	1	0	0	2	1.5	understorey	8	0.5	0.25	0.28	1.25	1	1.5	0.9	0.8	1	small	ovoid	black	black	cryptic	0	1	0	0	0	0	0	0	0	0
Chamaedorea falcifera	Chamaedorea falcifera	non-LC	non-LC	1	0	0	0	0	1	1	0	0	6	0.7	canopy	5	0.25	0.25	NA	1.4	NA	NA	0.4	NA	NA	small	NA	orange to red	orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea foveata	Chamaedorea foveata	non-LC	non-LC	1	0	0	0	0	1	1	0	0	2.5	3	understorey	5	1.25	0.6	0.7	NA	NA	NA	NA	NA	NA	NA	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea fractiflexa	Chamaedorea fractiflexa	non-LC	non-LC	1	0	0	0	0	1	1	0	0	1	0.8	understorey	8	0.25	0.2	0.07	0.75	NA	NA	0.75	0.7	0.8	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea fragrans	Chamaedorea fragrans	non-LC	non-LC	1	0	0	0	0	1	0	0	0	4	1.5	understorey	7	0.5	0.2	0.33	1.2	NA	NA	0.6	NA	NA	small	elongate	black; lustrous	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea frondosa	Chamaedorea frondosa	non-LC	LC	1	0	0	0	0	1	1	0	0	0.7	1.5	understorey	20	0.42	0.32	0.12	0.55	NA	NA	0.55	0.5	0.6	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea geonomiformis	Chamaedorea geonomiformis	non-LC	non-LC	1	0	0	0	0	1	1	0	0	2	1	understorey	10	0.65	0.22	0.48	0.9	NA	NA	0.9	0.6	1.2	small	globose	black; bluish-black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea glaucifolia	Chamaedorea glaucifolia	non-LC	non-LC	1	0	0	0	0	1	1	0	0	4	3.5	understorey	5	2.4	2	0.45	0.8	NA	NA	0.85	0.7	1	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea graminifolia	Chamaedorea graminifolia	non-LC	LC	1	0	0	0	0	1	0	0	0	3	3	understorey	6	1.5	1.1	0.45	0.8	NA	NA	0.8	0.6	1	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea guntheriana	Chamaedorea guntheriana	non-LC	NA	1	0	0	0	0	1	1	0	0	3	0.7	understorey	5	0.21	0.12	0.11	0.6	NA	NA	0.6	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea hodelii	Chamaedorea hodelii	LC	LC	1	0	0	0	0	1	1	0	0	2	2	understorey	6	NA	0.54	0.47	1.05	1	1.1	0.9	0.8	1	small	NA	dark purple or black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea hooperiana	Chamaedorea hooperiana	non-LC	non-LC	1	0	0	0	0	1	0	0	0	4	2.5	understorey	7	1.35	1	0.4	0.75	NA	NA	0.75	0.7	0.8	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea ibarrae	Chamaedorea ibarrae	LC	LC	1	0	0	0	0	1	1	0	0	0.3	1	understorey	NA	2	0.5	NA	0.9	0.8	1	0.6	0.5	0.7	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
