Tree_name	Acc_name	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Chamaedorea incrustata	Chamaedorea incrustata	non-LC	NA	1	0	0	0	0	1	1	0	0	6	3	canopy	5	0.85	0.85	NA	0.9	NA	NA	0.5	NA	NA	small	globose	green (immature); possibly black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea keelerorum	Chamaedorea keelerorum	LC	LC	1	0	0	0	0	1	1	0	0	4	2.5	understorey	4	0.7	0.7	NA	0.9	0.8	1	0.7	0.6	0.8	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea klotzschiana	Chamaedorea klotzschiana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	4	3	understorey	6	1.4	1	0.45	1.05	0.9	1.2	0.8	0.7	0.9	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea latisecta	Chamaedorea linearis	LC	LC	1	0	0	0	0	1	1	0	0	10	8	canopy	8	3.8	2.3	1.55	1.65	NA	NA	1.65	0.8	2.5	small	ovoid	orange to deep red	orange; red	conspicuous	0	1	0	0	0	0	0	0	0	0
Chamaedorea lehmannii	Chamaedorea lehmannii	non-LC	NA	1	0	0	0	0	1	1	0	0	2	2	understorey	7	0.65	0.45	0.22	0.65	NA	NA	0.65	0.6	0.7	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea liebmannii	Chamaedorea liebmannii	LC	LC	1	0	0	0	0	1	1	0	0	4	2	understorey	9	0.72	0.45	0.3	1	NA	NA	1	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea linearis	Chamaedorea linearis	LC	LC	1	0	0	0	0	1	1	0	0	10	8	canopy	8	3.8	2.3	1.55	1.65	NA	NA	1.65	0.8	2.5	small	ovoid	orange to deep red	orange; red	conspicuous	0	1	0	0	0	0	0	0	0	0
Chamaedorea lucidifrons	Chamaedorea lucidifrons	LC	LC	1	0	0	0	0	1	1	0	0	2	3	understorey	5	1.1	0.65	0.5	0.55	0.5	0.6	0.45	0.4	0.5	small	globose	orange; black	orange; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea macrospadix	Chamaedorea macrospadix	LC	LC	1	0	0	0	0	1	1	0	0	3	2.5	understorey	7	1.25	0.6	0.7	0.85	0.7	1	0.7	0.6	0.8	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea matae	Chamaedorea matae	LC	LC	1	0	0	0	0	1	1	0	0	3	2	understorey	7	0.7	0.7	NA	0.75	0.7	0.8	0.55	0.5	0.6	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea metallica	Chamaedorea metallica	non-LC	non-LC	1	0	0	0	0	1	1	0	0	3	1.5	understorey	16	0.36	0.32	0.06	1.1	1	1.2	0.85	0.8	0.9	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea microphylla	Chamaedorea microphylla	non-LC	LC	1	0	0	0	0	1	1	0	0	1	1.5	understorey	5	0.35	0.25	0.12	0.6	NA	NA	0.4	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea microspadix	Chamaedorea microspadix	LC	LC	1	0	0	0	0	1	0	0	0	3	1	understorey	NA	0.75	0.5	0.28	1	NA	NA	1	NA	NA	small	NA	orange-red or red	orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea moliniana	Chamaedorea moliniana	non-LC	LC	1	0	0	0	0	1	1	0	0	3	1.75	understorey	5	0.65	0.65	NA	1	NA	NA	1	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea murriensis	Chamaedorea warscewiczii	LC	LC	1	0	0	0	0	1	1	0	0	4	3.5	understorey	8	1	0.5	0.55	1.3	1.2	1.3	0.7	0.9	1	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea nationsiana	Chamaedorea nationsiana	non-LC	NA	1	0	0	0	0	1	1	0	0	2.5	3	understorey	6	1.75	1	0.8	1.25	NA	NA	1.25	1	1.5	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea neurochlamys	Chamaedorea neurochlamys	LC	LC	1	0	0	0	0	1	1	0	0	4.5	2.5	understorey	5	0.94	0.65	0.32	1	NA	NA	0.5	NA	NA	small	NA	yellow to bright orange-red ageing to brown	yellow; orange; red; brown	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea nubium	Chamaedorea nubium	LC	LC	1	0	0	0	0	1	0	0	0	3	1	understorey	7	0.58	0.45	0.15	1.2	1	1.4	1.1	NA	NA	small	elongate	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea oblongata	Chamaedorea oblongata	non-LC	non-LC	1	0	0	0	0	1	1	0	0	3	2.5	understorey	8	0.99	0.6	0.44	1.1	0.8	1.4	0.7	0.6	0.8	small	ovoid	black; shiny	black	cryptic	0	1	0	0	0	0	0	0	0	0
Chamaedorea oreophila	Chamaedorea oreophila	non-LC	non-LC	1	0	0	0	0	1	1	0	0	3	2	understorey	13	1.15	0.8	0.4	0.95	0.6	1.3	0.6	0.4	0.8	small	globose	red; ripens green to yellow and red	yellow; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pachecoana	Chamaedorea pachecoana	non-LC	NA	1	0	0	0	0	1	1	0	0	0.3	1	understorey	12	0.4	0.2	0.22	1	NA	NA	0.7	0.6	0.8	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea palmeriana	Chamaedorea palmeriana	LC	LC	1	0	0	0	0	1	1	0	0	1	1	understorey	7	0.4	0.25	0.17	1.2	NA	NA	0.9	0.8	1	small	elongate	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea parvifolia	Chamaedorea parvifolia	non-LC	LC	1	0	0	0	0	1	1	0	0	2	1.5	understorey	8	0.38	0.23	0.17	NA	NA	NA	NA	NA	NA	NA	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea parvisecta	Chamaedorea parvisecta	non-LC	non-LC	1	0	0	0	0	1	1	0	0	2	0.7	understorey	5	0.7	0.4	0.33	1	NA	NA	0.9	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pauciflora	Chamaedorea pauciflora	LC	LC	1	0	0	0	0	1	1	0	0	2	2	understorey	9	1.25	0.64	0.66	1.35	1	1.5	0.65	0.5	0.8	small	ovoid	black	black	cryptic	0	1	0	0	1	0	1	1	0	1
Chamaedorea pedunculata	Chamaedorea pedunculata	non-LC	NA	1	0	0	0	0	1	1	0	0	3	2.5	understorey	6	1	1	NA	0.75	NA	NA	0.75	0.7	0.8	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pinnatifrons	Chamaedorea pinnatifrons	LC	LC	1	0	0	0	0	1	1	0	0	4.5	3	understorey	10	1.5	0.75	0.8	1.25	0.5	2	0.45	0.4	1.8	small	NA	green to orange or red; ripening black	black	cryptic	1	1	0	0	1	0	1	1	0	1
Chamaedorea piscifolia	Chamaedorea piscifolia	non-LC	non-LC	1	0	0	0	0	1	1	0	0	1.5	0.6	understorey	14	0.26	0.19	0.09	1.2	NA	NA	0.8	NA	NA	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pittieri	Chamaedorea pittieri	non-LC	LC	1	0	0	0	0	1	1	0	0	2	2	understorey	9	0.55	0.4	0.17	1	NA	NA	0.6	NA	NA	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea plumosa	Chamaedorea plumosa	non-LC	non-LC	1	0	0	0	0	1	1	0	0	4	6.5	understorey	9	1.35	1	0.4	1.1	NA	NA	1.1	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pochutlensis	Chamaedorea pochutlensis	LC	LC	1	0	0	0	0	1	0	0	0	5	3	understorey	5	1.3	1	0.33	1.35	1.2	1.5	0.9	0.8	1	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea ponderosa	Chamaedorea ponderosa	non-LC	NA	1	0	0	0	0	1	1	0	0	4	2.5	understorey	NA	0.75	0.5	0.28	0.8	NA	NA	0.7	NA	NA	small	ovoid	orange	orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pumila	Chamaedorea pumila	LC	LC	1	0	0	0	0	1	1	0	0	0.5	2	understorey	15	0.4	0.15	0.28	0.8	0.6	1	0.8	0.6	1	small	NA	black; purple-black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea pygmaea	Chamaedorea pygmaea	non-LC	NA	1	0	0	0	0	1	1	0	0	0.75	2	understorey	8	0.41	0.16	0.28	0.7	0.6	0.8	0.7	0.6	0.8	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea queroana	Chamaedorea queroana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	1	3	understorey	5	1.1	0.4	0.75	1.4	NA	NA	0.75	0.7	0.8	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea radicalis	Chamaedorea radicalis	LC	LC	1	0	0	0	0	1	1	0	0	4	3	understorey	8	1.2	0.9	0.33	1.2	NA	NA	0.9	NA	NA	small	globose	reddish	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea recurvata	Chamaedorea recurvata	non-LC	NA	1	0	0	0	0	1	1	0	0	2.5	1	understorey	4	0.35	0.35	NA	0.775	0.75	0.8	NA	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea rhizomatosa	Chamaedorea rhizomatosa	non-LC	NA	1	0	0	0	0	1	0	0	0	2.5	0.9	understorey	6	0.55	0.35	0.22	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea ricardoi	Chamaedorea ricardoi	non-LC	NA	1	0	0	0	0	1	1	0	0	8	3	canopy	10	0.84	0.84	NA	2.15	1.8	2.5	0.9	0.6	0.9	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea rigida	Chamaedorea rigida	non-LC	NA	1	0	0	0	0	1	1	0	0	2	1.5	understorey	15	0.45	0.2	0.28	0.75	NA	NA	0.75	0.7	0.8	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea robertii	Chamaedorea robertii	LC	LC	1	0	0	0	0	1	1	0	0	0.5	5	understorey	7	0.5	0.2	0.33	0.7	NA	NA	0.7	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea rojasiana	Chamaedorea rojasiana	LC	LC	1	0	0	0	0	1	1	0	0	1	1	understorey	6	0.23	0.18	0.07	0.8	0.7	0.9	0.9	0.7	1.1	small	elongate	orange at first then maturing purple-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea rosibeliae	Chamaedorea rosibeliae	non-LC	non-LC	1	0	0	0	0	1	1	0	0	NA	0.6	NA	6	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea rossteniorum	Chamaedorea rossteniorum	non-LC	NA	1	0	0	0	1	0	1	0	0	0.5	3	understorey	8	1.1	0.7	0.45	1.4	NA	NA	0.9	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea sartorii	Chamaedorea sartorii	LC	LC	1	0	0	0	0	1	1	0	0	4	1.6	understorey	6	0.95	0.5	0.5	1.05	0.9	1.2	0.75	0.7	0.8	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea scheryi	Chamaedorea scheryi	LC	LC	1	0	0	0	1	0	1	0	0	1.5	3	understorey	6	1.45	1	0.5	0.6	NA	NA	0.6	0.5	0.7	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea schiedeana	Chamaedorea schiedeana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	4	3	understorey	5	1.05	0.7	0.4	0.75	NA	NA	0.75	0.6	0.9	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea schippii	Chamaedorea schippii	non-LC	non-LC	1	0	0	0	0	1	0	0	0	3	3	understorey	6	1.5	1.1	0.45	0.8	NA	NA	0.8	0.6	1	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea seifrizii	Chamaedorea seifrizii	LC	LC	1	0	0	0	0	1	0	0	0	0.25	2	understorey	5	0.63	0.45	0.2	0.8	NA	NA	0.8	NA	NA	small	NA	greenish-black to black	black	cryptic	0	1	0	0	0	0	0	0	0	0
Chamaedorea serpens	Chamaedorea serpens	non-LC	LC	1	0	0	0	0	1	0	0	0	1.5	1	understorey	5	0.25	0.25	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea simplex	Chamaedorea simplex	non-LC	non-LC	1	0	0	0	0	1	1	0	0	1	1.2	understorey	6	0.19	0.05	0.16	1.05	0.9	1.2	0.825	0.75	0.9	small	ovoid	black; shining	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea skutchii	Chamaedorea skutchii	non-LC	NA	1	0	0	0	0	1	1	0	0	2.5	1.2	understorey	5	0.27	0.27	NA	1	NA	NA	0.8	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea smithii	Chamaedorea smithii	non-LC	NA	1	0	0	0	0	1	1	0	0	2	NA	understorey	NA	0.75	0.29	0.51	0.9	NA	NA	0.9	0.8	1	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea stenocarpa	Chamaedorea stenocarpa	non-LC	NA	1	0	0	0	1	0	1	0	0	0	2	understorey	5	0.4	0.27	0.15	0.7	NA	NA	0.7	0.6	0.8	small	NA	shiny black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea stolonifera	Chamaedorea stolonifera	non-LC	non-LC	1	0	0	0	0	1	0	0	0	2	0.8	understorey	8	0.3	0.1	0.22	0.8	NA	NA	0.8	0.7	0.9	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea stricta	Chamaedorea stricta	non-LC	LC	1	0	0	0	0	1	1	0	0	1.5	3	understorey	7	1.15	0.55	0.65	0.8	NA	NA	0.8	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea subjectifolia	Chamaedorea subjectifolia	LC	LC	1	0	0	0	0	1	1	0	0	3.5	2.5	understorey	8	0.32	0.32	NA	0.9	NA	NA	0.6	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea tenerrima	Chamaedorea tenerrima	non-LC	LC	1	0	0	0	0	1	1	0	0	1.5	0.7	understorey	5	0.32	0.2	0.14	0.65	NA	NA	0.65	0.6	0.7	small	elongate	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea tepejilote	Chamaedorea tepejilote	non-LC	LC	1	0	0	0	0	1	2	0	0	7	10	canopy	7	2	1.4	0.65	1.5	1	2	0.75	0.7	0.8	small	pyramidal	blue-green; maturing black	black	cryptic	0	0	0	0	1	0	0	1	0	0
Chamaedorea tuerckheimii	Chamaedorea tuerckheimii	LC	LC	1	0	0	0	0	1	1	0	0	1	0.7	understorey	12	0.25	0.2	0.07	1	0.8	1.2	0.75	0.6	0.9	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea undulatifolia	Chamaedorea undulatifolia	non-LC	NA	1	0	0	0	0	1	1	0	0	1	1.5	understorey	5	1.35	0.75	0.65	0.8	NA	NA	0.6	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea verapazensis	Chamaedorea verapazensis	non-LC	LC	1	0	0	0	0	1	1	0	0	2	1	understorey	6	0.4	0.22	0.2	1.1	NA	NA	0.9	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea verecunda	Chamaedorea verecunda	non-LC	NA	1	0	0	0	0	1	1	0	0	0.75	0.5	understorey	11	0.16	0.05	0.13	1	NA	NA	NA	NA	NA	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea volcanensis	Chamaedorea volcanensis	non-LC	NA	1	0	0	0	0	1	1	0	0	1	3	understorey	5	1.45	0.75	0.75	1.2	NA	NA	0.8	NA	NA	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea vulgata	Chamaedorea vulgata	non-LC	NA	1	0	0	0	0	1	1	0	0	2	2	understorey	5	1.45	0.7	0.8	0.85	0.8	0.9	NA	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea warscewiczii	Chamaedorea warscewiczii	LC	LC	1	0	0	0	0	1	1	0	0	4	3.5	understorey	8	1	0.5	0.55	1.3	1.2	1.3	0.7	0.9	1	small	ovoid	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea whitelockiana	Chamaedorea whitelockiana	non-LC	NA	1	0	0	0	0	1	1	0	0	2	1.3	understorey	7	0.65	0.35	0.33	0.75	NA	NA	0.75	0.7	0.8	small	globose	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea woodsoniana	Chamaedorea woodsoniana	LC	LC	1	0	0	0	0	1	1	0	0	12	10	canopy	6	2	1.5	0.55	2	1	2	1	NA	NA	small	NA	golden orange ripening black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaedorea zamorae	Chamaedorea zamorae	non-LC	NA	1	0	0	0	0	1	1	0	0	3	2.5	understorey	NA	0.6	0.6	NA	1.25	1	1.5	1.1	1	1.2	small	NA	green maturing red and perhaps ageing black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaerops humilis	Chamaerops humilis	LC	LC	0	1	0	0	2	2	0	0	1	6	25	canopy	15	1	NA	NA	1.3	1	1.6	1.44	NA	NA	small	ovoid	brown	brown	cryptic	1	1	1	1	1	0	1	1	0	0
Chambeyronia lepidota	Chambeyronia lepidota	LC	LC	0	0	1	0	0	1	1	0	0	15	15	canopy	10	0.45	NA	NA	3	NA	NA	2	NA	NA	small	NA	crimson	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chambeyronia macrocarpa	Chambeyronia macrocarpa	LC	LC	0	0	1	0	0	1	1	0	0	20	27	canopy	10	2.5	2.5	NA	4.5	NA	NA	2.5	NA	NA	large	NA	crimson	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chelyocarpus chuco	Chelyocarpus chuco	non-LC	non-LC	1	0	0	0	0	1	2	0	0	12	12	canopy	22	2.1	2	2.2	1.75	NA	NA	1.75	1.5	2	small	ovoid	yellowish green becomming dark brown when ripe	brown	cryptic	0	0	0	0	1	0	1	0	0	1
Chelyocarpus dianeurus	Chelyocarpus dianeurus	non-LC	NA	1	0	0	0	0	1	1	0	0	15	9	canopy	15	2.3	2	1.35	1.85	NA	NA	1.85	1.7	2	small	ovoid	greenish; yellowish or whitish	green; yellow; white	conspicuous	0	0	0	0	0	0	1	0	0	0
Chelyocarpus repens	Chelyocarpus repens	LC	LC	1	0	0	0	0	1	1	0	0	1	9	understorey	20	1.8	1.5	1.9	2.5	NA	NA	2.5	NA	NA	small	elongate	greenish	green	cryptic	0	0	0	0	1	0	1	0	0	0
Chelyocarpus ulei	Chelyocarpus ulei	LC	LC	1	0	0	0	0	1	1	0	0	8	7	canopy	15	1.76	2.3	2.85	1.85	NA	NA	2.25	2	3	small	ovoid	brown	brown	cryptic	1	0	1	0	1	0	1	0	0	1
Chuniophoenix hainanensis	Chuniophoenix hainanensis	non-LC	non-LC	0	0	1	0	0	1	0	0	0	5	15	understorey	20	NA	NA	NA	2.5	NA	NA	2.25	2	2.5	small	ovoid	red; orange or purple; ripen green to scarlet	red; orange; purple	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chuniophoenix humilis	Chuniophoenix nana	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	2	understorey	20	0.25	NA	NA	1.6	NA	NA	1.6	NA	NA	small	ovoid	red; scarlet	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chuniophoenix nana	Chuniophoenix nana	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	2	understorey	20	0.25	NA	NA	1.6	NA	NA	1.6	NA	NA	small	ovoid	red; scarlet	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinosperma bracteale	Clinosperma bracteale	LC	LC	0	0	1	0	0	1	1	0	0	15	10	canopy	15	1.8	1.5	0.33	1	NA	NA	1.15	1	1.1	small	ovoid	green	green	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinosperma lanuginosa	Clinosperma lanuginosa	non-LC	non-LC	0	0	1	0	0	1	1	0	0	6	10	canopy	5	1.5	NA	0.53	2.25	2	2.5	1.05	0.9	1.2	small	globose	green	green	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinosperma macrocarpa	Clinosperma macrocarpa	non-LC	non-LC	0	0	1	0	0	1	1	0	0	15	0.6	canopy	7	2.3	NA	NA	3.75	3.5	4	3.25	3	3.5	small	NA	purplish-black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinosperma vaginata	Clinosperma vaginata	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5	5	understorey	6	1.8	NA	NA	1.6	1.3	1.9	0.75	0.7	0.8	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma carolinense	Clinostigma carolinense	NA	NA	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma collegarum	Clinostigma collegarum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	16	20	canopy	13	4	4	NA	1.2	NA	NA	0.8	NA	NA	small	globose	yellow ripening scarlet-red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma exorrhizum	Clinostigma exorrhizum	LC	NA	0	0	1	0	0	1	1	0	0	20	30	canopy	12	5	4	NA	0.5	NA	NA	0.4	NA	NA	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma gronophyllum	Clinostigma gronophyllum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	22	28	canopy	NA	2.8	NA	0.33	0.85	NA	NA	0.775	0.75	0.8	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma haerestigma	Clinostigma haerestigma	NA	NA	0	0	1	0	0	1	1	0	0	9.5	23	canopy	14	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma harlandii	Clinostigma harlandii	non-LC	NA	0	0	1	0	0	1	1	0	0	15	12	canopy	12	1.4	NA	0.22	0.75	NA	NA	0.6	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma onchorhynchum	Clinostigma onchorhynchum	NA	NA	1	0	0	0	0	1	1	0	0	15	NA	canopy	12	NA	NA	0.55	1.5	NA	NA	1.2	NA	NA	small	ovoid	dark violet-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma ponapense	Clinostigma ponapense	non-LC	non-LC	0	0	1	0	0	1	1	0	0	20	NA	canopy	NA	5	NA	NA	2.2	NA	NA	1.5	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma samoense	Clinostigma samoense	non-LC	NA	1	0	0	0	0	1	1	0	0	25	35	canopy	NA	3.5	NA	1.45	1.35	NA	NA	1	NA	NA	small	elongate	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma savoryanum	Clinostigma savoryanum	NA	NA	0	0	1	0	0	1	1	0	0	16	15	canopy	NA	3	3	NA	1.5	NA	NA	1	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinostigma warburgii	Clinostigma warburgii	NA	NA	1	0	0	0	0	1	1	0	0	20	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coccothrinax acunana	Coccothrinax acunana	non-LC	NA	1	0	0	0	0	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coccothrinax alexandri	Coccothrinax alexandri	non-LC	NA	1	0	0	0	0	1	1	0	NA	30	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coccothrinax argentata	Coccothrinax argentata	LC	LC	1	0	0	0	0	1	2	0	0	10	20	canopy	18	1.6	1.6	NA	1.1	NA	NA	0.9	0.5	1.3	small	NA	purple-black; black	purple; black	cryptic	0	1	0	0	0	0	1	0	0	0
