"Region"	"Scenario"	"Use"	"Category"	"PercentageA"	"NumberA"	"NumberUT"
"1468"	"COM"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1469"	"COM"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1470"	"COM"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1471"	"COM"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1472"	"COM"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1473"	"COM"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1474"	"CON"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1475"	"CON"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1476"	"CON"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1477"	"CON"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1478"	"CON"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1479"	"CON"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1480"	"CON"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1481"	"CON"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1482"	"CON"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1483"	"CON"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"1484"	"CON"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1485"	"CON"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"1486"	"CON"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1487"	"CON"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"1488"	"CON"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1489"	"CON"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"1490"	"CON"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1491"	"CON"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1492"	"CON"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1493"	"CON"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1494"	"CON"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1495"	"CON"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1496"	"CON"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1497"	"CON"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1498"	"CON"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1499"	"CON"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1500"	"CON"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1501"	"CON"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1502"	"CON"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1503"	"CON"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1504"	"CON"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1505"	"CON"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1506"	"COO"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1507"	"COO"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1508"	"COO"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1509"	"COO"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1510"	"COO"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1511"	"COO"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1512"	"COO"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1513"	"COO"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1514"	"COO"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1515"	"COO"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"1516"	"COO"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1517"	"COO"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"1518"	"COO"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1519"	"COO"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"1520"	"COO"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1521"	"COO"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"1522"	"COO"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1523"	"COO"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1524"	"COO"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1525"	"COO"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1526"	"COO"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1527"	"COO"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1528"	"COO"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1529"	"COO"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1530"	"COO"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1531"	"COO"	"WS"	"HUC"	"C1"	"100"	"1"	"1"
"1532"	"COO"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1533"	"COO"	"WS"	"HUC"	"C2"	"0"	"0"	"1"
"1534"	"COO"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1535"	"COO"	"WS"	"HUC"	"C3"	"0"	"0"	"1"
"1536"	"COO"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1537"	"COO"	"WS"	"HUC"	"C4"	"0"	"0"	"1"
"1538"	"COR"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1539"	"COR"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1540"	"COR"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1541"	"COR"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1542"	"COR"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1543"	"COR"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1544"	"COR"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1545"	"COR"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1546"	"COR"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1547"	"COR"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1548"	"COR"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1549"	"COR"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1550"	"COR"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1551"	"COR"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1552"	"COR"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1553"	"COR"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1554"	"COR"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1555"	"COR"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1556"	"COR"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1557"	"COR"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1558"	"COR"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1559"	"COR"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1560"	"COR"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1561"	"COR"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1562"	"COR"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1563"	"COR"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1564"	"COR"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1565"	"COR"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1566"	"COR"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1567"	"COR"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1568"	"COR"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1569"	"COR"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1570"	"COS"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1571"	"COS"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1572"	"COS"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1573"	"COS"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1574"	"COS"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1575"	"COS"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1576"	"COS"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1577"	"COS"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1578"	"COS"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"1579"	"COS"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"1580"	"COS"	"BS"	"HUMa"	"C2"	"100"	"1"	"1"
"1581"	"COS"	"WS"	"HUMa"	"C2"	"100"	"1"	"1"
"1582"	"COS"	"BS"	"HUMa"	"C3"	"100"	"1"	"1"
"1583"	"COS"	"WS"	"HUMa"	"C3"	"100"	"1"	"1"
"1584"	"COS"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"1585"	"COS"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"1586"	"COS"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1587"	"COS"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1588"	"COS"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1589"	"COS"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1590"	"COS"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1591"	"COS"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1592"	"COS"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1593"	"COS"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1594"	"COS"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"1595"	"COS"	"WS"	"HUC"	"C1"	"100"	"1"	"1"
"1596"	"COS"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"1597"	"COS"	"WS"	"HUC"	"C2"	"100"	"1"	"1"
"1598"	"COS"	"BS"	"HUC"	"C3"	"100"	"1"	"1"
"1599"	"COS"	"WS"	"HUC"	"C3"	"100"	"1"	"1"
"1600"	"COS"	"BS"	"HUC"	"C4"	"0"	"0"	"1"
"1601"	"COS"	"WS"	"HUC"	"C4"	"0"	"0"	"1"
"1602"	"CPI"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1603"	"CPI"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1604"	"CPI"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1605"	"CPI"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1606"	"CPI"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1607"	"CPI"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1608"	"CPI"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1609"	"CPI"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1610"	"CPI"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1611"	"CPI"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1612"	"CPI"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1613"	"CPI"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1614"	"CPI"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1615"	"CPI"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1616"	"CPI"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1617"	"CPI"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1618"	"CPI"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1619"	"CPI"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1620"	"CPI"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1621"	"CPI"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1622"	"CPI"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1623"	"CPI"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1624"	"CPI"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1625"	"CPI"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1626"	"CPI"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1627"	"CPI"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1628"	"CPI"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1629"	"CPI"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1630"	"CPI"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1631"	"CPI"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1632"	"CPI"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1633"	"CPI"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1634"	"CPP"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1635"	"CPP"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"1636"	"CPP"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1637"	"CPP"	"WS"	"HUF"	"C2"	"0"	"0"	"1"
"1638"	"CPP"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1639"	"CPP"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"1640"	"CPP"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1641"	"CPP"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"1642"	"CPP"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"1643"	"CPP"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"1644"	"CPP"	"BS"	"HUMa"	"C2"	"0"	"0"	"1"
"1645"	"CPP"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"1646"	"CPP"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"1647"	"CPP"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"1648"	"CPP"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"1649"	"CPP"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"1650"	"CPP"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1651"	"CPP"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"1652"	"CPP"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1653"	"CPP"	"WS"	"HUMe"	"C2"	"0"	"0"	"1"
"1654"	"CPP"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1655"	"CPP"	"WS"	"HUMe"	"C3"	"0"	"0"	"1"
"1656"	"CPP"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1657"	"CPP"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"1658"	"CPP"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1659"	"CPP"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1660"	"CPP"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1661"	"CPP"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1662"	"CPP"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1663"	"CPP"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1664"	"CPP"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1665"	"CPP"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1666"	"CPV"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1667"	"CPV"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1668"	"CPV"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1669"	"CPV"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1670"	"CPV"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1671"	"CPV"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1672"	"CPV"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1673"	"CPV"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1674"	"CPV"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1675"	"CPV"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1676"	"CPV"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1677"	"CPV"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1678"	"CPV"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1679"	"CPV"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1680"	"CPV"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1681"	"CPV"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1682"	"CPV"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1683"	"CPV"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1684"	"CPV"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1685"	"CPV"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1686"	"CPV"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1687"	"CPV"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1688"	"CPV"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1689"	"CPV"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1690"	"CPV"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1691"	"CPV"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1692"	"CPV"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1693"	"CPV"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1694"	"CPV"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1695"	"CPV"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1696"	"CPV"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1697"	"CPV"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1698"	"CRL"	"BS"	"HUF"	"C1"	"100"	"1"	"1"
"1699"	"CRL"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"1700"	"CRL"	"BS"	"HUF"	"C2"	"0"	"0"	"1"
"1701"	"CRL"	"WS"	"HUF"	"C2"	"0"	"0"	"1"
"1702"	"CRL"	"BS"	"HUF"	"C3"	"0"	"0"	"1"
"1703"	"CRL"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"1704"	"CRL"	"BS"	"HUF"	"C4"	"0"	"0"	"1"
"1705"	"CRL"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"1706"	"CRL"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"1707"	"CRL"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"1708"	"CRL"	"BS"	"HUMa"	"C2"	"0"	"0"	"1"
"1709"	"CRL"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"1710"	"CRL"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"1711"	"CRL"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"1712"	"CRL"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"1713"	"CRL"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"1714"	"CRL"	"BS"	"HUMe"	"C1"	"100"	"1"	"1"
"1715"	"CRL"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"1716"	"CRL"	"BS"	"HUMe"	"C2"	"0"	"0"	"1"
"1717"	"CRL"	"WS"	"HUMe"	"C2"	"0"	"0"	"1"
"1718"	"CRL"	"BS"	"HUMe"	"C3"	"0"	"0"	"1"
"1719"	"CRL"	"WS"	"HUMe"	"C3"	"0"	"0"	"1"
"1720"	"CRL"	"BS"	"HUMe"	"C4"	"0"	"0"	"1"
"1721"	"CRL"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"1722"	"CRL"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1723"	"CRL"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1724"	"CRL"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1725"	"CRL"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1726"	"CRL"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1727"	"CRL"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1728"	"CRL"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1729"	"CRL"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1730"	"CTM"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1731"	"CTM"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1732"	"CTM"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1733"	"CTM"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1734"	"CTM"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1735"	"CTM"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1736"	"CTM"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1737"	"CTM"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1738"	"CTM"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1739"	"CTM"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1740"	"CTM"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1741"	"CTM"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1742"	"CTM"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1743"	"CTM"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1744"	"CTM"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1745"	"CTM"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1746"	"CTM"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1747"	"CTM"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1748"	"CTM"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1749"	"CTM"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1750"	"CTM"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1751"	"CTM"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1752"	"CTM"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1753"	"CTM"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1754"	"CTM"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1755"	"CTM"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1756"	"CTM"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1757"	"CTM"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1758"	"CTM"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1759"	"CTM"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1760"	"CTM"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1761"	"CTM"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1762"	"CUB"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1763"	"CUB"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1764"	"CUB"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1765"	"CUB"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1766"	"CUB"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1767"	"CUB"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1768"	"CUB"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1769"	"CUB"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1770"	"CUB"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1771"	"CUB"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1772"	"CUB"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1773"	"CUB"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1774"	"CUB"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1775"	"CUB"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1776"	"CUB"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1777"	"CUB"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1778"	"CUB"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1779"	"CUB"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"1780"	"CUB"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1781"	"CUB"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"1782"	"CUB"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1783"	"CUB"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"1784"	"CUB"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1785"	"CUB"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"1786"	"CUB"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1787"	"CUB"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"1788"	"CUB"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1789"	"CUB"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"1790"	"CUB"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1791"	"CUB"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"1792"	"CUB"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1793"	"CUB"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"1794"	"CVI"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1795"	"CVI"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"1796"	"CVI"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1797"	"CVI"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"1798"	"CVI"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1799"	"CVI"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"1800"	"CVI"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1801"	"CVI"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"1802"	"CVI"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1803"	"CVI"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"1804"	"CVI"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1805"	"CVI"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"1806"	"CVI"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1807"	"CVI"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"1808"	"CVI"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"1809"	"CVI"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
