species	Continent
Iguanura mirabilis	EAsiaPacific
Iguanura myochodoides	EAsiaPacific
Iguanura palmuncula	EAsiaPacific
Iguanura parvula	EAsiaPacific
Iguanura perdana	EAsiaPacific
Iguanura piahensis	EAsiaPacific
Iguanura polymorpha	EAsiaPacific
Iguanura prolifera	EAsiaPacific
Iguanura remotiflora	EAsiaPacific
Iguanura sanderiana	EAsiaPacific
Iguanura speciosa	EAsiaPacific
Iguanura tenuis	EAsiaPacific
Iguanura thalangensis	EAsiaPacific
Iguanura wallichiana	EAsiaPacific
Iriartea deltoidea	Americas
Iriartella setigera	Americas
Iriartella stenocarpa	Americas
Itaya amicorum	Americas
Jailoloa halmaherensis	EAsiaPacific
Johannesteijsmannia altifrons	EAsiaPacific
Johannesteijsmannia lanceolata	EAsiaPacific
Johannesteijsmannia magnifica	EAsiaPacific
Johannesteijsmannia perakensis	EAsiaPacific
Juania australis	Americas
Jubaea chilensis	Americas
Jubaeopsis caffra	AfricaWAsia
Kentiopsis magnifica	EAsiaPacific
Kentiopsis oliviformis	EAsiaPacific
Kentiopsis piersoniorum	EAsiaPacific
Kentiopsis pyriformis	EAsiaPacific
Kerriodoxa elegans	EAsiaPacific
Korthalsia angustifolia	EAsiaPacific
Korthalsia bejaudii	EAsiaPacific
Korthalsia brassii	EAsiaPacific
Korthalsia celebica	EAsiaPacific
Korthalsia cheb	EAsiaPacific
Korthalsia concolor	EAsiaPacific
Korthalsia debilis	EAsiaPacific
Korthalsia echinometra	EAsiaPacific
Korthalsia ferox	EAsiaPacific
Korthalsia flagellaris	EAsiaPacific
Korthalsia furcata	EAsiaPacific
Korthalsia furtadoana	EAsiaPacific
Korthalsia hispida	EAsiaPacific
Korthalsia jala	EAsiaPacific
Korthalsia junghuhnii	EAsiaPacific
Korthalsia laciniosa	EAsiaPacific
Korthalsia lanceolata	EAsiaPacific
Korthalsia merrillii	EAsiaPacific
Korthalsia minor	EAsiaPacific
Korthalsia paucijuga	EAsiaPacific
Korthalsia rigida	EAsiaPacific
Korthalsia robusta	EAsiaPacific
Korthalsia rogersii	EAsiaPacific
Korthalsia rostrata	EAsiaPacific
Korthalsia scaphigeroides	EAsiaPacific
Korthalsia scortechinii	EAsiaPacific
Korthalsia tenuissima	EAsiaPacific
Korthalsia zippelii	EAsiaPacific
Laccospadix australasicus	EAsiaPacific
Laccosperma acutiflorum	AfricaWAsia
Laccosperma cristalensis	AfricaWAsia
Laccosperma korupense	AfricaWAsia
Laccosperma laeve	AfricaWAsia
Laccosperma opacum	AfricaWAsia
Laccosperma robustum	AfricaWAsia
Laccosperma secundiflorum	AfricaWAsia
Lanonia acaulis	EAsiaPacific
Lanonia calciphila	EAsiaPacific
Lanonia centralis	EAsiaPacific
Lanonia dasyantha	EAsiaPacific
Lanonia gracilis	EAsiaPacific
Lanonia hainanensis	EAsiaPacific
Lanonia hexasepala	EAsiaPacific
Lanonia magalonii	EAsiaPacific
Latania loddigesii	AfricaWAsia
Latania lontaroides	AfricaWAsia
Latania verschaffeltii	AfricaWAsia
Lemurophoenix halleuxii	AfricaWAsia
Leopoldinia piassaba	Americas
Leopoldinia pulchra	Americas
Lepidocaryum tenue	Americas
Lepidorrhachis mooreana	EAsiaPacific
Leucothrinax morrisii	Americas
Licuala acuminata	EAsiaPacific
Licuala acutifida	EAsiaPacific
Licuala adscendens	EAsiaPacific
Licuala ahlidurii	EAsiaPacific
Licuala angustiloba	EAsiaPacific
Licuala anomala	EAsiaPacific
Licuala aruensis	EAsiaPacific
Licuala atrovirens	EAsiaPacific
Licuala atroviridis	EAsiaPacific
Licuala averyanovii	EAsiaPacific
Licuala bachmaensis	EAsiaPacific
Licuala bacularia	EAsiaPacific
Licuala bayana	EAsiaPacific
Licuala beccariana	EAsiaPacific
Licuala bellatula	EAsiaPacific
Licuala bidentata	EAsiaPacific
Licuala bidoupensis	EAsiaPacific
Licuala bifida	EAsiaPacific
Licuala bintulensis	EAsiaPacific
Licuala bissula	EAsiaPacific
Licuala borneensis	EAsiaPacific
Licuala bracteata	EAsiaPacific
Licuala brevicalyx	EAsiaPacific
Licuala bruneiana	EAsiaPacific
Licuala burretii	EAsiaPacific
Licuala cabalionii	EAsiaPacific
Licuala cameronensis	EAsiaPacific
Licuala campestris	EAsiaPacific
Licuala cattienensis	EAsiaPacific
Licuala celebica	EAsiaPacific
Licuala chaiana	EAsiaPacific
Licuala collina	EAsiaPacific
Licuala concinna	EAsiaPacific
Licuala cordata	EAsiaPacific
Licuala corneri	EAsiaPacific
Licuala crassiflora	EAsiaPacific
Licuala dakrongensis	EAsiaPacific
Licuala debilis	EAsiaPacific
Licuala densiflora	EAsiaPacific
Licuala distans	EAsiaPacific
Licuala egregia	EAsiaPacific
Licuala elegans	EAsiaPacific
Licuala ellipsoidalis	EAsiaPacific
Licuala elliptica	EAsiaPacific
Licuala exigua	EAsiaPacific
Licuala ferruginea	EAsiaPacific
Licuala ferruginoides	EAsiaPacific
Licuala flammula	EAsiaPacific
Licuala flavida	EAsiaPacific
Licuala flexuosa	EAsiaPacific
Licuala fordiana	EAsiaPacific
Licuala fractiflexa	EAsiaPacific
Licuala gjellerupii	EAsiaPacific
Licuala glaberrima	EAsiaPacific
Licuala glabra	EAsiaPacific
Licuala graminifolia	EAsiaPacific
Licuala grandiflora	EAsiaPacific
Licuala grandis	EAsiaPacific
Licuala hallieriana	EAsiaPacific
Licuala insignis	EAsiaPacific
Licuala intermedia	EAsiaPacific
Licuala kamarudinii	EAsiaPacific
Licuala kemamanensis	EAsiaPacific
Licuala khoonmengii	EAsiaPacific
Licuala kiahii	EAsiaPacific
Licuala kingiana	EAsiaPacific
Licuala klossii	EAsiaPacific
Licuala kuchingensis	EAsiaPacific
Licuala kunstleri	EAsiaPacific
Licuala lambii	EAsiaPacific
Licuala lanata	EAsiaPacific
Licuala lanuginosa	EAsiaPacific
Licuala lauterbachii	EAsiaPacific
Licuala leopoldii	EAsiaPacific
Licuala leprosa	EAsiaPacific
Licuala leptocalyx	EAsiaPacific
Licuala leucocarpa	EAsiaPacific
Licuala linearis	EAsiaPacific
Licuala longicalycata	EAsiaPacific
Licuala longiflora	EAsiaPacific
Licuala longipes	EAsiaPacific
Licuala longispadix	EAsiaPacific
Licuala macrantha	EAsiaPacific
Licuala maculata	EAsiaPacific
Licuala magna	EAsiaPacific
Licuala malajana	EAsiaPacific
Licuala manglaensis	EAsiaPacific
Licuala mattanensis	EAsiaPacific
Licuala meijeri	EAsiaPacific
Licuala merguensis	EAsiaPacific
Licuala micholitzii	EAsiaPacific
Licuala micrantha	EAsiaPacific
Licuala mirabilis	EAsiaPacific
Licuala miriensis	EAsiaPacific
Licuala modesta	EAsiaPacific
Licuala montana	EAsiaPacific
Licuala moszkowskiana	EAsiaPacific
Licuala moyseyi	EAsiaPacific
Licuala mukahensis	EAsiaPacific
Licuala mustapana	EAsiaPacific
Licuala nana	EAsiaPacific
Licuala naumannii	EAsiaPacific
Licuala naumoniensis	EAsiaPacific
Licuala olivifera	EAsiaPacific
Licuala oliviformis	EAsiaPacific
Licuala oninensis	EAsiaPacific
Licuala orbicularis	EAsiaPacific
Licuala oryzoides	EAsiaPacific
Licuala pachycalyx	EAsiaPacific
Licuala pahangensis	EAsiaPacific
Licuala palas	EAsiaPacific
Licuala paludosa	EAsiaPacific
Licuala parviflora	EAsiaPacific
Licuala patens	EAsiaPacific
Licuala paucisecta	EAsiaPacific
Licuala peekelii	EAsiaPacific
Licuala peltata	EAsiaPacific
Licuala penduliflora	EAsiaPacific
Licuala petiolulata	EAsiaPacific
Licuala pilosa	EAsiaPacific
Licuala pitta	EAsiaPacific
Licuala platydactyla	EAsiaPacific
Licuala polyschista	EAsiaPacific
Licuala poonsakii	EAsiaPacific
Licuala pseudovalida	EAsiaPacific
Licuala pulchella	EAsiaPacific
Licuala pumila	EAsiaPacific
Licuala punctulata	EAsiaPacific
Licuala pusilla	EAsiaPacific
Licuala radula	EAsiaPacific
Licuala ramsayi	EAsiaPacific
Licuala reptans	EAsiaPacific
Licuala rheophytica	EAsiaPacific
Licuala ridleyana	EAsiaPacific
Licuala robinsoniana	EAsiaPacific
Licuala robusta	EAsiaPacific
Licuala rubiginosa	EAsiaPacific
Licuala rumphii	EAsiaPacific
Licuala ruthiae	EAsiaPacific
Licuala sabahana	EAsiaPacific
Licuala sallehana	EAsiaPacific
Licuala sarawakensis	EAsiaPacific
Licuala scortechinii	EAsiaPacific
Licuala simplex	EAsiaPacific
Licuala spathellifera	EAsiaPacific
Licuala spectabilis	EAsiaPacific
Licuala spicata	EAsiaPacific
Licuala spinosa	EAsiaPacific
Licuala steinii	EAsiaPacific
Licuala stipitata	EAsiaPacific
Licuala stongensis	EAsiaPacific
Licuala tanycola	EAsiaPacific
Licuala taynguyensis	EAsiaPacific
Licuala telifera	EAsiaPacific
Licuala tenuissima	EAsiaPacific
Licuala terengganuensis	EAsiaPacific
Licuala thoana	EAsiaPacific
Licuala tiomanensis	EAsiaPacific
Licuala triphylla	EAsiaPacific
Licuala urciflora	EAsiaPacific
Licuala whitmorei	EAsiaPacific
Licuala yiiana	EAsiaPacific
Linospadix albertisianus	EAsiaPacific
Linospadix apetiolatus	EAsiaPacific
Linospadix caninus	EAsiaPacific
Linospadix microcaryus	EAsiaPacific
Linospadix minor	EAsiaPacific
Linospadix monostachyos	EAsiaPacific
Linospadix palmerianus	EAsiaPacific
Livistona alfredii	EAsiaPacific
Livistona australis	EAsiaPacific
Livistona benthamii	EAsiaPacific
Livistona boninensis	EAsiaPacific
Livistona carinensis	AfricaWAsia
Livistona chinensis	EAsiaPacific
Livistona concinna	EAsiaPacific
Livistona decora	EAsiaPacific
Livistona drudei	EAsiaPacific
Livistona eastonii	EAsiaPacific
Livistona endauensis	EAsiaPacific
Livistona exigua	EAsiaPacific
Livistona fulva	EAsiaPacific
Livistona halongensis	EAsiaPacific
Livistona humilis	EAsiaPacific
Livistona inermis	EAsiaPacific
Livistona jenkinsiana	EAsiaPacific
Livistona lanuginosa	EAsiaPacific
Livistona lorophylla	EAsiaPacific
Livistona mariae	EAsiaPacific
Livistona muelleri	EAsiaPacific
Livistona nasmophila	EAsiaPacific
Livistona nitida	EAsiaPacific
Livistona rigida	EAsiaPacific
Livistona saribus	EAsiaPacific
Livistona speciosa	EAsiaPacific
Livistona tahanensis	EAsiaPacific
Livistona victoriae	EAsiaPacific
Lodoicea maldivica	AfricaWAsia
Loxococcus rupicola	EAsiaPacific
Manicaria martiana	Americas
Manicaria saccifera	Americas
Manjekia maturbongsii	EAsiaPacific
Marojejya darianii	AfricaWAsia
Marojejya insignis	AfricaWAsia
Masoala kona	AfricaWAsia
Masoala madagascariensis	AfricaWAsia
Mauritia carana	Americas
Mauritia flexuosa	Americas
Mauritiella aculeata	Americas
Mauritiella armata	Americas
Mauritiella macroclada	Americas
Mauritiella pumila	Americas
Maxburretia furtadoana	EAsiaPacific
Maxburretia gracilis	EAsiaPacific
Maxburretia rupicola	EAsiaPacific
Medemia argun	AfricaWAsia
Metroxylon amicarum	EAsiaPacific
Metroxylon paulcoxii	Americas
Metroxylon sagu	EAsiaPacific
Metroxylon salomonense	EAsiaPacific
Metroxylon upoluense	Americas
Metroxylon vitiense	EAsiaPacific
Metroxylon warburgii	Americas
Myrialepis paradoxa	EAsiaPacific
Nannorrhops baluchestanica	AfricaWAsia
Nannorrhops ritchieana	AfricaWAsia
Nenga banaensis	EAsiaPacific
Nenga gajah	EAsiaPacific
Nenga grandiflora	EAsiaPacific
Nenga macrocarpa	EAsiaPacific
Nenga pumila	EAsiaPacific
Neonicholsonia watsonii	Americas
Neoveitchia brunnea	EAsiaPacific
Neoveitchia storckii	EAsiaPacific
Nephrosperma vanhoutteanum	AfricaWAsia
Normanbya normanbyi	EAsiaPacific
Nypa fruticans	EAsiaPacific
Oenocarpus bacaba	Americas
Oenocarpus balickii	Americas
Oenocarpus bataua	Americas
Oenocarpus circumtextus	Americas
Oenocarpus distichus	Americas
Oenocarpus makeru	Americas
Oenocarpus mapora	Americas
Oenocarpus minor	Americas
Oenocarpus simplex	Americas
Oncocalamus macrospathus	AfricaWAsia
Oncocalamus mannii	AfricaWAsia
Oncocalamus tuleyi	AfricaWAsia
Oncocalamus wrightianus	AfricaWAsia
Oncosperma fasciculatum	EAsiaPacific
Oncosperma gracilipes	EAsiaPacific
Oncosperma horridum	EAsiaPacific
Oncosperma platyphyllum	EAsiaPacific
Oncosperma tigillarium	EAsiaPacific
Orania archboldiana	EAsiaPacific
Orania bakeri	EAsiaPacific
Orania dafonsoroensis	EAsiaPacific
Orania decipiens	EAsiaPacific
Orania deflexa	EAsiaPacific
Orania disticha	EAsiaPacific
Orania ferruginea	EAsiaPacific
Orania gagavu	EAsiaPacific
Orania glauca	EAsiaPacific
Orania grandiflora	EAsiaPacific
Orania lauterbachiana	EAsiaPacific
Orania littoralis	EAsiaPacific
Orania longisquama	AfricaWAsia
Orania longistaminodia	EAsiaPacific
Orania macropetala	EAsiaPacific
Orania micrantha	EAsiaPacific
Orania oreophila	EAsiaPacific
Orania palindan	EAsiaPacific
Orania paraguanensis	EAsiaPacific
Orania parva	EAsiaPacific
Orania ravaka	AfricaWAsia
Orania regalis	EAsiaPacific
Orania subdisticha	EAsiaPacific
Orania sylvicola	EAsiaPacific
Orania tabubilensis	EAsiaPacific
Orania timikae	EAsiaPacific
Orania trispatha	AfricaWAsia
Orania zonae	EAsiaPacific
Oraniopsis appendiculata	EAsiaPacific
Parajubaea cocoides	Americas
Parajubaea sunkha	Americas
Parajubaea torallyi	Americas
Pelagodoxa henryana	EAsiaPacific
Phoenicophorium borsigianum	AfricaWAsia
Phoenix acaulis	EAsiaPacific
Phoenix atlantica	AfricaWAsia
Phoenix caespitosa	AfricaWAsia
Phoenix canariensis	AfricaWAsia
Phoenix dactylifera	AfricaWAsia
Phoenix loureiroi	EAsiaPacific
Phoenix paludosa	EAsiaPacific
Phoenix pusilla	EAsiaPacific
Phoenix reclinata	AfricaWAsia
Phoenix roebelenii	EAsiaPacific
Phoenix rupicola	EAsiaPacific
Phoenix sylvestris	EAsiaPacific
Phoenix theophrasti	AfricaWAsia
Pholidocarpus ihur	EAsiaPacific
Pholidocarpus kingianus	EAsiaPacific
Pholidocarpus macrocarpus	EAsiaPacific
Pholidocarpus majadum	EAsiaPacific
Pholidocarpus mucronatus	EAsiaPacific
Pholidocarpus sumatranus	EAsiaPacific
Pholidostachys amazonensis	Americas
Pholidostachys dactyloides	Americas
Pholidostachys kalbreyeri	Americas
Pholidostachys occidentalis	Americas
Pholidostachys panamensis	Americas
Pholidostachys pulchra	Americas
Pholidostachys sanluisensis	Americas
Pholidostachys synanthera	Americas
Physokentia avia	EAsiaPacific
Physokentia dennisii	EAsiaPacific
Physokentia insolita	EAsiaPacific
Physokentia petiolata	EAsiaPacific
Physokentia tete	EAsiaPacific
Physokentia thurstonii	EAsiaPacific
Physokentia whitmorei	EAsiaPacific
Phytelephas aequatorialis	Americas
Phytelephas macrocarpa	Americas
Phytelephas tenuicaulis	Americas
Phytelephas tumacana	Americas
Pigafetta elata	EAsiaPacific
Pigafetta filaris	EAsiaPacific
Pinanga acaulis	EAsiaPacific
Pinanga acuminata	EAsiaPacific
Pinanga adangensis	EAsiaPacific
Pinanga albescens	EAsiaPacific
Pinanga andamanensis	EAsiaPacific
Pinanga angustisecta	EAsiaPacific
Pinanga annamensis	EAsiaPacific
Pinanga arinasae	EAsiaPacific
Pinanga aristata	EAsiaPacific
Pinanga arundinacea	EAsiaPacific
Pinanga auriculata	EAsiaPacific
Pinanga badia	EAsiaPacific
Pinanga basilanensis	EAsiaPacific
Pinanga batanensis	EAsiaPacific
Pinanga baviensis	EAsiaPacific
Pinanga bicolana	EAsiaPacific
Pinanga borneensis	EAsiaPacific
Pinanga brevipes	EAsiaPacific
Pinanga brewsteriana	EAsiaPacific
Pinanga caesia	EAsiaPacific
Pinanga capitata	EAsiaPacific
Pinanga cattienensis	EAsiaPacific
Pinanga celebica	EAsiaPacific
Pinanga chaiana	EAsiaPacific
Pinanga cleistantha	EAsiaPacific
Pinanga copelandii	EAsiaPacific
Pinanga coronata	EAsiaPacific
Pinanga crassipes	EAsiaPacific
Pinanga cucullata	EAsiaPacific
Pinanga cupularis	EAsiaPacific
Pinanga curranii	EAsiaPacific
Pinanga declinata	EAsiaPacific
Pinanga decora	EAsiaPacific
Pinanga densiflora	EAsiaPacific
Pinanga dicksonii	EAsiaPacific
Pinanga disticha	EAsiaPacific
Pinanga dumetosa	EAsiaPacific
Pinanga egregia	EAsiaPacific
Pinanga forbesii	EAsiaPacific
Pinanga fractiflexa	EAsiaPacific
Pinanga furfuracea	EAsiaPacific
Pinanga geonomiformis	EAsiaPacific
Pinanga glauca	EAsiaPacific
Pinanga glaucescens	EAsiaPacific
Pinanga glaucifolia	EAsiaPacific
Pinanga globulifera	EAsiaPacific
Pinanga gracilis	EAsiaPacific
Pinanga gracillima	EAsiaPacific
Pinanga grandijuga	EAsiaPacific
Pinanga grandis	EAsiaPacific
Pinanga griffithii	EAsiaPacific
Pinanga heterophylla	EAsiaPacific
Pinanga hexasticha	EAsiaPacific
Pinanga hookeriana	EAsiaPacific
Pinanga humilis	EAsiaPacific
Pinanga hymenospatha	EAsiaPacific
Pinanga inaequalis	EAsiaPacific
Pinanga insignis	EAsiaPacific
Pinanga isabelensis	EAsiaPacific
Pinanga jamariensis	EAsiaPacific
Pinanga jambusana	EAsiaPacific
Pinanga javana	EAsiaPacific
Pinanga johorensis	EAsiaPacific
Pinanga keahii	EAsiaPacific
Pinanga kontumensis	EAsiaPacific
Pinanga lacei	EAsiaPacific
Pinanga latisecta	EAsiaPacific
Pinanga lepidota	EAsiaPacific
Pinanga ligulata	EAsiaPacific
Pinanga limbangensis	EAsiaPacific
Pinanga limosa	EAsiaPacific
Pinanga macrospadix	EAsiaPacific
Pinanga maculata	EAsiaPacific
Pinanga malaiana	EAsiaPacific
Pinanga manii	EAsiaPacific
Pinanga megalocarpa	EAsiaPacific
Pinanga micholitzii	EAsiaPacific
Pinanga minor	EAsiaPacific
Pinanga minuta	EAsiaPacific
Pinanga mirabilis	EAsiaPacific
Pinanga modesta	EAsiaPacific
Pinanga mooreana	EAsiaPacific
Pinanga negrosensis	EAsiaPacific
Pinanga nuichuensis	EAsiaPacific
Pinanga pachycarpa	EAsiaPacific
Pinanga pachyphylla	EAsiaPacific
Pinanga palustris	EAsiaPacific
Pinanga pantiensis	EAsiaPacific
Pinanga paradoxa	EAsiaPacific
Pinanga parvula	EAsiaPacific
Pinanga patula	EAsiaPacific
Pinanga pectinata	EAsiaPacific
Pinanga perakensis	EAsiaPacific
Pinanga philippinensis	EAsiaPacific
Pinanga pilosa	EAsiaPacific
Pinanga plicata	EAsiaPacific
Pinanga polymorpha	EAsiaPacific
Pinanga porrecta	EAsiaPacific
Pinanga pulchella	EAsiaPacific
Pinanga purpurea	EAsiaPacific
Pinanga quadrijuga	EAsiaPacific
Pinanga ridleyana	EAsiaPacific
Pinanga rigida	EAsiaPacific
Pinanga riparia	EAsiaPacific
Pinanga rivularis	EAsiaPacific
Pinanga rumphiana	EAsiaPacific
Pinanga rupestris	EAsiaPacific
Pinanga salicifolia	EAsiaPacific
Pinanga samarana	EAsiaPacific
Pinanga sarmentosa	EAsiaPacific
Pinanga sclerophylla	EAsiaPacific
Pinanga scortechinii	EAsiaPacific
Pinanga sembilan	EAsiaPacific
Pinanga sessilifolia	EAsiaPacific
Pinanga sibuyanensis	EAsiaPacific
Pinanga sierramadreana	EAsiaPacific
Pinanga simplicifrons	EAsiaPacific
Pinanga singaporensis	EAsiaPacific
Pinanga sobolifera	EAsiaPacific
Pinanga speciosa	EAsiaPacific
Pinanga stricta	EAsiaPacific
Pinanga stylosa	EAsiaPacific
Pinanga subintegra	EAsiaPacific
Pinanga subruminata	EAsiaPacific
Pinanga sylvestris	EAsiaPacific
Pinanga tashiroi	EAsiaPacific
Pinanga tenacinervis	EAsiaPacific
Pinanga tenella	EAsiaPacific
Pinanga tomentella	EAsiaPacific
Pinanga tomentosa	EAsiaPacific
Pinanga trichoneura	EAsiaPacific
Pinanga uncinata	EAsiaPacific
Pinanga urdanetensis	EAsiaPacific
Pinanga urosperma	EAsiaPacific
Pinanga variegata	EAsiaPacific
Pinanga veitchii	EAsiaPacific
Pinanga versicolor	EAsiaPacific
Pinanga watanaiana	EAsiaPacific
Pinanga woodiana	EAsiaPacific
Pinanga yassinii	EAsiaPacific
Plectocomia assamica	EAsiaPacific
Plectocomia billitonensis	EAsiaPacific
Plectocomia bractealis	EAsiaPacific
Plectocomia dransfieldiana	EAsiaPacific
Plectocomia elmeri	EAsiaPacific
Plectocomia elongata	EAsiaPacific
Plectocomia himalayana	EAsiaPacific
Plectocomia khasyana	EAsiaPacific
Plectocomia longistigma	EAsiaPacific
Plectocomia lorzingii	EAsiaPacific
Plectocomia macrostachya	EAsiaPacific
Plectocomia microstachys	EAsiaPacific
Plectocomia mulleri	EAsiaPacific
Plectocomia pierreana	EAsiaPacific
Plectocomia pygmaea	EAsiaPacific
Plectocomiopsis corneri	EAsiaPacific
Plectocomiopsis geminiflora	EAsiaPacific
Plectocomiopsis mira	EAsiaPacific
Plectocomiopsis songthanhensis	EAsiaPacific
Plectocomiopsis triquetra	EAsiaPacific
Plectocomiopsis wrayi	EAsiaPacific
Podococcus acaulis	AfricaWAsia
Podococcus barteri	AfricaWAsia
Ponapea hentyi	EAsiaPacific
Ponapea hosinoi	EAsiaPacific
Ponapea ledermanniana	EAsiaPacific
Ponapea palauensis	EAsiaPacific
Prestoea acuminata	Americas
Prestoea carderi	Americas
Prestoea decurrens	Americas
Prestoea ensiformis	Americas
Prestoea longepetiolata	Americas
Prestoea pubens	Americas
Prestoea pubigera	Americas
Prestoea schultzeana	Americas
Prestoea simplicifolia	Americas
Prestoea tenuiramosa	Americas
Pritchardia arecina	Americas
Pritchardia bakeri	Americas
Pritchardia beccariana	Americas
Pritchardia flynnii	Americas
Pritchardia forbesiana	Americas
Pritchardia glabrata	Americas
Pritchardia gordonii	Americas
Pritchardia hardyi	Americas
Pritchardia hillebrandii	Americas
Pritchardia kaalae	Americas
Pritchardia kahukuensis	Americas
Pritchardia lanigera	Americas
Pritchardia lowreyana	Americas
Pritchardia maideniana	Americas
Pritchardia martii	Americas
Pritchardia minor	Americas
Pritchardia mitiaroana	Americas
Pritchardia munroi	Americas
Pritchardia napaliensis	Americas
Pritchardia pacifica	EAsiaPacific
Pritchardia perlmanii	Americas
Pritchardia remota	Americas
Pritchardia schattaueri	Americas
Pritchardia thurstonii	EAsiaPacific
Pritchardia viscosa	Americas
Pritchardia vuylstekeana	Americas
Pritchardia waialealeana	Americas
Pritchardia woodii	Americas
Pseudophoenix ekmanii	Americas
Pseudophoenix lediniana	Americas
Pseudophoenix sargentii	Americas
Pseudophoenix vinifera	Americas
Ptychococcus lepidotus	EAsiaPacific
Ptychococcus paradoxus	EAsiaPacific
Ptychosperma ambiguum	EAsiaPacific
Ptychosperma buabe	EAsiaPacific
Ptychosperma burretianum	EAsiaPacific
Ptychosperma caryotoides	EAsiaPacific
Ptychosperma cuneatum	EAsiaPacific
Ptychosperma elegans	Americas
Ptychosperma furcatum	EAsiaPacific
Ptychosperma gracile	EAsiaPacific
Ptychosperma hartmannii	EAsiaPacific
Ptychosperma lauterbachii	EAsiaPacific
Ptychosperma lineare	EAsiaPacific
Ptychosperma macarthurii	EAsiaPacific
Ptychosperma macrocerum	EAsiaPacific
Ptychosperma mambare	EAsiaPacific
Ptychosperma microcarpum	EAsiaPacific
Ptychosperma mooreanum	EAsiaPacific
Ptychosperma nicolai	EAsiaPacific
Ptychosperma praemorsum	EAsiaPacific
Ptychosperma propinquum	EAsiaPacific
Ptychosperma pullenii	EAsiaPacific
Ptychosperma ramosissimum	EAsiaPacific
Ptychosperma rosselense	EAsiaPacific
Ptychosperma salomonense	EAsiaPacific
Ptychosperma sanderianum	EAsiaPacific
Ptychosperma schefferi	EAsiaPacific
Ptychosperma streimannii	EAsiaPacific
Ptychosperma tagulense	EAsiaPacific
Ptychosperma vestitum	EAsiaPacific
Ptychosperma waitianum	EAsiaPacific
Raphia africana	AfricaWAsia
Raphia australis	AfricaWAsia
Raphia farinifera	AfricaWAsia
Raphia gentiliana	AfricaWAsia
Raphia hookeri	AfricaWAsia
Raphia laurentii	AfricaWAsia
Raphia longiflora	AfricaWAsia
Raphia mambillensis	AfricaWAsia
Raphia mannii	AfricaWAsia
Raphia matombe	AfricaWAsia
Raphia monbuttorum	AfricaWAsia
Raphia palma-pinus	AfricaWAsia
Raphia regalis	AfricaWAsia
Raphia rostrata	AfricaWAsia
Raphia ruwenzorica	AfricaWAsia
Raphia sese	AfricaWAsia
Raphia sudanica	AfricaWAsia
Raphia taedigera	Americas
Raphia textilis	AfricaWAsia
Raphia vinifera	AfricaWAsia
Ravenea albicans	AfricaWAsia
Ravenea beentjei	AfricaWAsia
Ravenea declivium	AfricaWAsia
Ravenea delicatula	AfricaWAsia
Ravenea dransfieldii	AfricaWAsia
Ravenea glauca	AfricaWAsia
Ravenea hildebrandtii	AfricaWAsia
Ravenea hypoleuca	AfricaWAsia
Ravenea julietiae	AfricaWAsia
Ravenea krociana	AfricaWAsia
Ravenea lakatra	AfricaWAsia
Ravenea latisecta	AfricaWAsia
Ravenea louvelii	AfricaWAsia
Ravenea madagascariensis	AfricaWAsia
Ravenea moorei	AfricaWAsia
Ravenea musicalis	AfricaWAsia
Ravenea nana	AfricaWAsia
Ravenea rivularis	AfricaWAsia
Ravenea robustior	AfricaWAsia
Ravenea sambiranensis	AfricaWAsia
Ravenea xerophila	AfricaWAsia
Reinhardtia elegans	Americas
Reinhardtia gracilis	Americas
Reinhardtia koschnyana	Americas
Reinhardtia latisecta	Americas
Reinhardtia paiewonskiana	Americas
Reinhardtia simplex	Americas
Rhapidophyllum hystrix	Americas
Rhapis evansii	EAsiaPacific
Rhapis excelsa	EAsiaPacific
Rhapis gracilis	EAsiaPacific
Rhapis humilis	EAsiaPacific
Rhapis kebangensis	EAsiaPacific
Rhapis laosensis	EAsiaPacific
Rhapis micrantha	EAsiaPacific
Rhapis puhuongensis	EAsiaPacific
Rhapis robusta	EAsiaPacific
Rhapis subtilis	EAsiaPacific
Rhapis vidalii	EAsiaPacific
Rhopaloblaste augusta	EAsiaPacific
Rhopaloblaste ceramica	EAsiaPacific
Rhopaloblaste elegans	EAsiaPacific
Rhopaloblaste gideonii	EAsiaPacific
Rhopaloblaste ledermanniana	EAsiaPacific
Rhopaloblaste singaporensis	EAsiaPacific
Rhopalostylis baueri	EAsiaPacific
Rhopalostylis sapida	EAsiaPacific
Roscheria melanochaetes	AfricaWAsia
Roystonea altissima	Americas
Roystonea borinquena	Americas
Roystonea dunlapiana	Americas
Roystonea lenis	Americas
Roystonea maisiana	Americas
Roystonea oleracea	Americas
Roystonea princeps	Americas
Roystonea regia	Americas
Roystonea stellata	Americas
Roystonea violacea	Americas
Sabal bermudana	Americas
Sabal causiarum	Americas
Sabal domingensis	Americas
Sabal etonia	Americas
Sabal gretherae	Americas
Sabal maritima	Americas
Sabal mauritiiformis	Americas
Sabal mexicana	Americas
Sabal minor	Americas
Sabal palmetto	Americas
Sabal pumos	Americas
Sabal rosei	Americas
Sabal uresana	Americas
Sabal yapa	Americas
Sabinaria magnifica	Americas
Salacca acehensis	EAsiaPacific
Salacca affinis	EAsiaPacific
Salacca bakeriana	EAsiaPacific
Salacca clemensiana	EAsiaPacific
Salacca dolicholepis	EAsiaPacific
Salacca dransfieldiana	EAsiaPacific
Salacca flabellata	EAsiaPacific
Salacca glabrescens	EAsiaPacific
Salacca graciliflora	EAsiaPacific
