"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"FLO"	"ECO"	"TDWG3"
"Licuala longispadix"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0	NA	0.115968477749672	0.008	0
"Licuala macrantha"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.0325100007911126	0.008	0
"Licuala magna"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.0777011442589915	0.016	0
"Licuala manglaensis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0.000381679389312977	1.82641902626889e-09	0.121584493527846	0.008	0
"Licuala merguensis"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00844594594594595	0.00570776255707763	0.00190839694656489	8.91294632164176e-06	0.131581689461659	0.008	0.0238095238095238
"Licuala micrantha"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.085887811813754	0.008	0
"Licuala modesta"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0	NA	0.262415971575667	0.008	0.0238095238095238
"Licuala montana"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0168918918918919	0.0114155251141553	0.00381679389312977	0.00115899400571476	0.187248994107567	0.032	0
"Licuala moszkowskiana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.042518523703854	0.008	0
"Licuala naumoniensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.23538182981744	0.008	0
"Licuala parviflora"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0135135135135135	0.0091324200913242	0.00381679389312977	0.000402823965776675	0.107068513644126	0.016	0
"Licuala peltata"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0168918918918919	0.0114155251141553	0.00458015267175573	0.00108286801349165	0.303291359051309	0.032	0.19047619047619
"Licuala penduliflora"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0101351351351351	0.00684931506849315	0.00229007633587786	0.00209195550656477	0.064069229868375	0.032	0
"Licuala platydactyla"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.0163420168520237	0.016	0
"Licuala poonsakii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.252487248637228	0.008	0
"Licuala pseudovalida"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00506756756756757	0.00342465753424658	0.00114503816793893	0.000511261280514207	0.427108572679545	0.016	0
"Licuala pumila"	7	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.0101351351351351	0.00684931506849315	0.00229007633587786	0.000314855449859106	0.133594766272267	0.04	0
"Licuala ramsayi"	58	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0422297297297297	0.0410958904109589	0.0187022900763359	0.000633320461927427	0.0245800696147127	0.016	0
"Licuala robinsoniana"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.00506756756756757	0.00342465753424658	0.00152671755725191	4.45326482183318e-05	0.157247668933726	0.024	0
"Licuala rumphii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.0336258717312288	0.008	0
"Licuala scortechinii"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0	NA	0.0741434737785159	0.008	0.0238095238095238
"Licuala simplex"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00675675675675676	0.0045662100456621	0.00152671755725191	8.07277610763394e-05	0.125199712397826	0.008	0
"Licuala tanycola"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00675675675675676	0.0045662100456621	0.00190839694656489	4.30883611667363e-05	0.0698851904160636	0.008	0
"Licuala yiiana"	1	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.0507603432773725	0.008	0
"Linospadix albertisianus"	44	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0489864864864865	0.0353881278538813	0.0137404580152672	0.0016269957396257	0.0759408731100409	0.056	0
"Linospadix apetiolatus"	37	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00570776255707763	0.00687022900763359	3.70874455411342e-06	0.00249190775800938	0.008	0
"Linospadix caninus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.11834133802799	0.016	0
"Linospadix microcaryus"	36	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0371621621621622	0.0251141552511416	0.00877862595419847	6.40779752394063e-05	0.00972961673719654	0.016	0
"Linospadix minor"	70	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0304054054054054	0.0422374429223744	0.0240458015267176	0.000117581271438059	0.0112248912609559	0.024	0
"Linospadix monostachyos"	804	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0827702702702703	0.202054794520548	0.19236641221374	0.000318931792706334	0.0530579693937393	0.008	0.0238095238095238
