"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"FLO"	"ECO"	"TDWG3"
"Astrocaryum standleyanum"	69	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	36	41	212	799465.40786748	0.0517078030878084	9	4
"Astrocaryum triandrum"	2	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	2	2	8	2412	0.127855520695448	1	1
"Astrocaryum tucuma"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0842097103595734	1	8
"Astrocaryum ulei"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	43426.6387207834	0.0520682673901319	1	3
"Astrocaryum urostachys"	123	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	36	49	332	136308.292065223	0.0284867834174869	2	3
"Astrocaryum vulgare"	33	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	28	116	2924038.21820477	0.0910676357929002	11	6
"Attalea allenii"	65	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	33	42	224	264981.378867318	0.0397437936174146	6	2
"Attalea amygdalina"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	12	1619.10984487881	0.0233834447960059	2	1
"Attalea anisitsiana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0461817122995853	1	2
"Attalea apoda"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	63479.6765053972	0.0859857331961393	2	2
"Attalea attaleoides"	6	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	4	4	24	121311.152285468	0.0598412673765173	2	4
"Attalea bassleriana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0798932835459709	1	1
"Attalea brejinhoensis"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	24	145082.761879563	0.0706485388800502	2	1
"Attalea burretiana"	34	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	29	124	233902.127467813	0.094978428007487	6	2
"Attalea butyracea"	241	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	118	143	740	4555250.57677394	0.0514114153720207	25	7
"Attalea cephalotus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	46305	0.132170736091211	2	1
"Attalea cohune"	56	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	35	37	180	1528390.2527118	0.100481559235569	12	8
"Attalea colenda"	32	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	18	19	92	85905.5617781548	0.0878014733461896	6	2
"Attalea compta"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	36	214543.170163185	0.0746163306757808	3	1
"Attalea crassispatha"	6	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	2	2	8	23.3547908280678	0.0201662834733725	1	1
"Attalea dahlgreniana"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	8	32	391505.559809675	0.196031700819731	4	2
"Attalea dubia"	11	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	10	10	44	103925.19442894	0.0824621588796039	2	2
"Attalea eichleri"	33	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	26	29	128	1264684.70269528	0.0932417676896986	6	3
"Attalea exigua"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	52	1163088.93793433	0.0330835380860103	4	3
"Attalea geraensis"	48	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	35	38	172	1682309.62103118	0.0854156885300957	6	4
"Attalea guacuyule"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	40	18522.1015348811	0.0182583091314882	2	1
"Attalea humilis"	16	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	11	13	64	177795.528580253	0.0710259710322134	3	2
"Attalea iguadummat"	6	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	3	24	351.641292428955	0.0368042665844162	1	2
"Attalea insignis"	78	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	39	45	252	453335.671640738	0.0298283160949583	8	4
"Attalea luetzelburgii"	8	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	7	7	32	118185.893711968	0.025547265278874	5	3
"Attalea magdalenica"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00282833119854331	1	1
"Attalea maracaibensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0622717142105103	1	2
"Attalea maripa"	256	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	132	160	824	6226699.14607072	0.0408325381024497	27	12
"Attalea microcarpa"	112	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	43	56	332	2200433.53103474	0.0302472039226944	14	7
"Attalea moorei"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	33895.6531345936	0.206378926212589	2	2
"Attalea nucifera"	13	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	11	11	52	53476.2128783913	0.0879240876708466	4	1
"Attalea phalerata"	216	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	52	86	648	4820064.37518828	0.0838638468707763	9	6
"Attalea pindobassu"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	15	64	199194.942724788	0.0763272760730041	3	1
"Attalea plowmanii"	38	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	22	128	127687.244818615	0.0699630005616008	4	3
"Attalea princeps"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	36	261544.554428344	0.0828121760860085	4	2
"Attalea racemosa"	103	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	57	66	336	997178.522453534	0.040848425725979	14	4
"Attalea rostrata"	61	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	44	47	220	1247517.30301678	0.0644015447564851	14	8
"Attalea salazarii"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	45708.9755291309	0.0352682924518983	2	1
"Attalea salvadorensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0732282474637032	1	1
"Attalea seabrensis"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	48	91067.1259834414	0.0341786431547786	3	1
"Attalea speciosa"	59	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	46	46	196	5149315.99941507	0.103716676674933	14	7
"Attalea spectabilis"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	120672	0.0880058631300926	2	1
"Attalea tessmannii"	55	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	19	25	156	1178361.4595296	0.0830343848649963	5	2
"Attalea vitrivir"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	52	332331.728981715	0.0917418796962011	4	2
"Attalea weberbaueri"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.149179115891457	1	1
"Bactris acanthocarpa"	328	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	173	202	1060	9302820.93121356	0.0642066269872707	30	11
"Bactris acanthocarpoides"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	14	56	2427637.05016275	0.0893074018466804	6	4
"Bactris ana-juliae"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	26.8309080927181	0.0575464263558388	1	1
"Bactris bahiensis"	22	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	21	88	97747.4031514276	0.134463030844927	4	2
"Bactris balanophora"	33	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	23	25	124	819371.287427726	0.0155580987005427	8	3
"Bactris barronis"	50	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	29	168	237038.747171883	0.0368599855952198	8	2
"Bactris bidentula"	66	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	43	48	216	2758405.18969253	0.0669607493152646	15	5
"Bactris bifida"	118	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	60	68	380	1280598.94266971	0.0677705406025348	10	3
"Bactris brongniartii"	194	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	91	110	632	6547765.00230383	0.0597323991712177	24	10
"Bactris campestris"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	68	1087571.87700363	0.0608181357315248	9	8
"Bactris caryotifolia"	26	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	21	22	100	203692.448150481	0.112575273351887	5	2
"Bactris charnleyae"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	3	20	85.5505246118712	0.0584945309907198	2	2
"Bactris chaveziae"	56	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	36	192	428280.422701267	0.114917801573548	5	3
"Bactris chocoensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0343474894762039	1	1
"Bactris coloniata"	48	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	20	24	160	458450.802347318	0.0328034764097538	6	4
"Bactris coloradonis"	106	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	47	64	376	644171.58214579	0.0487784974239679	10	5
"Bactris concinna"	267	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	105	141	852	2172098.86687392	0.0698703560239787	11	5
"Bactris constanciae"	8	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	5	6	28	58782.2655589455	0.0271889355462918	2	3
"Bactris corossilla"	202	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	109	125	672	1850298.80248207	0.0362295928050414	18	6
"Bactris cuspidata"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	5858.9342830241	0.119218454361544	3	3
"Bactris dianeura"	63	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	21	29	200	116317.653660172	0.030185938066256	5	3
"Bactris elegans"	68	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	38	41	208	3135233.19258818	0.0811280117135646	14	6
"Bactris faucium"	8	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	6	6	28	36977.9509662885	0.164623260592634	2	1
"Bactris gasipaes"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	52	5565567.9043706	0.0466946100104206	11	12
"Bactris gastoniana"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	44	795874.946886662	0.0391231852778825	4	3
"Bactris glandulosa"	88	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	40	46	248	203107.769490935	0.0406405768166719	8	3
"Bactris glassmanii"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	177867.65829811	0.0981084100902081	3	1
"Bactris gracilior"	77	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	32	41	244	130367.01645576	0.0909442931970025	6	3
"Bactris grayumii"	26	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	80	38233.4964844787	0.112335226641825	2	2
"Bactris guineensis"	78	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	45	50	248	1414592.76530922	0.0844549722551631	11	5
"Bactris halmoorei"	44	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	24	136	317223.142262734	0.0792712030789434	3	4
"Bactris herrerana"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	40	4010.91939427926	0.0427596170236083	2	1
"Bactris hirta"	426	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	193	245	1392	8358392.01036972	0.0526295673327968	31	10
"Bactris killipii"	111	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	48	66	376	1981543.18815232	0.0394791217024888	13	3
"Bactris kunorum"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	32	366.945558366918	0.0484837074246671	3	1
"Bactris macroacantha"	141	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	68	91	488	2795396.45067653	0.0507627068171855	10	4
"Bactris major"	267	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	169	189	868	12563583.7656332	0.0660258273215623	49	22
"Bactris manriquei"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	3	0.000661263999063522	0	1
"Bactris maraja"	747	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	322	432	2412	7140054.55451438	0.0592563294995151	40	12
"Bactris martiana"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	16	64	603774.858427317	0.0872822074834403	5	5
"Bactris mexicana"	34	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	21	22	124	244099.583296046	0.0815172543276704	9	7
"Bactris militaris"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	48	54944.1561669854	0.0614884321370886	4	2
"Bactris oligoclada"	42	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	24	26	136	76580.0956547992	0.0119258155976976	2	2
"Bactris panamensis"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	10	56	7919.17565800389	0.0464901711024782	4	1
"Bactris pilosa"	47	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	25	30	152	299566.491351397	0.0769610991305176	11	4
"Bactris pliniana"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	183625	0.0172426286153495	2	4
"Bactris plumeriana"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	28	4980.02349266196	0.110250985515969	1	2
"Bactris polystachya"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	36	5887.08351310003	0.0647563378831061	1	1
"Bactris ptariana"	25	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	13	14	72	53193.9380652054	0.0132118130917661	4	2
"Bactris riparia"	50	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	36	38	164	2441462.32833302	0.0531794790962886	15	5
"Bactris schultesii"	135	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	48	67	412	270371.431839279	0.0442941077105287	6	3
"Bactris setiflora"	5	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	4	4	20	546.427771077349	0.0394196830689907	2	1
"Bactris setosa"	108	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	88	97	420	2251126.77797172	0.0751566857393805	14	3
"Bactris setulosa"	95	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	62	72	316	1923006.06456666	0.0413461062003319	14	7
"Bactris simplicifrons"	572	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	270	349	1808	6540483.17179096	0.0499839301631229	34	11
"Bactris soeiroana"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	42	0.0389536125585437	1	1
"Bactris sphaerocarpa"	33	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	20	120	872651.489172561	0.0395092524254737	6	3
"Bactris syagroides"	7	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	6	6	24	80686.5866613707	0.0279525581281632	4	1
"Bactris tefensis"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	11.4419287849236	0.110444195568562	1	1
"Bactris tomentosa"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	64	1365353.4111798	0.0694169766381189	8	3
"Bactris vulgaris"	46	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	37	39	176	485904.243760351	0.106679967528655	7	3
"Balaka samoensis"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	NA	1	1
"Barcella odora"	14	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	7	7	48	114616.498696465	0.044097355230146	4	1
"Beccariophoenix fenestralis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	0	0.150309070944786	1	1
"Borassodendron borneense"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	36	168047.139261957	0.215099367905747	3	1
"Borassodendron machadonis"	3	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	3	3	12	10257.7854513337	0.117818523353587	1	3
"Borassus flabellifer"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	13	64	10460760.4706758	0.0299732254869822	7	9
"Borassus heineanus"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	67826.3907797861	0.0172836008326461	1	1
"Brahea pimo"	48	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	22	26	136	194529.751941436	0.00790237858200271	5	1
"Brahea sarukhanii"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	40	5338.97688283771	0.00302153515965781	2	1
"Brassiophoenix drymophloeoides"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	52	32225.7175918	0.0567669165046776	2	1
"Brassiophoenix schumannii"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	68	128471.532375718	0.0581322271480329	3	1
"Butia campicola"	7	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	4	4	20	1045.98013780856	0.143264179251024	1	2
"Butia catarinensis"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	12	52	33429.7038370802	0.0661587414260094	4	1
"Butia exospadix"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	24	17114.7316719002	0.0742361551771561	2	2
"Butia lallemantii"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	16	2231.75087948441	0.0388622806640342	2	2
"Butia leptospatha"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	52	0.0234523005783558	2	2
"Butia marmorii"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	24	1004.43103727819	0.0601491561780373	1	1
"Butia matogrossensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.116965174674988	1	1
"Butia odorata"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	52	821282.812552197	0.0831693214847921	6	2
"Butia paraguayensis"	131	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	61	71	372	1257729.66776432	0.17465250135043	5	4
"Butia witeckii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0268117133527994	1	1
"Butia yatay"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	13	64	587317.788242604	0.0534625182558289	5	3
"Calamus acamptostachys"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	11	68	28753.8465334343	0.237139656701509	3	1
"Calamus acanthochlamys"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	8	40	11602.8283869813	0.144131351572772	4	1
"Calamus acanthophyllus"	4	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	4	4	16	25974.6965120749	0.0651441782247275	2	3
"Calamus acanthospathus"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	8	36	1059424.93037338	0.0576055784418713	7	9
"Calamus acaulis"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	4.60124227618599	0.0916114877909422	2	1
"Calamus altiscandens"	1	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00452588824555278	1	1
"Calamus angustifolius"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	32	108346.762829986	0.126949052140117	3	2
"Calamus anomalus"	5	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	4	4	20	2980.26381336224	0.00823142980225384	1	1
"Calamus arborescens"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	32	139094.818041716	0.0350416092514934	5	3
"Calamus aruensis"	137	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	91	100	476	2014144.09095054	0.0556447683522532	18	5
"Calamus ashtonii"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	20	4180.52131577071	0.229655727697536	2	1
"Calamus asperrimus"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	NA	0.00839091371744871	1	2
"Calamus asteracanthus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	2132.29107327089	0.04391523442852	2	1
"Calamus ater"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	48	162338.528876414	0.126907219661267	4	1
"Calamus australis"	71	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	51	252	322483.015543436	0.0222477990779661	3	1
"Calamus axillaris"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	44	697656.77134691	0.303783347660845	4	4
"Calamus bachmaensis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	3.74687273626661	0.117367836336295	1	1
"Calamus bacularis"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	7	44	18428.8165705525	0.198808656384548	3	1
"Calamus baiyerensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0279260668903589	1	1
"Calamus balingensis"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	5	5	20	10732.9518335005	0.155033501237631	3	2
"Calamus banggiensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.181475326418877	1	1
"Calamus bankae"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	0.0138836186379194	1	1
"Calamus barbatus"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	28	136156.820531572	0.0803532942663878	2	1
"Calamus barfodii"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	145.922374368397	0.0657149627804756	1	1
"Calamus beguinii"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.118867464363575	1	1
"Calamus bousigonii"	31	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	17	20	104	455529.706554028	0.149460568933958	6	3
"Calamus brachypodus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	44959.2809910141	0.17372555755234	2	2
"Calamus brevicaulis"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	16	95.1116388456917	0.155160784721375	2	1
"Calamus bulubabi"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0204495610669255	2	1
"Calamus caesius"	64	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	41	44	220	1246774.71395785	0.21307815995533	9	5
"Calamus calapparius"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.233564883470535	2	1
"Calamus calicarpus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00142057903576642	1	2
"Calamus calospathus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	268.081665976648	0.123843816419442	1	1
"Calamus capillosus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0184787660837173	1	1
"Calamus castaneus"	24	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	21	21	92	460206.508307377	0.218716624463923	5	3
"Calamus centralis"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	24	2203.37554826227	0.138173810375685	3	1
"Calamus ceratophorus"	4	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	12	13.3378712898521	0.107472997158766	1	1
"Calamus cheirophyllus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	53.2122149174976	0.0224111154675484	1	1
"Calamus collarifer"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	64	62039.0235552803	0.35397643269971	3	1
"Calamus comptus"	20	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	14	76	98966.6310282429	0.0991173138725571	3	1
"Calamus concinnus"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	24	37905.4689713207	0.108846186970671	2	3
"Calamus concolor"	45	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	32	160	401233.517660572	0.160746202147048	4	2
"Calamus conirostris"	34	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	23	25	124	621680.103540164	0.110282827285118	6	3
"Calamus conjugatus"	4	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	12	28.9154726416264	0.263167560100555	2	1
"Calamus conspectus"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	36	11733.7472951138	0.117963346478064	2	1
"Calamus convallium"	23	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	15	84	274949.600496938	0.112579534964069	3	1
"Calamus crassifolius"	3	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	12	7.38284575233221	0.283505856990814	1	1
"Calamus cristatus"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	11	60	266288.811943927	0.224768184358254	3	1
"Calamus croftii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.017366711050272	1	1
"Calamus curranii"	7	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	6	7	28	6558.01391704641	0.0652287857873099	1	1
"Calamus cuthbertsonii"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	13	64	14788.0976646489	0.0104068279579224	1	1
"Calamus dasyacanthus"	9	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	5	5	32	195552.363024041	0.0728841742707623	3	1
"Calamus densiflorus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.136488631367683	1	3
"Calamus depauperatus"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	40	249650.607008175	0.0201438432850409	4	1
"Calamus depressiusculus"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	46093.9125370147	0.162682935222983	3	1
"Calamus didymocarpus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.139676213264465	1	1
