"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"FLO"	"ECO"	"TDWG3"
"Calamus didymophyllus"	77	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	62	64	276	2169369.54614306	0.167101319843008	11	4
"Calamus diepenhorstii"	37	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	30	32	144	882408.97111393	0.253796917159815	5	5
"Calamus dioicus"	6	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	5	5	24	24388.0699701268	0.118587385863066	4	1
"Calamus discolor"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0223278515040874	1	1
"Calamus distentus"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	68.8814797255135	0.00290248519740999	2	1
"Calamus divaricatus"	24	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	18	88	262869.864105848	0.244646841301195	4	1
"Calamus dongnaiensis"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	3	4	16	50971.4408557254	0.0804644457995892	2	1
"Calamus draco"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.195770962163806	2	4
"Calamus dumetosus"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	11	52	238883.910047851	0.117134738791113	2	1
"Calamus elongatus"	22	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	12	76	166841.477024731	0.141070826233111	4	1
"Calamus erectus"	10	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	6	6	32	152626.285940166	0.0903156898915768	4	8
"Calamus erinaceus"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	8	36	963751.387594852	0.23461362057262	4	6
"Calamus erythrocarpus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0046442715683952	1	1
"Calamus essigii"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	16	15.3840065728245	0.00483075510710478	1	1
"Calamus eugenei"	21	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	11	12	60	58339.1830032822	0.155551689499546	4	1
"Calamus exilis"	25	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	20	20	96	725616.45123173	0.145967647405341	5	4
"Calamus fertilis"	22	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	16	16	72	653572.631244116	0.0396367532243444	6	1
"Calamus filispadix"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0294612366706133	1	1
"Calamus fissilis"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	6.1834363343029	0.190223433077335	2	1
"Calamus fissus"	57	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	36	39	192	555673.474637829	0.175782083558213	6	1
"Calamus flabellatus"	50	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	33	36	184	1017876.85112968	0.169765240550041	7	3
"Calamus flagellum"	23	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	16	16	80	744418.750270164	0.0556956010101282	10	10
"Calamus flexilis"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	NA	0.0359942559152842	1	1
"Calamus floribundus"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	28	6575.05002928435	0.0862705305917189	3	4
"Calamus formicarius"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	14	68	163589.246722682	0.239903231914569	5	1
"Calamus geniculatus"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	14	60	753060.24244987	0.234361093250724	6	3
"Calamus gibbsianus"	28	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	14	96	17387.8132292083	0.0967665702503707	3	1
"Calamus gonospermus"	31	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	19	20	100	164532.239717508	0.132358754662076	4	1
"Calamus gracilipes"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0736006647348404	1	1
"Calamus grandis"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	24	131700.582765532	0.122768893915539	2	2
"Calamus guruba"	8	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	8	8	32	863678.207353056	0.104787631775253	5	4
"Calamus hallierianus"	25	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	17	92	323963.036103394	0.127833596644923	4	2
"Calamus harmandii"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	0.0165365957579017	0.312296658754349	1	1
"Calamus heatubunii"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	75.2111216802684	0.0592098860070109	1	1
"Calamus helferianus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0644516255706549	2	3
"Calamus henryanus"	42	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	30	30	128	370670.493279534	0.0816647293977439	8	6
"Calamus hirsutus"	42	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	31	34	160	1433020.2858313	0.211770225842927	10	3
"Calamus hukaungensis"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	4398.98076914595	0.0901653771579731	2	1
"Calamus ingens"	34	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	21	23	120	162918.530671474	0.161247409955489	5	1
"Calamus insignis"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	36	8954.11455600678	0.194051919132471	3	3
"Calamus interruptus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0441602356731892	1	1
"Calamus jacobsii"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0540036652237177	1	1
"Calamus javensis"	248	"NE"	"NE"	"Threatened,Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	143	172	892	3893086.65241737	0.168573923535728	17	7
"Calamus jenkinsianus"	93	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	68	72	320	3796446.75168964	0.102171878833624	21	11
"Calamus johnsii"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	28	56964.4549590509	0.0513459251960739	4	1
"Calamus kampucheaensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.252047151327133	1	1
"Calamus karuensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.417003333568573	1	1
"Calamus katikii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0929047465324402	1	1
"Calamus kiahii"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	8	36	16311.7199955178	0.139540918928105	3	1
"Calamus kingianus"	4	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	3	16	5105.89243287347	0.0323299625888467	3	2
"Calamus klossii"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	13	56	33838.3815896085	0.0183311063583995	3	1
"Calamus kontumensis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	0.516412598285079	0.0697115361690521	1	1
"Calamus korthalsii"	63	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	34	37	204	476187.110417097	0.134468666429351	5	1
"Calamus kostermansii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.123018249869347	1	1
"Calamus kunstleri"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	52	365884.216623448	0.179083282376329	4	2
"Calamus kurzianus"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	20	2546.17545102397	0.0869889803230763	2	3
"Calamus lambirensis"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	16	1335.41014646803	0.117515193298459	2	1
"Calamus laoensis"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	5	5	20	13715.5441604978	0.176592548191547	2	1
"Calamus lateralis"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	16	2.01187017035913	0.0752472877502441	1	2
"Calamus latifolius"	40	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	30	30	140	1235005.55598001	0.107781127316412	11	12
"Calamus lauterbachii"	32	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	22	112	521563.315567748	0.0594195493249572	8	1
"Calamus leloi"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	28	97603.1016909216	0.126589306796502	3	1
"Calamus leptospadix"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0346334734931588	1	5
"Calamus lewisianus"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	16	10095.3797735046	0.129162901639938	1	3
"Calamus lobbianus"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	40	409278.093861977	0.225687277689576	4	3
"Calamus loherianus"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	NA	0.0321871470659971	2	1
"Calamus longibracteatus"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	8	44	27263.5656624665	0.138817006456	2	1
"Calamus longipes"	67	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	50	61	268	811886.786523573	0.156678913970853	7	4
"Calamus longipinna"	31	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	18	21	116	500510.348987526	0.0632408400697093	6	3
"Calamus longisetus"	22	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	15	15	80	198566.804777997	0.0998203121972355	4	7
"Calamus longistipes"	26	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	17	92	50712.8782125086	0.13103709605415	4	1
"Calamus lucysmithiae"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	0.314765638420105	0.0399429698785146	1	1
"Calamus macrochlamys"	28	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	17	19	84	467661.462243368	0.047367417935415	7	1
"Calamus macropterus"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	31211.7722055753	0.0822166704262296	2	1
"Calamus maculatus"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	44	75762.5264130978	0.309613399207592	4	1
"Calamus maiadum"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0844251802191138	2	1
"Calamus manan"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	28	338850.822529565	0.156810741871595	4	4
"Calamus marginatus"	45	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	37	39	176	466113.279183105	0.141244196542539	6	3
"Calamus mattanensis"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	56	169521.758935904	0.190092168482287	5	1
"Calamus maturbongsii"	3	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	2	8	119.998548801186	0.0182679000621041	2	1
"Calamus melanacanthos"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	63.491147471714	0.185684036463499	1	2
"Calamus melanochaetes"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	10	52	367111.396447987	0.090598343907354	7	5
"Calamus melanoloma"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	NA	0.00839091371744871	1	1
"Calamus micracanthus"	21	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	18	80	971789.216669844	0.240851201649223	5	2
"Calamus micranthus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.180822044610977	1	5
"Calamus microsphaerion"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.117335934191942	1	2
"Calamus microstachys"	46	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	27	32	164	422001.117777843	0.15306114202426	6	1
"Calamus minahassae"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	36	10264.8351549019	0.0721261236402723	2	1
"Calamus mirabilis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.17403120547533	2	1
"Calamus mollispinus"	4	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	4	4	16	867.433445303735	0.088156302459538	2	1
"Calamus monticola"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.136488631367683	1	2
"Calamus moorei"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.353909432888031	1	1
"Calamus moseleyanus"	9	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	6	6	36	420104.26340507	0.166975055510799	3	3
"Calamus moti"	38	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	25	140	109323.696228232	0.013160726985916	3	1
"Calamus muelleri"	585	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	21	89	1308	255469.287166331	0.0324739884187141	2	2
"Calamus muricatus"	42	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	24	27	144	332263.92419938	0.102941079270316	5	1
"Calamus myriacanthus"	31	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	22	23	108	150878.307436946	0.15103216278517	6	1
"Calamus myrianthus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	3976.38836786246	0.0855003868540128	1	2
"Calamus nanduensis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	0.127230174617976	0.0404521661500136	1	1
"Calamus nannostachys"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	1646.16044720608	0.0326061492475371	1	1
"Calamus nanodendron"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.254361145198345	1	1
"Calamus nematospadix"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	44	18438.2835625393	0.168026126300295	4	1
"Calamus nielsenii"	3	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	0.184180302286221	0.00306143774650991	1	1
"Calamus novae-georgii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.106715872883797	1	1
"Calamus nuichuaensis"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	12	4.26908503376687	0.0608934834599495	1	1
"Calamus oblatus"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	32	9306.33345677157	0.139990523195593	4	1
"Calamus oblongus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.00839091371744871	1	1
"Calamus ochrolepis"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	16	64	317270.411143483	0.0439182998961769	5	1
"Calamus ocreatus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.284529060125351	1	1
"Calamus oligostachys"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	NA	0.0924965254962444	1	2
"Calamus optimus"	22	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	17	80	504798.944856629	0.154891481157392	6	1
"Calamus oresbius"	26	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	18	88	66368.4851348784	0.0220723669492425	2	1
"Calamus ornatus"	36	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	33	33	140	3329808.91837853	0.192828979550136	12	7
"Calamus ovoideus"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	1	0.00942197907716036	1	1
"Calamus oxycoccus"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	12	52	102318.724528472	0.134449761360884	3	1
"Calamus pachypus"	22	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	17	17	84	912078.965756409	0.0559634786437858	7	2
"Calamus pandanosmus"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	48	1360186.75167628	0.172502620943955	5	4
"Calamus pannosus"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.028831347823143	1	1
"Calamus papuanus"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	36	114261.749374723	0.0261615088463507	4	1
"Calamus papyraceus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0248722098767757	1	1
"Calamus parvulus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.284529060125351	1	1
"Calamus paspalanthus"	45	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	27	30	152	908603.952454916	0.177751296841436	4	3
"Calamus paulii"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.338535472750664	1	1
"Calamus pedicellaris"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	36	55399.4520364069	0.0571277849376202	2	1
"Calamus penicillatus"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.104780666530132	1	1
"Calamus peregrinus"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	44	98183.271142683	0.133748819469474	2	3
"Calamus periacanthus"	51	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	32	37	172	380522.567167527	0.223475274753154	6	3
"Calamus pholidostachys"	4	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	4	4	16	5841.32954086574	0.035839713178575	1	1
"Calamus pilosellus"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	48	326516.951996818	0.105746874616792	3	1
"Calamus pilosissimus"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	136308.657456158	0.0104812296107411	3	1
"Calamus pintaudii"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	19833.7127761855	0.0163210248574615	2	1
"Calamus platyspathus"	10	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	8	8	40	181779.405310943	0.0847233835607767	3	2
"Calamus plicatus"	80	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	53	56	288	865198.035389183	0.194338531754329	7	5
"Calamus poensis"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	12	153.559305513004	0.192717887461185	2	1
"Calamus pogonotium"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.266065522097051	2	1
"Calamus poilanei"	19	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	14	14	64	396928.519216042	0.05942739286509	6	3
"Calamus polycladus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0167404399253428	1	1
"Calamus pseudozebrinus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.10254742950201	1	1
"Calamus psilocladus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.502051055431366	1	1
"Calamus pumilus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.006246502045542	1	1
"Calamus pygmaeus"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	4	24	121.816780683292	0.17568094531695	1	1
"Calamus quangngaiensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.339469403028488	1	1
"Calamus radicalis"	27	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	19	21	100	44554.6802947234	0.012306581334323	2	1
"Calamus reticulatus"	5	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	4	4	20	46629.2875691856	0.0187434241874143	3	1
"Calamus retroflexus"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	52	360836.974961853	0.0585593505238649	5	1
"Calamus reyesianus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0294612366706133	1	1
"Calamus rhabdocladus"	64	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	38	43	192	877820.012630855	0.106964392169175	7	5
"Calamus rhomboideus"	80	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	52	58	284	1523332.76565907	0.171020321248216	9	5
"Calamus rhytidomus"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	20	96577.732911951	0.256494820738832	2	1
"Calamus rudentum"	17	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	14	14	60	755386.500722569	0.109416017719709	9	5
"Calamus rugosus"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	16	1440.72402666446	0.244923099409789	1	2
"Calamus ruptilis"	24	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	16	72	173289.785062698	0.249519192691272	4	1
"Calamus ruvidus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	8559.23629802323	0.239119584361712	2	1
"Calamus sabensis"	31	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	22	112	167034.026951457	0.187237568860573	4	1
"Calamus sabut"	89	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	58	64	308	2130650.01582556	0.159501171581908	8	3
"Calamus sarawakensis"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	11	56	280726.04381681	0.102499931977945	3	1
"Calamus scabridulus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.233242504298687	2	3
"Calamus scabrispathus"	1	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00557991955429316	1	1
"Calamus scapigerus"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	52	445638.765962882	0.270203229838184	4	3
"Calamus schistoacanthus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0805633813142776	2	1
"Calamus schlechterianus"	34	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	25	28	124	178961.583421252	0.0332134106223855	6	1
"Calamus scleracanthus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0544721335172653	1	1
"Calamus sedens"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0815003216266632	1	3
"Calamus sepal"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	12	53.4842577035713	0.129734985530376	1	2
"Calamus seriatus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.196107294410467	2	1
"Calamus serpentinus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	4.29015303724718	0.392785618702571	1	1
"Calamus serrulatus"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	64	275400.247851007	0.0323786966447883	6	1
"Calamus siphonospathus"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	NA	0.0258945440873504	2	3
"Calamus sordidus"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	12	60	122867.08330742	0.133944120659079	3	1
"Calamus sparsiflorus"	93	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	48	59	332	274741.471323489	0.221927926793034	5	1
"Calamus spectatissimus"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	NA	0.140830103307962	2	4
"Calamus spinulinervis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.24959172308445	1	1
"Calamus spiralis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.134792193770409	1	1
"Calamus stenophyllus"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	24	37219.086679687	0.113334417032699	2	1
"Calamus subangulatus"	53	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	44	188	1073567.96668121	0.176425573376517	8	4
"Calamus superciliatus"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	3.69167776228493	0.0202157786116004	1	1
"Calamus symphysipus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0847001597285271	1	3
"Calamus temii"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0304999388754368	1	1
"Calamus tenompokensis"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	8	52	8178.17890304709	0.108808793695061	3	1
"Calamus tetradactylus"	70	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	49	53	248	1009347.26921716	0.128011745859736	12	6
"Calamus thwaitesii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0161512084305286	1	2
"Calamus thysanolepis"	4	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	12	41433.8326863047	0.114512134343386	2	1
"Calamus trachycoleus"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	46424.628615889	0.253128539770842	2	1
"Calamus unijugus"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	12	6.56349935046345	0.113696326812108	1	1
"Calamus urdanetanus"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	NA	0.0174206080846488	2	1
"Calamus ursinus"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	5	28	30123.98928618	0.195409486336367	1	2
"Calamus uschdraweitianus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0172010399401188	1	1
"Calamus verticillaris"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	36	170675.399848146	0.188856508769095	3	3
"Calamus vestitus"	21	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	13	13	68	279561.45272116	0.10282178023564	5	1
"Calamus vitiensis"	40	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	23	25	140	4430823.57196724	0.0330815650406294	11	7
